"About the data: Exported on Aug 27, 2020. Criteria: Text - '""2019-nCoV"" OR ""COVID-19"" OR “SARS-CoV-2” OR ""HCoV-2019"" OR ""hcov"" OR ""NCOVID-19"" OR  ""severe acute respiratory syndrome coronavirus 2"" OR ""severe acute respiratory syndrome corona virus 2"" OR ((""coro...' in full data; Publication Year is 2020; Research Organization is University of Michigan–Flint or University of Michigan–Dearborn or University of Michigan or Michigan Medicine or VA Ann Arbor Healthcare System. For more information, please see https://app.dimensions.ai/datasources. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
2,pub.1128164445,10.1038/s41559-020-1233-3,32493950,PMC7392883,Academic leaders must support inclusive scientific communities during COVID-19,Nature Ecology & Evolution,,"Betacoronavirus; Coronavirus Infections; Humans; Leadership; Pandemics; Pneumonia, Viral; Science",2020-08,2020,4,8,997-998,All OA; Gold,Article,"Maas, Bea; Grogan, Kathleen E.; Chirango, Yolanda; Harris, Nyeema; Liévano-Latorre, Luisa Fernanda; McGuire, Krista L.; Moore, Alexandria C.; Ocampo-Ariza, Carolina; Palta, Monica Marie; Perfecto, Ivette; Primack, Richard B.; Rowell, Kirsten; Sales, Lilian; Santos-Silva, Rejane; Silva, Rafaela Aparecida; Sterling, Eleanor J.; Vieira, Raísa R. S.; Wyborn, Carina; Toomey, Anne","Maas, Bea (University of Vienna; University of Natural Resources and Life Sciences)","Maas, Bea (University of Vienna; University of Natural Resources and Life Sciences); Grogan, Kathleen E. (Pennsylvania State University); Chirango, Yolanda (Stellenbosch University); Harris, Nyeema (University of Michigan); Liévano-Latorre, Luisa Fernanda (Federal University of Goiás; Federal University of Goiás); McGuire, Krista L. (University of Oregon); Moore, Alexandria C. (American Museum of Natural History); Ocampo-Ariza, Carolina (University of Göttingen); Palta, Monica Marie (Pace University); Perfecto, Ivette (University of Michigan); Primack, Richard B. (Boston University); Rowell, Kirsten (University of Colorado Boulder); Sales, Lilian (Federal University of Goiás; State University of Campinas); Santos-Silva, Rejane (Federal University of Goiás; Federal University of Goiás); Silva, Rafaela Aparecida (Federal University of Goiás); Sterling, Eleanor J. (American Museum of Natural History); Vieira, Raísa R. S. (Federal University of Goiás); Wyborn, Carina (University of Montana; Luc Hoffmann Institute); Toomey, Anne (American Museum of Natural History; Pace University)",Pennsylvania State University; University of Göttingen; University of Vienna; University of Colorado Boulder; University of Montana; Federal University of Goiás; Stellenbosch University; State University of Campinas; University of Michigan; Luc Hoffmann Institute; University of Natural Resources and Life Sciences; Pace University; Boston University; University of Oregon; American Museum of Natural History,grid.29857.31; grid.7450.6; grid.10420.37; grid.266190.a; grid.253613.0; grid.411195.9; grid.11956.3a; grid.411087.b; grid.214458.e; grid.493502.9; grid.5173.0; grid.261572.5; grid.189504.1; grid.170202.6; grid.241963.b,United States; Germany; Austria; United States; United States; Brazil; South Africa; Brazil; United States; Switzerland; Austria; United States; United States; United States; United States,,1,1,,,446,https://www.nature.com/articles/s41559-020-1233-3.pdf,https://app.dimensions.ai/details/publication/pub.1128164445,,
2,pub.1130017420,10.1016/j.celrep.2020.108002,32783930,PMC7418709,RAI1 Regulates Activity-Dependent Nascent Transcription and Synaptic Scaling,Cell Reports,,,2020-08,2020,32,6,108002,All OA; Gold,Article,"Garay, Patricia M.; Chen, Alex; Tsukahara, Takao; Díaz, Jean Carlos Rodríguez; Kohen, Rafi; Althaus, J. Christian; Wallner, Margarete A.; Giger, Roman J.; Jones, Kevin S.; Sutton, Michael A.; Iwase, Shigeki","Sutton, Michael A. (University of Michigan; University of Michigan; University of Michigan)","Garay, Patricia M. (University of Michigan); Chen, Alex (University of Michigan); Tsukahara, Takao (University of Michigan; University of Michigan; University of Michigan); Díaz, Jean Carlos Rodríguez (University of Michigan); Kohen, Rafi (University of Michigan); Althaus, J. Christian (University of Michigan; University of Michigan); Wallner, Margarete A. (University of Michigan); Giger, Roman J. (University of Michigan; University of Michigan; University of Michigan; University of Michigan); Jones, Kevin S. (University of Michigan; University of Michigan); Sutton, Michael A. (University of Michigan; University of Michigan; University of Michigan); Iwase, Shigeki (University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,National Institute on Drug Abuse; National Institute of Neurological Disorders and Stroke; Directorate for Education & Human Resources; March of Dimes,0,0,,,12,http://www.cell.com/article/S2211124720309876/pdf,https://app.dimensions.ai/details/publication/pub.1130017420,1109 Neurosciences; 11 Medical and Health Sciences; 0604 Genetics; 06 Biological Sciences,
1,pub.1127143056,10.1007/s00134-020-06042-1,32335703,PMC7183391,ICU beds: less is more? Yes,Intensive Care Medicine,,,2020-08,2020,46,8,1594-1596,All OA; Gold,Article,"Valley, Thomas S.; Noritomi, Danilo T.","Valley, Thomas S. (University of Michigan; University of Michigan; University of Michigan)","Valley, Thomas S. (University of Michigan; University of Michigan; University of Michigan); Noritomi, Danilo T. (Albert Einstein Israelite Hospital)",Albert Einstein Israelite Hospital; University of Michigan,grid.413562.7; grid.214458.e,Brazil; United States,National Heart Lung and Blood Institute,2,2,,,81,https://link.springer.com/content/pdf/10.1007/s00134-020-06042-1.pdf,https://app.dimensions.ai/details/publication/pub.1127143056,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,
1,pub.1128288880,10.1007/s11904-020-00506-1,32507984,PMC7276280,A Systematic Review of Technology-Assisted HIV Testing Interventions,Current HIV/AIDS Reports,,,2020-08,2020,17,4,269-280,All OA; Gold,Article,"Horvath, Keith J.; Walker, Teresa; Mireles, Linda; Bauermeister, Jose A.; Hightow-Weidman, Lisa; Stephenson, Rob","Horvath, Keith J. (San Diego State University)","Horvath, Keith J. (San Diego State University); Walker, Teresa (San Diego State University); Mireles, Linda (San Diego State University); Bauermeister, Jose A. (University of Pennsylvania); Hightow-Weidman, Lisa (University of North Carolina at Chapel Hill); Stephenson, Rob (University of Michigan)",San Diego State University; University of Michigan; University of North Carolina at Chapel Hill; University of Pennsylvania,grid.263081.e; grid.214458.e; grid.10698.36; grid.25879.31,United States; United States; United States; United States,National Institute of Mental Health; National Institute of Child Health and Human Development,0,0,,,4,https://link.springer.com/content/pdf/10.1007/s11904-020-00506-1.pdf,https://app.dimensions.ai/details/publication/pub.1128288880,1117 Public Health and Health Services; 11 Medical and Health Sciences,
1,pub.1130190067,10.1016/j.thromres.2020.08.029,,PMC7437535,Managing suspected venous thromboembolism when a pandemic limits diagnostic testing,Thrombosis Research,,,2020-08,2020,,,,All OA; Gold,Article,"Schaefer, Jordan K.; Henke, Peter K.; Barnes, Geoffrey D.","Schaefer, Jordan K. (University of Michigan)","Schaefer, Jordan K. (University of Michigan); Henke, Peter K. (University of Michigan); Barnes, Geoffrey D. (University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,http://www.thrombosisresearch.com/article/S0049384820304679/pdf,https://app.dimensions.ai/details/publication/pub.1130190067,11 Medical and Health Sciences; 1103 Clinical Sciences,
1,pub.1129354381,10.1136/jnnp-2020-324327,32665324,PMC7402453,A 2020 centenary perspective on neuromuscular disorders,Journal of Neurology Neurosurgery & Psychiatry,,,2020-08,2020,91,8,791-792,All OA; Gold,Article,"Goutman, Stephen A; Callaghan, Brian Christopher; Feldman, Eva","Feldman, Eva (University of Michigan)","Goutman, Stephen A (University of Michigan); Callaghan, Brian Christopher (University of Michigan); Feldman, Eva (University of Michigan)",University of Michigan,grid.214458.e,United States,National Institute of Environmental Health Sciences,0,0,,,,https://jnnp.bmj.com/content/jnnp/91/8/791.full.pdf,https://app.dimensions.ai/details/publication/pub.1129354381,17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences,
0,pub.1128500595,10.1016/j.acra.2020.05.022,32553828,PMC7297149,How to Be a Positive Radiology Leader in Times of Crisis,Academic Radiology,,,2020-08,2020,27,8,1116-1118,All OA; Gold,Article,"Garver, Kimberly A.; Young, Amy M; Fessell, David; Dombrowski, Janet C","Garver, Kimberly A. (Michigan Medicine)","Garver, Kimberly A. (Michigan Medicine); Young, Amy M (University of Michigan); Fessell, David (University of Michigan); Dombrowski, Janet C ()",Michigan Medicine; University of Michigan,grid.412590.b; grid.214458.e,United States; United States,,1,1,,,13,http://www.academicradiology.org/article/S1076633220303019/pdf,https://app.dimensions.ai/details/publication/pub.1128500595,11 Medical and Health Sciences; 1103 Clinical Sciences,
0,pub.1130155909,10.1096/fba.2020-00075,,,Introduction to the Special Collection on Biomedical Education,FASEB BioAdvances,,,2020-08,2020,,,,Closed,Article,"Hortsch, Michael; Markovac, Jasna; Woolliscroft, James O.",,"Hortsch, Michael (University of Michigan; University of Michigan); Markovac, Jasna (California Institute of Technology); Woolliscroft, James O. (University of Michigan)",University of Michigan; California Institute of Technology,grid.214458.e; grid.20861.3d,United States; United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1130155909,1303 Specialist Studies In Education; 13 Education,
0,pub.1130103518,10.1109/tmech.2020.3000228,,,Guest Editorial: Focused Section on Inaugural Edition of TMECHAIM Emerging Topics,IEEE/ASME Transactions on Mechatronics,,,2020-08,2020,25,4,1695-1697,All OA; Gold,Article,"Chen, X.; Tan, X.; Berselli, G.; Chen, X.; Clayton, G.; Jeon, S.; Karimi, H. R.; Katsura, S.; Kober, J.; Lan, C.-C.; Leonessa, A.; Li, Z.; Liu, G.; Oetomo, D.; Oldham, K.; Pan, Y.-J.; Shimono, T.; Sun, Z.; Tavakoli, M.; Ueda, J.; Vallery, H.; Xu, Q.; Yi, J.; Zhang, L.; Zuo, L.",,"Chen, X. (Shibaura Institute of Technology); Tan, X. (Michigan State University); Berselli, G. (); Clayton, G. (Villanova University); Jeon, S. (University of Waterloo); Karimi, H. R. (Polytechnic University of Milan); Katsura, S. (Keio University); Kober, J. (Delft University of Technology); Lan, C.-C. (National Cheng Kung University); Leonessa, A. (Virginia Tech); Li, Z. (University of Science and Technology of China); Liu, G. (Ryerson University); Oetomo, D. (University of Melbourne); Oldham, K. (University of Michigan); Pan, Y.-J. (Dalhousie University); Shimono, T. (Yokohama National University); Sun, Z. (University of Minnesota); Tavakoli, M. (University of Alberta); Ueda, J. (Georgia Institute of Technology); Vallery, H. (Delft University of Technology; Erasmus University Rotterdam); Xu, Q. (University of Macau); Yi, J. (Rutgers, The State University of New Jersey); Zhang, L. (Chinese University of Hong Kong); Zuo, L. (Virginia Tech)","Keio University; Yokohama National University; University of Macau; University of Alberta; Ryerson University; University of Science and Technology of China; University of Melbourne; Michigan State University; Chinese University of Hong Kong; University of Minnesota; Georgia Institute of Technology; Villanova University; University of Waterloo; Virginia Tech; University of Michigan; National Cheng Kung University; Polytechnic University of Milan; Shibaura Institute of Technology; Rutgers, The State University of New Jersey; Erasmus University Rotterdam; Dalhousie University; University of Windsor; Delft University of Technology",grid.26091.3c; grid.268446.a; grid.437123.0; grid.17089.37; grid.68312.3e; grid.59053.3a; grid.1008.9; grid.17088.36; grid.10784.3a; grid.17635.36; grid.213917.f; grid.267871.d; grid.46078.3d; grid.438526.e; grid.214458.e; grid.64523.36; grid.4643.5; grid.419152.a; grid.430387.b; grid.6906.9; grid.55602.34; grid.267455.7; grid.5292.c,Japan; Japan; Macao; Canada; Canada; China; Australia; United States; China; United States; United States; United States; Canada; United States; United States; Taiwan; Italy; Japan; United States; Netherlands; Canada; Canada; Netherlands,,0,0,,,,https://ieeexplore.ieee.org/ielx7/3516/9166803/09166906.pdf,https://app.dimensions.ai/details/publication/pub.1130103518,09 Engineering; 0910 Manufacturing Engineering; 0906 Electrical and Electronic Engineering; 0913 Mechanical Engineering,
70,pub.1128975060,10.1002/ana.25840,32621372,PMC7361568,Continuing Clinical Research During Shelter‐in‐Place,Annals of Neurology,,,2020-07-31,2020,,,,All OA; Gold,Article,"Wooliscroft, Lindsey; Brown, Devin; Cohen, Jeffrey; Skolarus, Lesli; Silbermann, Elizabeth",,"Wooliscroft, Lindsey (Oregon Health & Science University; VA Portland Health Care System); Brown, Devin (University of Michigan); Cohen, Jeffrey (Cleveland Clinic); Skolarus, Lesli (University of Michigan); Silbermann, Elizabeth (Oregon Health & Science University; VA Portland Health Care System)",University of Michigan; Cleveland Clinic; VA Portland Health Care System; Oregon Health & Science University,grid.214458.e; grid.239578.2; grid.484322.b; grid.5288.7,United States; United States; United States; United States,,0,0,,,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/ana.25840,https://app.dimensions.ai/details/publication/pub.1128975060,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,
43,pub.1129772500,10.21203/rs.3.rs-49602/v1,,,Prognostic Significance of COVID-19 Receptor ACE2 and Recommendation For Anti-Hypertensive Drug in Renal Cell Carcinoma,Research Square,,,2020-07-30,2020,,,,"All OA; Green, Published",Preprint,"Kim, Kihun; Ko, Yeji; Ko, Dai Sik; Kim, Yun Hak",,"Kim, Kihun (Kosin University Gospel Hospital); Ko, Yeji (University of Michigan); Ko, Dai Sik (Gachon University Gil Medical Center); Kim, Yun Hak ()",Gachon University Gil Medical Center; University of Michigan; Kosin University Gospel Hospital,grid.411653.4; grid.214458.e; grid.411145.4,South Korea; United States; South Korea,,0,0,,,,https://www.researchsquare.com/article/rs-49602/v1.pdf,https://app.dimensions.ai/details/publication/pub.1129772500,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,
2,pub.1129747768,10.1002/art.41460,32729667,,Anti‐NET antibodies and impaired NET degradation in antiphospholipid syndrome,Arthritis & Rheumatology,,,2020-07-30,2020,,,,Closed,Article,"Zuo, Yu; Yalavarthi, Srilakshmi; Gockman, Kelsey; Madison, Jacqueline A.; Gudjonsson, Johann E.; Kahlenberg, J. Michelle; McCune, W. Joseph; Bockenstedt, Paula L.; Karp, David R.; Knight, Jason S.",,"Zuo, Yu (University of Michigan); Yalavarthi, Srilakshmi (University of Michigan); Gockman, Kelsey (University of Michigan); Madison, Jacqueline A. (University of Michigan); Gudjonsson, Johann E. (University of Michigan); Kahlenberg, J. Michelle (University of Michigan); McCune, W. Joseph (University of Michigan); Bockenstedt, Paula L. (University of Michigan); Karp, David R. (The University of Texas Southwestern Medical Center); Knight, Jason S. (University of Michigan)",University of Michigan; The University of Texas Southwestern Medical Center,grid.214458.e; grid.267313.2,United States; United States,,0,0,,,18,,https://app.dimensions.ai/details/publication/pub.1129747768,11 Medical and Health Sciences; 1107 Immunology,
2,pub.1129711442,10.1038/s43017-020-0079-1,,,The COVID-19 lockdowns: a window into the Earth System,Nature Reviews Earth & Environment,,,2020-07-29,2020,,,1-12,All OA; Gold,Article,"Diffenbaugh, Noah S.; Field, Christopher B.; Appel, Eric A.; Azevedo, Ines L.; Baldocchi, Dennis D.; Burke, Marshall; Burney, Jennifer A.; Ciais, Philippe; Davis, Steven J.; Fiore, Arlene M.; Fletcher, Sarah M.; Hertel, Thomas W.; Horton, Daniel E.; Hsiang, Solomon M.; Jackson, Robert B.; Jin, Xiaomeng; Levi, Margaret; Lobell, David B.; McKinley, Galen A.; Moore, Frances C.; Montgomery, Anastasia; Nadeau, Kari C.; Pataki, Diane E.; Randerson, James T.; Reichstein, Markus; Schnell, Jordan L.; Seneviratne, Sonia I.; Singh, Deepti; Steiner, Allison L.; Wong-Parodi, Gabrielle","Diffenbaugh, Noah S. (Stanford University; Stanford University)","Diffenbaugh, Noah S. (Stanford University; Stanford University); Field, Christopher B. (Stanford University; Stanford University); Appel, Eric A. (Stanford University; Stanford University); Azevedo, Ines L. (Stanford University; Stanford University); Baldocchi, Dennis D. (University of California, Berkeley); Burke, Marshall (Stanford University; Stanford University; Stanford University); Burney, Jennifer A. (University of California, San Diego); Ciais, Philippe (Laboratoire des Sciences du Climat et de l'Environnement); Davis, Steven J. (University of California, Irvine); Fiore, Arlene M. (Columbia University; Lamont-Doherty Earth Observatory); Fletcher, Sarah M. (Stanford University; Stanford University); Hertel, Thomas W. (Purdue University West Lafayette); Horton, Daniel E. (Northwestern University; Northwestern University); Hsiang, Solomon M. (University of California, Berkeley); Jackson, Robert B. (Stanford University; Stanford University); Jin, Xiaomeng (Columbia University); Levi, Margaret (Stanford University; Stanford University); Lobell, David B. (Stanford University; Stanford University; Stanford University); McKinley, Galen A. (Columbia University; Lamont-Doherty Earth Observatory); Moore, Frances C. (University of California, Davis); Montgomery, Anastasia (Northwestern University); Nadeau, Kari C. (Stanford University; Stanford University); Pataki, Diane E. (University of Utah); Randerson, James T. (University of California, Irvine); Reichstein, Markus (Max Planck Institute for Biogeochemistry); Schnell, Jordan L. (Northwestern University; Cooperative Institute for Research in Environmental Sciences); Seneviratne, Sonia I. (ETH Zurich); Singh, Deepti (Washington State University Vancouver); Steiner, Allison L. (University of Michigan); Wong-Parodi, Gabrielle (Stanford University; Stanford University)","University of Michigan; Northwestern University; Cooperative Institute for Research in Environmental Sciences; Washington State University Vancouver; Stanford University; Max Planck Institute for Biogeochemistry; University of California, Irvine; Purdue University West Lafayette; University of Utah; Lamont-Doherty Earth Observatory; University of California, Berkeley; Laboratoire des Sciences du Climat et de l'Environnement; University of California, San Diego; University of California, Davis; ETH Zurich; Columbia University",grid.214458.e; grid.16753.36; grid.464551.7; grid.502359.8; grid.168010.e; grid.419500.9; grid.266093.8; grid.169077.e; grid.223827.e; grid.473157.3; grid.47840.3f; grid.457340.1; grid.266100.3; grid.27860.3b; grid.5801.c; grid.21729.3f,United States; United States; United States; United States; United States; Germany; United States; United States; United States; United States; United States; France; United States; United States; Switzerland; United States,National Institute of Environmental Health Sciences; European Research Council; United States Department of Agriculture; National Institute of Food and Agriculture; Division of Ocean Sciences,0,0,,,455,https://www.nature.com/articles/s43017-020-0079-1.pdf,https://app.dimensions.ai/details/publication/pub.1129711442,1402 Applied Economics; 14 Economics,
1,pub.1129738887,10.1007/s11606-020-06077-6,32728962,PMC7390445,Designed to Fail? the Future of Primary Care,Journal of General Internal Medicine,,,2020-07-29,2020,,,1-3,All OA; Gold,Article,"McMahon, Laurence F.; Rize, Kim; Irby-Johnson, NiJuanna; Chopra, Vineet","McMahon, Laurence F. (Michigan Medicine)","McMahon, Laurence F. (Michigan Medicine); Rize, Kim (Michigan Medicine); Irby-Johnson, NiJuanna (Michigan Medicine); Chopra, Vineet (Michigan Medicine)",Michigan Medicine,grid.412590.b,United States,,0,0,,,179,https://link.springer.com/content/pdf/10.1007/s11606-020-06077-6.pdf,https://app.dimensions.ai/details/publication/pub.1129738887,1117 Public Health and Health Services; 11 Medical and Health Sciences,
0,pub.1129738881,10.1007/s43494-020-00028-w,,PMC7389157,Introduction to the Special Issue Teacher Educators for Children with Behavioral Disorders (TECBD) Conference,Education and Treatment of Children,,,2020-07-29,2020,,,1-3,Closed,Article,"Mathur, Sarup R.; Oakes, Wendy Peia; Griller Clark, Heather; Common, Eric Alan","Mathur, Sarup R. (Arizona State University)","Mathur, Sarup R. (Arizona State University); Oakes, Wendy Peia (Arizona State University); Griller Clark, Heather (Arizona State University); Common, Eric Alan (University of Michigan–Flint)",University of Michigan–Flint; Arizona State University,grid.48950.30; grid.215654.1,United States; United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1129738881,1701 Psychology; 17 Psychology and Cognitive Sciences; 1303 Specialist Studies In Education; 13 Education,
0,pub.1127768996,10.1093/afraf/adaa012,,,"Mozambique elections 2019: Pernicious polarization, democratic decline, and rising authoritarianism",African Affairs,,,2020-07-29,2020,119,476,468-486,All OA; Gold,Article,"Pitcher, M Anne",,"Pitcher, M Anne (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,7,https://academic.oup.com/afraf/article-pdf/119/476/468/33541619/adaa012.pdf,https://app.dimensions.ai/details/publication/pub.1127768996,1606 Political Science; 16 Studies in Human Society,"16 Peace, Justice and Strong Institutions"
47,pub.1129717615,10.21203/rs.3.rs-47021/v1,,,Immune responses to SARS-CoV-2 in children of parents with symptomatic COVID-19,Research Square,,,2020-07-28,2020,,,,"All OA; Green, Published",Preprint,"Tosif, Shidan; Neelan, Melanie; Sutton, Philip; Licciardi, Paul; Sarkar, Sohinee; Selva, Kevin; Do, Lien Anh Ha; Donato, Celeste; Toh, Zheng Quan; Higgins, Rachel; Sandt, Carolien van de; Lemke, Melissa; Lee, Christina; Shoffner, Suzanne; Flanagan, Katie; Arnold, Kelly; Mordant, Francesca; Mulholland, Kim; Bines, Julie; Dohle, Kate; Pellicci, Dan; Curtis, Nigel; McNab, Sarah; Steer, Andrew; Saffery, Richard; Subbarao, Kanta; Chung, Amy; Kedzierska, Katherine; Burgner, David; Crawford, Nigel",,"Tosif, Shidan (Murdoch Children's Research Institute); Neelan, Melanie (Murdoch Children's Research Institute); Sutton, Philip (Murdoch Children's Research Institute); Licciardi, Paul (Murdoch Children's Research Institute); Sarkar, Sohinee (Murdoch Children's Research Institute); Selva, Kevin (University of Melbourne); Do, Lien Anh Ha (Murdoch Children's Research Institute); Donato, Celeste (Murdoch Children's Research Institute); Toh, Zheng Quan (Murdoch Children's Research Institute); Higgins, Rachel (Murdoch Children's Research Institute); Sandt, Carolien van de (University of Melbourne); Lemke, Melissa (University of Michigan); Lee, Christina (University of Michigan); Shoffner, Suzanne (University of Michigan); Flanagan, Katie (Monash University); Arnold, Kelly (University of Michigan); Mordant, Francesca (University of Melbourne); Mulholland, Kim (Murdoch Children's Research Institute); Bines, Julie (Murdoch Children's Research Institute); Dohle, Kate (Murdoch Children's Research Institute); Pellicci, Dan (Murdoch Children's Research Institute); Curtis, Nigel (University of Melbourne); McNab, Sarah (Royal Children's Hospital); Steer, Andrew (Murdoch Children's Research Institute); Saffery, Richard (Murdoch Children's Research Institute); Subbarao, Kanta (); Chung, Amy (University of Melbourne); Kedzierska, Katherine (University of Melbourne); Burgner, David (Murdoch Children's Research Institute); Crawford, Nigel (Murdoch Children's Research Institute)",University of Michigan; Royal Children's Hospital; Monash University; University of Melbourne; Murdoch Children's Research Institute,grid.214458.e; grid.416107.5; grid.1002.3; grid.1008.9; grid.1058.c,United States; Australia; Australia; Australia; Australia,,0,0,,,17,https://www.researchsquare.com/article/rs-47021/v1.pdf,https://app.dimensions.ai/details/publication/pub.1129717615,11 Medical and Health Sciences; 1107 Immunology,
1,pub.1128801497,10.1002/aet2.10497,,,Thinking Outside the Inbox: Use of Slack in Clinical Groups as a Collaborative Team Communication Platform,AEM Education and Training,,,2020-07-28,2020,,,,Closed,Article,"Montrief, Tim; Haas, Mary R. C.; Alvarez, Al'ai; Gottlieb, Michael; Siegal, Deborah; Chan, Teresa",,"Montrief, Tim (University of Pittsburgh Medical Center); Haas, Mary R. C. (University of Michigan); Alvarez, Al'ai (Stanford University); Gottlieb, Michael (Rush University Medical Center); Siegal, Deborah (McMaster University); Chan, Teresa (McMaster University)",University of Michigan; Stanford University; Rush University Medical Center; University of Pittsburgh Medical Center; McMaster University,grid.214458.e; grid.168010.e; grid.240684.c; grid.412689.0; grid.25073.33,United States; United States; United States; United States; Canada,,1,1,,,10,,https://app.dimensions.ai/details/publication/pub.1128801497,,
154,pub.1129307328,10.1111/tbed.13729,32657548,PMC7404672,Clusters of 2019 coronavirus disease (COVID‐19) cases in Chinese tour groups,Transboundary and Emerging Diseases,,,2020-07-27,2020,,,,All OA; Gold,Article,"Kong, Dechuan; Wang, Yuanping; Lu, Lu; Wu, Huanyu; Ye, Chuchu; Wagner, Abram L.; Yang, Jixing; Zheng, Yaxu; Gong, Xiaohuan; Zhu, Yiyi; Jin, Bihong; Xiao, Wenjia; Mao, Shenghua; Jiang, Chenyan; Lin, Sheng; Han, Ruobing; Yu, Xiao; Cui, Peng; Fang, Qiwen; Lu, Yihan; Pan, Hao",,"Kong, Dechuan (Shanghai Municipal Center For Disease Control Prevention); Wang, Yuanping (); Lu, Lu (); Wu, Huanyu (Shanghai Municipal Center For Disease Control Prevention); Ye, Chuchu (); Wagner, Abram L. (University of Michigan); Yang, Jixing (); Zheng, Yaxu (Shanghai Municipal Center For Disease Control Prevention); Gong, Xiaohuan (Shanghai Municipal Center For Disease Control Prevention); Zhu, Yiyi (Shanghai Municipal Center For Disease Control Prevention); Jin, Bihong (Shanghai Municipal Center For Disease Control Prevention); Xiao, Wenjia (Shanghai Municipal Center For Disease Control Prevention); Mao, Shenghua (Shanghai Municipal Center For Disease Control Prevention); Jiang, Chenyan (Shanghai Municipal Center For Disease Control Prevention); Lin, Sheng (Shanghai Municipal Center For Disease Control Prevention); Han, Ruobing (Shanghai Municipal Center For Disease Control Prevention); Yu, Xiao (Shanghai Municipal Center For Disease Control Prevention); Cui, Peng (Shanghai Municipal Center For Disease Control Prevention); Fang, Qiwen (Shanghai Municipal Center For Disease Control Prevention); Lu, Yihan (Fudan University; Fudan University); Pan, Hao (Shanghai Municipal Center For Disease Control Prevention)",University of Michigan; Fudan University; Shanghai Municipal Center For Disease Control Prevention,grid.214458.e; grid.8547.e; grid.430328.e,United States; China; China,Science and Technology Commission of Shanghai Municipality,0,0,,,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/tbed.13729,https://app.dimensions.ai/details/publication/pub.1129307328,1117 Public Health and Health Services; 11 Medical and Health Sciences,
20,pub.1129699692,10.1177/2474126420941707,,,Rationale for American Society of Retina Specialists Best Practice Recommendations for Conducting Vitreoretinal Surgery During the Coronavirus Disease-19 Era,Journal of VitreoRetinal Diseases,,,2020-07-27,2020,,,247412642094170,Closed,Article,"Chao, Daniel L.; Sridhar, Jayanth; Kuriyan, Ajay E.; Leng, Theodore; Barnett, Brad P.; Carlin, Aaron F.; Wykoff, Charles C.; Gayer, Stephen; Mruthyunjaya, Prithvi; Yonekawa, Yoshihiro; Fawzi, Amani A.; Berrocal, Audina M.; Yeh, Steven; Ting, Daniel; Modi, Yasha; Zacks, David N.; Yannuzzi, Nicholas; Afshari, Natalie A.; Murray, Timothy",,"Chao, Daniel L. (University of California, San Diego); Sridhar, Jayanth (University of Miami); Kuriyan, Ajay E. (); Leng, Theodore (Lucile Packard Children's Hospital); Barnett, Brad P. (Duke University); Carlin, Aaron F. (); Wykoff, Charles C. (); Gayer, Stephen (University of Miami); Mruthyunjaya, Prithvi (Lucile Packard Children's Hospital); Yonekawa, Yoshihiro (); Fawzi, Amani A. (Northwestern University); Berrocal, Audina M. (University of Miami); Yeh, Steven (Emory Eye Center); Ting, Daniel (Singapore National Eye Center); Modi, Yasha (New York University); Zacks, David N. (University of Michigan); Yannuzzi, Nicholas (University of Miami); Afshari, Natalie A. (University of California, San Diego); Murray, Timothy ()","Duke University; University of California, San Diego; New York University; University of Michigan; Singapore National Eye Center; Lucile Packard Children's Hospital; University of Miami; Northwestern University; Emory Eye Center",grid.26009.3d; grid.266100.3; grid.137628.9; grid.214458.e; grid.419272.b; grid.414123.1; grid.26790.3a; grid.16753.36; grid.418814.0,United States; United States; United States; United States; Singapore; United States; United States; United States; United States,National Eye Institute,0,0,,,6,,https://app.dimensions.ai/details/publication/pub.1129699692,1117 Public Health and Health Services; 11 Medical and Health Sciences,
