"About the data: Exported on Jul 13, 2020. Criteria: Text - '""2019-nCoV"" OR ""COVID-19"" OR “SARS-CoV-2” OR ""HCoV-2019"" OR ""hcov"" OR ""NCOVID-19"" OR  ""severe acute respiratory syndrome coronavirus 2"" OR ""severe acute respiratory syndrome corona virus 2"" OR ((""coro...' in full data; Publication Year is 2020; Research Organization is University of Michigan–Flint or University of Michigan–Dearborn or University of Michigan or Michigan Medicine or VA Ann Arbor Healthcare System. For more information, please see https://app.dimensions.ai/datasources. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
37,pub.1127656982,10.1177/1090198120929985,32408770,,Moving Health Education and Behavior Upstream: Lessons From COVID-19 for Addressing Structural Drivers of Health Inequities,Health Education & Behavior,,,2020-08,2020,47,4,519-524,All OA; Gold,Article,"Schulz, Amy J.; Mehdipanah, Roshanak; Chatters, Linda M.; Reyes, Angela G.; Neblett, Enrique W.; Israel, Barbara A.",,"Schulz, Amy J. (University of Michigan); Mehdipanah, Roshanak (University of Michigan); Chatters, Linda M. (University of Michigan); Reyes, Angela G. (); Neblett, Enrique W. (University of Michigan); Israel, Barbara A. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,10,https://journals.sagepub.com/doi/pdf/10.1177/1090198120929985,https://app.dimensions.ai/details/publication/pub.1127656982,1117 Public Health and Health Services; 11 Medical and Health Sciences,
6,pub.1127770346,10.1097/hn9.0000000000000026,,PMC7236843,The COVID-19 pandemic: implications for the head and neck anesthesiologist,Journal of Head & Neck Anesthesia,,,2020-08,2020,4,3,e26,All OA; Gold,Article,"Healy, David W.; Cloyd, Benjamin H.; Brenner, Michael J.; Kupfer, Robbi A.; Anam, Karina S.; Schechtman, Samuel A.",,"Healy, David W. (); Cloyd, Benjamin H. (); Brenner, Michael J. (University of Michigan); Kupfer, Robbi A. (University of Michigan); Anam, Karina S. (); Schechtman, Samuel A. ()",University of Michigan,grid.214458.e,United States,,1,1,,,,http://www.health.state.mn.us/diseases/coronavirus/hcp/aerosol.pdf,https://app.dimensions.ai/details/publication/pub.1127770346,1117 Public Health and Health Services; 11 Medical and Health Sciences,
51,pub.1128189119,10.4049/jimmunol.2000380,32493812,PMC7343582,Role of Aging and the Immune Response to Respiratory Viral Infections: Potential Implications for COVID-19,The Journal of Immunology,,,2020-07-15,2020,205,2,ji2000380,All OA; Gold,Article,"Chen, Judy; Kelley, William J; Goldstein, Daniel R",,"Chen, Judy (University of Michigan; University of Michigan); Kelley, William J (University of Michigan); Goldstein, Daniel R (University of Michigan; University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,National Institute of Allergy and Infectious Diseases; National Heart Lung and Blood Institute; National Institute on Aging,0,0,,,46,https://www.jimmunol.org/content/jimmunol/early/2020/06/02/jimmunol.2000380.full.pdf,https://app.dimensions.ai/details/publication/pub.1128189119,11 Medical and Health Sciences; 1107 Immunology,
15,pub.1126789407,10.1093/eurpub/ckaa088,32639015,,EU health law and policy in and after the COVID-19 crisis,European Journal of Public Health,,,2020-07-08,2020,,,ckaa088,All OA; Gold,Article,"Greer, Scott; de Ruijter, Anniek",,"Greer, Scott (University of Michigan); de Ruijter, Anniek (University of Amsterdam)",University of Michigan; University of Amsterdam,grid.214458.e; grid.7177.6,United States; Netherlands,,1,1,,,10,https://academic.oup.com/eurpub/article-pdf/doi/10.1093/eurpub/ckaa088/33473824/ckaa088.pdf,https://app.dimensions.ai/details/publication/pub.1126789407,1117 Public Health and Health Services; 11 Medical and Health Sciences,
0,pub.1129065691,10.1002/rth2.12373,,,Venous thromboembolism research priorities: A scientific statement from the American Heart Association and the International Society on Thrombosis and Haemostasis,Research and Practice in Thrombosis and Haemostasis,,,2020-07-08,2020,,,,All OA; Gold,Article,"Cushman, Mary; Barnes, Geoffrey D.; Creager, Mark A.; Diaz, Jose A.; Henke, Peter K.; Machlus, Kellie R.; Nieman, Marvin T.; Wolberg, Alisa S.; the American Heart Association Council on Peripheral Vascular Disease, Council on Arteriosclerosis",,"Cushman, Mary (University of Vermont); Barnes, Geoffrey D. (University of Michigan); Creager, Mark A. (Dartmouth–Hitchcock Medical Center); Diaz, Jose A. (Vanderbilt University Medical Center); Henke, Peter K. (University of Michigan); Machlus, Kellie R. (Harvard University); Nieman, Marvin T. (Case Western Reserve University); Wolberg, Alisa S. (University of North Carolina at Chapel Hill); the American Heart Association Council on Peripheral Vascular Disease, Council on Arteriosclerosis ()",Case Western Reserve University; University of Michigan; Harvard University; Vanderbilt University Medical Center; Dartmouth–Hitchcock Medical Center; University of North Carolina at Chapel Hill; University of Vermont,grid.67105.35; grid.214458.e; grid.38142.3c; grid.412807.8; grid.413480.a; grid.10698.36; grid.59062.38,United States; United States; United States; United States; United States; United States; United States,,0,0,,,32,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/rth2.12373,https://app.dimensions.ai/details/publication/pub.1129065691,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being
9,pub.1128199889,10.1001/jama.2020.8911,32492097,,Potential Implications of COVID-19 for the 2020-2021 Residency Application Cycle,JAMA,,,2020-07-07,2020,324,1,29-30,All OA; Gold,Article,"Hammoud, Maya M.; Standiford, Taylor; Carmody, J. Bryan","Hammoud, Maya M. (University of Michigan)","Hammoud, Maya M. (University of Michigan); Standiford, Taylor (University of Michigan); Carmody, J. Bryan ()",University of Michigan,grid.214458.e,United States,,0,0,,,200,https://jamanetwork.com/journals/jama/articlepdf/2766944/jama_hammoud_2020_vp_200110.pdf,https://app.dimensions.ai/details/publication/pub.1128199889,11 Medical and Health Sciences,
3,pub.1129033869,10.1002/mds.28198,32633860,,Safety of Plasma Infusions in Parkinson's Disease,Movement Disorders,,,2020-07-07,2020,,,,All OA; Gold,Article,"Parker, Jordan E.; Martinez, Amaris; Deutsch, Gayle K.; Prabhakar, Varsha; Lising, Melanie; Kapphahn, Kristopher I.; Anidi, Chioma M.; Neuville, Raumin; Coburn, Maria; Shah, Neil; Bronte‐Stewart, Helen M.",,"Parker, Jordan E. (Stanford University); Martinez, Amaris (Stanford University); Deutsch, Gayle K. (Stanford University); Prabhakar, Varsha (University of Miami); Lising, Melanie (Stanford University); Kapphahn, Kristopher I. (Stanford University); Anidi, Chioma M. (University of Michigan); Neuville, Raumin (University of California, Irvine); Coburn, Maria (Stanford University; Stanford University); Shah, Neil (Stanford University); Bronte‐Stewart, Helen M. (Stanford University; Stanford University)","University of Michigan; University of Miami; Stanford University; University of California, Irvine",grid.214458.e; grid.26790.3a; grid.168010.e; grid.266093.8,United States; United States; United States; United States,,0,0,,,11,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mds.28198,https://app.dimensions.ai/details/publication/pub.1129033869,11 Medical and Health Sciences; 1103 Clinical Sciences,
15,pub.1129016266,10.1038/s41585-020-0352-6,32632304,PMC7338095,COVID and CopMich: comparing and contrasting COVID-19 experiences in the USA and Scandinavia,Nature Reviews Urology,,,2020-07-06,2020,,,1-6,All OA; Gold,Article,"Andino, Juan J.; Dupree, James M.; Jensen, Christian F. S.; Palapattu, Ganesh S.; Sønksen, Jens; Wittmann, Daniela","Andino, Juan J. (University of Michigan)","Andino, Juan J. (University of Michigan); Dupree, James M. (University of Michigan); Jensen, Christian F. S. (); Palapattu, Ganesh S. (University of Michigan); Sønksen, Jens (); Wittmann, Daniela (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,8,https://www.nature.com/articles/s41585-020-0352-6.pdf,https://app.dimensions.ai/details/publication/pub.1129016266,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being
51,pub.1129053401,10.3390/cells9071619,32635598,,Canonical and Noncanonical Autophagy as Potential Targets for COVID-19.,Cells,,,2020-07-05,2020,9,7,1619,All OA; Gold,Article,"Bello-Perez, Melissa; Sola, Isabel; Novoa, Beatriz; Klionsky, Daniel J; Falco, Alberto",,"Bello-Perez, Melissa (Autonomous University of Madrid); Sola, Isabel (Autonomous University of Madrid); Novoa, Beatriz (Institute of Marine Research); Klionsky, Daniel J (University of Michigan); Falco, Alberto (Miguel Hernandez University)",University of Michigan; Autonomous University of Madrid; Miguel Hernandez University; Institute of Marine Research,grid.214458.e; grid.5515.4; grid.26811.3c; grid.423818.4,United States; Spain; Spain; Spain,European Commission; National Institute of General Medical Sciences; National Institute of Allergy and Infectious Diseases; Foundation for the National Institutes of Health,0,0,,,1,https://www.mdpi.com/2073-4409/9/7/1619/pdf,https://app.dimensions.ai/details/publication/pub.1129053401,0601 Biochemistry and Cell Biology; 06 Biological Sciences,
1,pub.1129012650,10.1111/ajt.16178,32627325,,Ten years of donor derived disease: a report of the disease transmission advisory committee,American Journal of Transplantation,,,2020-07-05,2020,,,,Closed,Article,"Kaul, Daniel R.; Vece, Gabe; Blumberg, Emily; La Hoz, Ricardo M.; Ison, Michael G.; Green, Michael; Pruett, Timothy; Nalesnik, Michael A.; Tlusty, Susan M.; Wilk, Amber R.; Wolfe, Cameron R.; Michaels, Marian G.",,"Kaul, Daniel R. (University of Michigan); Vece, Gabe (); Blumberg, Emily (University of Pennsylvania); La Hoz, Ricardo M. (The University of Texas Southwestern Medical Center); Ison, Michael G. (Northwestern University); Green, Michael (University of Pittsburgh); Pruett, Timothy (); Nalesnik, Michael A. (University of Pittsburgh Medical Center); Tlusty, Susan M. (); Wilk, Amber R. (); Wolfe, Cameron R. (Duke University); Michaels, Marian G. (University of Pittsburgh)",The University of Texas Southwestern Medical Center; Northwestern University; University of Michigan; University of Pittsburgh; University of Pennsylvania; Duke University; University of Pittsburgh Medical Center,grid.267313.2; grid.16753.36; grid.214458.e; grid.21925.3d; grid.25879.31; grid.26009.3d; grid.412689.0,United States; United States; United States; United States; United States; United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1129012650,1117 Public Health and Health Services; 11 Medical and Health Sciences,
49,pub.1128940796,10.3389/fimmu.2020.01581,,,COVID-19 Coronavirus Vaccine Design Using Reverse Vaccinology and Machine Learning,Frontiers in Immunology,,,2020-07-03,2020,11,,1581,All OA; Gold,Article,"Ong, Edison; Wong, Mei U; Huffman, Anthony; He, Yongqun","He, Yongqun (University of Michigan; University of Michigan)","Ong, Edison (University of Michigan); Wong, Mei U (University of Michigan); Huffman, Anthony (University of Michigan); He, Yongqun (University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,National Institute of Allergy and Infectious Diseases,0,0,,,1,https://www.frontiersin.org/articles/10.3389/fimmu.2020.01581/pdf,https://app.dimensions.ai/details/publication/pub.1128940796,11 Medical and Health Sciences; 1107 Immunology,3 Good Health and Well Being
49,pub.1126142306,10.1080/08959420.2020.1750543,32245346,,The Coronavirus and the Risks to the Elderly in Long-Term Care,Journal of Aging & Social Policy,,,2020-07-03,2020,32,4-5,1-6,All OA; Gold,Article,"Gardner, William; States, David; Bagley, Nicholas",,"Gardner, William (University of Ottawa); States, David (); Bagley, Nicholas (University of Michigan)",University of Ottawa; University of Michigan,grid.28046.38; grid.214458.e,Canada; United States,,14,14,,,63,https://www.tandfonline.com/doi/pdf/10.1080/08959420.2020.1750543?needAccess=true,https://app.dimensions.ai/details/publication/pub.1126142306,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,
