"About the data: Exported on Aug 05, 2020. Criteria: Text - '""2019-nCoV"" OR ""COVID-19"" OR “SARS-CoV-2” OR ""HCoV-2019"" OR ""hcov"" OR ""NCOVID-19"" OR  ""severe acute respiratory syndrome coronavirus 2"" OR ""severe acute respiratory syndrome corona virus 2"" OR ((""coro...' in full data; Publication Year is 2020; Research Organization is University of Michigan–Flint or University of Michigan–Dearborn or University of Michigan or Michigan Medicine or VA Ann Arbor Healthcare System. For more information, please see https://app.dimensions.ai/datasources. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
0,pub.1127124858,10.1186/s13012-020-00990-4,32334632,PMC7183389,"The Balanced Opioid Initiative: protocol for a clustered, sequential, multiple-assignment randomized trial to construct an adaptive implementation strategy to improve guideline-concordant opioid prescribing in primary care",Implementation Science,,,2020-12,2020,15,1,26,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; APT Foundation; University of Wisconsin–Madison,grid.214458.e; grid.422797.d; grid.14003.36,United States; United States; United States,National Institute on Drug Abuse; National Center for Advancing Translational Sciences; National Institute On Alcohol Abuse and Alcoholism,0,0,,,3,https://implementationscience.biomedcentral.com/track/pdf/10.1186/s13012-020-00990-4,https://app.dimensions.ai/details/publication/pub.1127124858,1117 Public Health and Health Services; 11 Medical and Health Sciences,
6,pub.1128306712,10.1016/j.mehy.2020.109985,32554324,PMC7282775,Noradrenergic and serotonergic drugs may have opposing effects on COVID-19 cytokine storm and associated psychological effects,Medical Hypotheses,,,2020-11,2020,144,,109985,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,3,https://doi.org/10.1016/j.mehy.2020.109985,https://app.dimensions.ai/details/publication/pub.1128306712,11 Medical and Health Sciences,
3,pub.1128712665,10.1016/j.pop.2020.06.002,32718450,PMC7313493,The World Has Changed,Primary Care Clinics in Office Practice,,,2020-09,2020,47,3,xi-xii,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://doi.org/10.1016/j.pop.2020.06.002,https://app.dimensions.ai/details/publication/pub.1128712665,11 Medical and Health Sciences,
84,pub.1126710777,10.1093/neuros/nyaa173,32358606,PMC7197580,Letter: Considerations for Performing Emergent Neurointerventional Procedures in a COVID-19 Environment,Neurosurgery,,,2020-08-01,2020,87,2,e203-e206,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan; University of Tennessee Health Science Center; Drexel University; West Virginia University; Baylor College of Medicine; University of Washington,grid.214458.e; grid.267301.1; grid.166341.7; grid.268154.c; grid.39382.33; grid.34477.33,United States; United States; United States; United States; United States; United States,,1,1,,,6,https://academic.oup.com/neurosurgery/article-pdf/doi/10.1093/neuros/nyaa173/33155081/nyaa173.pdf,https://app.dimensions.ai/details/publication/pub.1126710777,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,
77,pub.1126865819,10.1093/neuros/nyaa186,32361745,PMC7197577,Letter: Neurological Implications of COVID-19 and Lessons Learned From Prior Epidemics and Pandemics,Neurosurgery,,,2020-08-01,2020,87,2,e234-e238,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,1,1,,,6,https://academic.oup.com/neurosurgery/advance-article-pdf/doi/10.1093/neuros/nyaa186/33157487/nyaa186.pdf,https://app.dimensions.ai/details/publication/pub.1126865819,1109 Neurosciences; 11 Medical and Health Sciences; 1103 Clinical Sciences,
35,pub.1129821557,10.1007/s40121-020-00325-2,,,The Pharmacokinetic and Pharmacodynamic Properties of Hydroxychloroquine and Dose Selection for COVID-19: Putting the Cart Before the Horse,Infectious Diseases and Therapy,,,2020-08-01,2020,,,1-12,Closed,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",Wayne State University; Northwestern Memorial Hospital; Midwestern University; Albany College of Pharmacy and Health Sciences; Detroit Medical Center; University of Michigan,grid.254444.7; grid.416565.5; grid.260024.2; grid.413555.3; grid.413184.b; grid.214458.e,United States; United States; United States; United States; United States; United States,,0,0,,,9,,https://app.dimensions.ai/details/publication/pub.1129821557,1117 Public Health and Health Services; 11 Medical and Health Sciences,
169,pub.1127402512,10.1681/asn.2020040432,32371536,,Ultrastructural Evidence for Direct Renal Infection with SARS-CoV-2,Journal of the American Society of Nephrology,,,2020-08,2020,31,8,asn.2020040432,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,31,31,,,45,https://jasn.asnjournals.org/content/jnephrol/early/2020/05/05/ASN.2020040432.full.pdf,https://app.dimensions.ai/details/publication/pub.1127402512,1108 Medical Microbiology; 11 Medical and Health Sciences,
112,pub.1127152692,10.1016/j.jtcvs.2020.04.059,32689700,PMC7185923,Adult Cardiac Surgery and the COVID-19 Pandemic: Aggressive Infection Mitigation Strategies are Necessary in the Operating Room and Surgical Recovery,Journal of Thoracic and Cardiovascular Surgery,,"Betacoronavirus; Cardiac Surgical Procedures; Consensus; Coronavirus Infections; Cross Infection; Heart Diseases; Humans; Infection Control; Infectious Disease Transmission, Patient-to-Professional; Infectious Disease Transmission, Professional-to-Patient; Occupational Health; Operating Rooms; Pandemics; Patient Safety; Pneumonia, Viral; Recovery Room; Risk Assessment; Risk Factors; Virulence",2020-08,2020,160,2,447-451,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Manitoba; University of Virginia; University of Pennsylvania; Baystate Health; Johns Hopkins University; NewYork–Presbyterian Hospital; Horizon Health Network; St. Boniface General Hospital; University of Michigan,grid.21613.37; grid.27755.32; grid.25879.31; grid.476946.e; grid.21107.35; grid.413734.6; grid.428748.5; grid.416356.3; grid.214458.e,Canada; United States; United States; United States; United States; United States; Canada; Canada; United States,,0,0,,,8,https://doi.org/10.1016/j.jtcvs.2020.04.059,https://app.dimensions.ai/details/publication/pub.1127152692,11 Medical and Health Sciences; 1103 Clinical Sciences,
110,pub.1127158996,10.1016/j.athoracsur.2020.04.007,32353440,PMC7185911,Adult Cardiac Surgery and the COVID-19 Pandemic: Aggressive Infection Mitigation Strategies are Necessary in the Operating Room and Surgical Recovery,The Annals of Thoracic Surgery,,,2020-08,2020,110,2,707-711,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Virginia; University of Pennsylvania; Baystate Health; University of Michigan; Horizon Health Network; NewYork–Presbyterian Hospital; University of Manitoba; St. Boniface General Hospital; Johns Hopkins University,grid.27755.32; grid.25879.31; grid.476946.e; grid.214458.e; grid.428748.5; grid.413734.6; grid.21613.37; grid.416356.3; grid.21107.35,United States; United States; United States; United States; Canada; United States; Canada; Canada; United States,,3,3,,,26,https://doi.org/10.1016/j.athoracsur.2020.04.007,https://app.dimensions.ai/details/publication/pub.1127158996,11 Medical and Health Sciences; 1103 Clinical Sciences,
81,pub.1127520414,10.1016/j.athoracsur.2020.05.002,32407853,PMC7215160,Ramping up Delivery of Cardiac Surgery During the COVID-19 Pandemic: A Guidance Statement from The Society of Thoracic Surgeons COVID-19 Task Force,The Annals of Thoracic Surgery,,,2020-08,2020,110,2,712-717,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Manitoba; University of Virginia; University of Pennsylvania; Baystate Health; Johns Hopkins University; NewYork–Presbyterian Hospital; Horizon Health Network; St. Boniface General Hospital; University of Michigan,grid.21613.37; grid.27755.32; grid.25879.31; grid.476946.e; grid.21107.35; grid.413734.6; grid.428748.5; grid.416356.3; grid.214458.e,Canada; United States; United States; United States; United States; United States; Canada; Canada; United States,,3,3,,,9,https://doi.org/10.1016/j.athoracsur.2020.05.002,https://app.dimensions.ai/details/publication/pub.1127520414,1117 Public Health and Health Services; 11 Medical and Health Sciences,
40,pub.1126696364,10.1016/j.jtcvs.2020.04.011,32689701,PMC7161470,Adult cardiac surgery during the COVID-19 Pandemic: A Tiered Patient Triage Guidance Statement,Journal of Thoracic and Cardiovascular Surgery,,"Betacoronavirus; Cardiac Surgical Procedures; Consensus; Coronavirus Infections; Cross Infection; Heart Diseases; Humans; Infection Control; Infectious Disease Transmission, Patient-to-Professional; Infectious Disease Transmission, Professional-to-Patient; Occupational Health; Pandemics; Patient Safety; Pneumonia, Viral; Risk Assessment; Risk Factors; Triage; Virulence",2020-08,2020,160,2,452-455,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Manitoba; University of Virginia; University of Pennsylvania; University of Massachusetts Amherst; Johns Hopkins University; Horizon Health Network; University of Michigan,grid.21613.37; grid.27755.32; grid.25879.31; grid.266683.f; grid.21107.35; grid.428748.5; grid.214458.e,Canada; United States; United States; United States; United States; Canada; United States,,6,6,,,,https://doi.org/10.1016/j.jtcvs.2020.04.011,https://app.dimensions.ai/details/publication/pub.1126696364,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,
39,pub.1126697618,10.1016/j.athoracsur.2020.04.003,32305286,PMC7161520,Adult cardiac surgery during the COVID-19 Pandemic: A Tiered Patient Triage Guidance Statement,The Annals of Thoracic Surgery,,,2020-08,2020,110,2,697-700,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Virginia; University of Pennsylvania; University of Michigan; Horizon Health Network; University of Manitoba; University of Massachusetts Amherst; Johns Hopkins University,grid.27755.32; grid.25879.31; grid.214458.e; grid.428748.5; grid.21613.37; grid.266683.f; grid.21107.35,United States; United States; United States; Canada; Canada; United States; United States,,21,21,,,20,https://doi.org/10.1016/j.athoracsur.2020.04.003,https://app.dimensions.ai/details/publication/pub.1126697618,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,
35,pub.1127656982,10.1177/1090198120929985,32408770,,Moving Health Education and Behavior Upstream: Lessons From COVID-19 for Addressing Structural Drivers of Health Inequities,Health Education & Behavior,,"Betacoronavirus; Coronavirus Infections; Environment; Health Education; Health Equity; Housing; Humans; Michigan; Pandemics; Pneumonia, Viral; Social Determinants of Health; Socioeconomic Factors",2020-08,2020,47,4,519-524,All OA; Gold,Article,"Wensing, Michel; Sales, Anne; Armstrong, Rebecca; Wilson, Paul","Wensing, Michel (University Hospital Heidelberg; Heidelberg University)","Wensing, Michel (University Hospital Heidelberg; Heidelberg University); Sales, Anne (VA Ann Arbor Healthcare System; University of Michigan); Armstrong, Rebecca (National Disability Insurance Agency); Wilson, Paul (University of Manchester)",University of Michigan,grid.214458.e,United States,,1,1,,,10,https://journals.sagepub.com/doi/pdf/10.1177/1090198120929985,https://app.dimensions.ai/details/publication/pub.1127656982,1117 Public Health and Health Services; 11 Medical and Health Sciences,
