"About the data: Exported on May 11, 2020. Criteria: Text - '""2019-nCoV"" OR ""COVID-19"" OR “SARS-CoV-2” OR ""HCoV-2019"" OR ""hcov"" OR ""NCOVID-19"" OR  ""severe acute respiratory syndrome coronavirus 2"" OR ""severe acute respiratory syndrome corona virus 2"" OR ((""coro...' in full data; Publication Year is 2020; Research Organization is University of Michigan–Flint or University of Michigan–Dearborn or University of Michigan. For more information, please see https://app.dimensions.ai/datasources. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
29,pub.1127241292,10.1038/s41562-020-0884-z,32355299,,Using social and behavioural science to support COVID-19 pandemic response,Nature Human Behaviour,,,2020-04-30,2020,,,1-12,All OA; Gold,Article,"Bavel, Jay J. Van; Baicker, Katherine; Boggio, Paulo S.; Capraro, Valerio; Cichocka, Aleksandra; Cikara, Mina; Crockett, Molly J.; Crum, Alia J.; Douglas, Karen M.; Druckman, James N.; Drury, John; Dube, Oeindrila; Ellemers, Naomi; Finkel, Eli J.; Fowler, James H.; Gelfand, Michele; Han, Shihui; Haslam, S. Alexander; Jetten, Jolanda; Kitayama, Shinobu; Mobbs, Dean; Napper, Lucy E.; Packer, Dominic J.; Pennycook, Gordon; Peters, Ellen; Petty, Richard E.; Rand, David G.; Reicher, Stephen D.; Schnall, Simone; Shariff, Azim; Skitka, Linda J.; Smith, Sandra Susan; Sunstein, Cass R.; Tabri, Nassim; Tucker, Joshua A.; Linden, Sander van der; Lange, Paul van; Weeden, Kim A.; Wohl, Michael J. A.; Zaki, Jamil; Zion, Sean R.; Willer, Robb","Bavel, Jay J. Van (New York University)","Bavel, Jay J. Van (New York University); Baicker, Katherine (); Boggio, Paulo S. (Mackenzie Presbyterian University); Capraro, Valerio (Middlesex University); Cichocka, Aleksandra (University of Kent; Nicolaus Copernicus University); Cikara, Mina (Harvard University); Crockett, Molly J. (Yale University); Crum, Alia J. (Stanford University); Douglas, Karen M. (University of Kent); Druckman, James N. (Northwestern University); Drury, John (University of Sussex); Dube, Oeindrila (); Ellemers, Naomi (Utrecht University); Finkel, Eli J. (Northwestern University); Fowler, James H. (University of California, San Diego); Gelfand, Michele (University of Maryland, College Park); Han, Shihui (Peking University); Haslam, S. Alexander (University of Queensland); Jetten, Jolanda (University of Queensland); Kitayama, Shinobu (University of Michigan); Mobbs, Dean (California Institute of Technology); Napper, Lucy E. (Lehigh University); Packer, Dominic J. (Lehigh University); Pennycook, Gordon (University of Regina); Peters, Ellen (University of Oregon); Petty, Richard E. (The Ohio State University); Rand, David G. (Massachusetts Institute of Technology); Reicher, Stephen D. (University of St Andrews); Schnall, Simone (University of Cambridge; University of Cambridge); Shariff, Azim (University of British Columbia); Skitka, Linda J. (University of Illinois at Chicago); Smith, Sandra Susan (University of California, Berkeley); Sunstein, Cass R. (Harvard University); Tabri, Nassim (Carleton University); Tucker, Joshua A. (New York University); Linden, Sander van der (University of Cambridge); Lange, Paul van (VU Amsterdam); Weeden, Kim A. (Cornell University); Wohl, Michael J. A. (Carleton University); Zaki, Jamil (Stanford University); Zion, Sean R. (Stanford University); Willer, Robb (Stanford University)","VU Amsterdam; University of Kent; Utrecht University; Northwestern University; University of Illinois at Chicago; Middlesex University; Yale University; University of Maryland, College Park; University of Queensland; University of St Andrews; University of Cambridge; New York University; Peking University; Cornell University; University of California, Berkeley; University of Regina; University of Oregon; Lehigh University; Carleton University; Massachusetts Institute of Technology; Mackenzie Presbyterian University; University of Sussex; University of British Columbia; University of Michigan; Harvard University; Stanford University; Nicolaus Copernicus University; University of California, San Diego; California Institute of Technology; The Ohio State University",grid.12380.38; grid.9759.2; grid.5477.1; grid.16753.36; grid.185648.6; grid.15822.3c; grid.47100.32; grid.164295.d; grid.1003.2; grid.11914.3c; grid.5335.0; grid.137628.9; grid.11135.37; grid.5386.8; grid.47840.3f; grid.57926.3f; grid.170202.6; grid.259029.5; grid.34428.39; grid.116068.8; grid.412403.0; grid.12082.39; grid.17091.3e; grid.214458.e; grid.38142.3c; grid.168010.e; grid.5374.5; grid.266100.3; grid.20861.3d; grid.261331.4,Netherlands; United Kingdom; Netherlands; United States; United States; United Kingdom; United States; United States; Australia; United Kingdom; United Kingdom; United States; China; United States; United States; Canada; United States; United States; Canada; United States; Brazil; United Kingdom; Canada; United States; United States; United States; Poland; United States; United States; United States,"National Council for Scientific and Technological Development; Directorate for Social, Behavioral & Economic Sciences; Coordenação de Aperfeicoamento de Pessoal de Nível Superior",3,3,,,666,https://www.nature.com/articles/s41562-020-0884-z.pdf,https://app.dimensions.ai/details/publication/pub.1127241292,17 Psychology and Cognitive Sciences; 1701 Psychology,
26,pub.1127260549,10.1007/s10461-020-02896-0,32356031,PMC7190803,Prioritizing Community Partners and Community HIV Workers in the COVID-19 Pandemic,AIDS and Behavior,,,2020-04-30,2020,,,1-3,All OA; Gold,Article,"Operario, Don; King, Elizabeth J.; Gamarel, Kristi E.","Operario, Don (Brown University)","Operario, Don (Brown University); King, Elizabeth J. (University of Michigan); Gamarel, Kristi E. (University of Michigan)",Brown University; University of Michigan,grid.40263.33; grid.214458.e,United States; United States,,0,0,,,3,https://link.springer.com/content/pdf/10.1007/s10461-020-02896-0.pdf,https://app.dimensions.ai/details/publication/pub.1127260549,16 Studies in Human Society; 1117 Public Health and Health Services; 1607 Social Work; 11 Medical and Health Sciences,
22,pub.1127252391,10.1101/2020.04.28.20084038,,,Validation of N95 filtering facepiece respirator decontamination methods available at a large university hospital,medRxiv,,,2020-04-30,2020,,,2020.04.28.20084038,"All OA; Green, Published",Article,"Wigginton, Krista R.; Arts, Peter J.; Clack, Herek; Fitzsimmons, William J; Gamba, Mirko; Harrison, Katherine R.; LeBar, William; Lauring, Adam S.; Li, Lucinda; Roberts, William W.; Rockey, Nicole; Torreblanca, Jania; Young, Carol; Anderegg, Loïc C.; Cohn, Amy; Doyle, John M.; Meisenhelder, Cole O.; Raskin, Lutgarde; Love, Nancy G; Kaye, Keith S.",,"Wigginton, Krista R. (University of Michigan); Arts, Peter J. (University of Michigan); Clack, Herek (University of Michigan); Fitzsimmons, William J (University of Michigan); Gamba, Mirko (University of Michigan); Harrison, Katherine R. (University of Michigan); LeBar, William (University of Michigan); Lauring, Adam S. (University of Michigan); Li, Lucinda (University of Michigan); Roberts, William W. (University of Michigan); Rockey, Nicole (University of Michigan); Torreblanca, Jania (University of Michigan); Young, Carol (University of Michigan); Anderegg, Loïc C. (Harvard University); Cohn, Amy (University of Michigan); Doyle, John M. (Harvard University); Meisenhelder, Cole O. (Harvard University); Raskin, Lutgarde (University of Michigan); Love, Nancy G (University of Michigan); Kaye, Keith S. (University of Michigan)",Harvard University; University of Michigan,grid.38142.3c; grid.214458.e,United States; United States,,0,0,,,37,https://www.medrxiv.org/content/medrxiv/early/2020/04/30/2020.04.28.20084038.full.pdf,https://app.dimensions.ai/details/publication/pub.1127252391,0605 Microbiology; 06 Biological Sciences,
2,pub.1127299621,10.1177/1558689820920098,,,Call for Papers for a Special Issue on COVID-19 and Novel Mixed Methods Methodological Approaches During Catastrophic Social Changes,Journal of Mixed Methods Research,,,2020-04-30,2020,,,155868982092009,All OA; Gold,Article,"Fetters, Michael D.; Molina-Azorin, José F.",,"Fetters, Michael D. (University of Michigan); Molina-Azorin, José F. (University of Alicante)",University of Michigan; University of Alicante,grid.214458.e; grid.5268.9,United States; Spain,,0,0,,,11,https://journals.sagepub.com/doi/pdf/10.1177/1558689820920098,https://app.dimensions.ai/details/publication/pub.1127299621,,
1,pub.1127303139,10.21203/rs.3.rs-24633/v1,,,Automated custom-fitted 3D-printed masks using free software and face scans,Research Square,,,2020-04-30,2020,,,,"All OA; Green, Published",Preprint,"Sammut, Edward J; Yeap, Yin Chien; Yeap, Jonathan Quan-Hui; Mendonca, Gustavo; Cortes, Arthur Rodriguez Gonzalez",,"Sammut, Edward J (University of Malta); Yeap, Yin Chien (University of Malta); Yeap, Jonathan Quan-Hui (University of Malta); Mendonca, Gustavo (University of Michigan); Cortes, Arthur Rodriguez Gonzalez (University of Malta)",University of Michigan; University of Malta,grid.214458.e; grid.4462.4,United States; Malta,,0,0,,,,https://assets.researchsquare.com/files/rs-24633/v1/manuscript.pdf,https://app.dimensions.ai/details/publication/pub.1127303139,08 Information and Computing Sciences; 0806 Information Systems,
206,pub.1127245324,10.1136/annrheumdis-2020-217407,32349982,,Systemic sclerosis and the COVID-19 pandemic: World Scleroderma Foundation preliminary advice for patient management,Annals of the Rheumatic Diseases,,,2020-04-29,2020,,,annrheumdis-2020-217407,Closed,Article,"Matucci-Cerinic, Marco; Bruni, Cosimo; Allanore, Yannick; Clementi, Massimo; Dagna, Lorenzo; Damjanov, Nemanja S; de Paulis, Amato; Denton, Christopher P; Distler, Oliver; Fox, David; Furst, Daniel E; Khanna, Dinesh; Krieg, Thomas; Kuwana, Masataka; Lee, Eun Bong; Li, Mengtao; Pillai, Shiv; Wang, Yukai; Zeng, Xiaofeng; Taliani, Gloria","Matucci-Cerinic, Marco (University of Florence)","Matucci-Cerinic, Marco (University of Florence); Bruni, Cosimo (University of Florence); Allanore, Yannick (); Clementi, Massimo (San Raffaele Hospital; Vita-Salute San Raffaele University); Dagna, Lorenzo (Vita-Salute San Raffaele University; Vita-Salute San Raffaele University); Damjanov, Nemanja S (University of Belgrade); de Paulis, Amato (University of Naples Federico II); Denton, Christopher P (University College London); Distler, Oliver (University Hospital of Zurich); Fox, David (University of Michigan); Furst, Daniel E (University of Florence; University of California, Los Angeles); Khanna, Dinesh (University of Michigan); Krieg, Thomas (University of Cologne); Kuwana, Masataka (Nippon Medical School); Lee, Eun Bong (Seoul National University); Li, Mengtao (); Pillai, Shiv (Ragon Institute of MGH, MIT and Harvard); Wang, Yukai (Shantou Central Hospital); Zeng, Xiaofeng (Ministry of Education of the People's Republic of China); Taliani, Gloria (Sapienza University of Rome)","Shantou Central Hospital; Sapienza University of Rome; University of California, Los Angeles; Ragon Institute of MGH, MIT and Harvard; Vita-Salute San Raffaele University; University of Belgrade; University of Michigan; University of Florence; University of Naples Federico II; University College London; Nippon Medical School; Seoul National University; San Raffaele Hospital; Ministry of Education of the People's Republic of China; University Hospital of Zurich; University of Cologne",grid.452734.3; grid.7841.a; grid.19006.3e; grid.461656.6; grid.15496.3f; grid.7149.b; grid.214458.e; grid.8404.8; grid.4691.a; grid.83440.3b; grid.410821.e; grid.31501.36; grid.18887.3e; grid.419897.a; grid.412004.3; grid.6190.e,China; Italy; United States; United States; Italy; Serbia; United States; Italy; Italy; United Kingdom; Japan; South Korea; Italy; China; Switzerland; Germany,,0,0,,,39,,https://app.dimensions.ai/details/publication/pub.1127245324,11 Medical and Health Sciences; 1103 Clinical Sciences,
15,pub.1127248258,10.1101/2020.04.23.20077545,,,Influence of socio-ecological factors on COVID-19 risk: a cross-sectional study based on 178 countries/regions worldwide,medRxiv,,,2020-04-29,2020,,,2020.04.23.20077545,All OA; Gold,Article,"Su, Dai; Chen, Yingchun; He, Kevin; Zhang, Tao; Tan, Min; Zhang, Yunfan; Zhang, Xingyu",,"Su, Dai (Huazhong University of Science and Technology); Chen, Yingchun (Huazhong University of Science and Technology); He, Kevin (University of Michigan); Zhang, Tao (Sichuan University); Tan, Min (Huazhong University of Science and Technology); Zhang, Yunfan (Huazhong University of Science and Technology); Zhang, Xingyu (University of Michigan)",Huazhong University of Science and Technology; Sichuan University; University of Michigan,grid.33199.31; grid.13291.38; grid.214458.e,China; China; United States,,0,0,,,1,https://www.medrxiv.org/content/medrxiv/early/2020/05/04/2020.04.23.20077545.full.pdf,https://app.dimensions.ai/details/publication/pub.1127248258,1402 Applied Economics; 14 Economics,
4,pub.1127244573,10.1101/2020.04.24.20078907,,,Pneumask: Modified Full-Face Snorkel Masks as Reusable Personal Protective Equipment for Hospital Personnel,medRxiv,,,2020-04-29,2020,,,2020.04.24.20078907,All OA; Gold,Article,"Kroo, Laurel; Kothari, Anesta; Hannebelle, Melanie; Herring, George; Pollina, Thibaut; Chang, Ray; Banavar, Samhita P.; Flaum, Elliot; Soto-Montoya, Hazel; Li, Hongquan; Combes, Kyle; Pan, Emma; Vu, Khang; Yen, Kelly; Dale, James; Kolbay, Patrick; Ellgas, Simon; Konte, Rebecca; Hajian, Rozhin; Zhong, Grace; Jacobs, Noah; Jain, Amit; Kober, Filip; Ayala, Gerry; Allinne, Quentin; Cucinelli, Nicholas; Kasper, Dave; Borroni, Luca; Gerber, Patrick; Venook, Ross; Baek, Peter; Arora, Nitin; Wagner, Philip; Miki, Roberto; Kohn, Jocelyne; Bitran, David Kohn; Pearson, John; Herrera, Cristian Muniz; Prakash, Manu",,"Kroo, Laurel (Stanford University); Kothari, Anesta (Stanford University); Hannebelle, Melanie (Swiss Federal Institute of Technology in Lausanne); Herring, George (Stanford University); Pollina, Thibaut (Stanford University); Chang, Ray (Stanford University); Banavar, Samhita P. (Stanford University); Flaum, Elliot (Stanford University); Soto-Montoya, Hazel (Stanford University); Li, Hongquan (Stanford University); Combes, Kyle (); Pan, Emma (); Vu, Khang (); Yen, Kelly (); Dale, James (); Kolbay, Patrick (University of Utah); Ellgas, Simon (); Konte, Rebecca (Stanford University); Hajian, Rozhin (Harvard University); Zhong, Grace (Stanford University); Jacobs, Noah (); Jain, Amit (); Kober, Filip (); Ayala, Gerry (); Allinne, Quentin (); Cucinelli, Nicholas (University of Michigan); Kasper, Dave (); Borroni, Luca (); Gerber, Patrick (Swiss Federal Institute of Technology in Lausanne); Venook, Ross (Stanford University); Baek, Peter (); Arora, Nitin (University of Alabama at Birmingham); Wagner, Philip (Hospital for Special Surgery); Miki, Roberto (); Kohn, Jocelyne (); Bitran, David Kohn (); Pearson, John (University of Utah); Herrera, Cristian Muniz (); Prakash, Manu (Stanford University)",Harvard University; University of Michigan; University of Utah; Hospital for Special Surgery; Stanford University; Swiss Federal Institute of Technology in Lausanne; University of Alabama at Birmingham,grid.38142.3c; grid.214458.e; grid.223827.e; grid.239915.5; grid.168010.e; grid.5333.6; grid.265892.2,United States; United States; United States; United States; United States; Switzerland; United States,,0,0,,,24,https://www.medrxiv.org/content/medrxiv/early/2020/04/29/2020.04.24.20078907.full.pdf,https://app.dimensions.ai/details/publication/pub.1127244573,1117 Public Health and Health Services; 11 Medical and Health Sciences,
2,pub.1127237932,10.1101/2020.04.24.20079012,,,Validating a Widely Implemented Deterioration Index Model Among Hospitalized COVID-19 Patients,medRxiv,,,2020-04-29,2020,,,2020.04.24.20079012,All OA; Gold,Article,"Singh, Karandeep; Valley, Thomas S.; Tang, Shengpu; Li, Benjamin Y.; Kamran, Fahad; Sjoding, Michael W.; Wiens, Jenna; Otles, Erkin; Donnelly, John P.; Wei, Melissa Y.; McBride, Jonathon P.; Cao, Jie; Penoza, Carleen; Ayanian, John Z.; Nallamothu, Brahmajee K.",,"Singh, Karandeep (University of Michigan); Valley, Thomas S. (University of Michigan); Tang, Shengpu (); Li, Benjamin Y. (); Kamran, Fahad (); Sjoding, Michael W. (University of Michigan); Wiens, Jenna (); Otles, Erkin (); Donnelly, John P. (University of Michigan); Wei, Melissa Y. (University of Michigan); McBride, Jonathon P. (University of Michigan); Cao, Jie (University of Michigan); Penoza, Carleen (University of Michigan); Ayanian, John Z. (University of Michigan); Nallamothu, Brahmajee K. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,48,https://www.medrxiv.org/content/medrxiv/early/2020/04/29/2020.04.24.20079012.full.pdf,https://app.dimensions.ai/details/publication/pub.1127237932,1117 Public Health and Health Services; 11 Medical and Health Sciences,
25,pub.1126911116,10.1002/hed.26193,32329948,,Ethical framework for head and neck cancer care impacted by COVID‐19,Head & Neck,,,2020-04-28,2020,,,,All OA; Gold,Article,"Shuman, Andrew G.; Campbell, Bruce H.; Service, AHNS Ethics & Professionalism",,"Shuman, Andrew G. (University of Michigan; University of Michigan); Campbell, Bruce H. (Medical College of Wisconsin; Medical College of Wisconsin); Service, AHNS Ethics & Professionalism ()",University of Michigan; Medical College of Wisconsin,grid.214458.e; grid.30760.32,United States; United States,,1,1,,,1,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hed.26193,https://app.dimensions.ai/details/publication/pub.1126911116,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,
13,pub.1127170924,10.1007/s10461-020-02893-3,32347403,PMC7186186,COVID-19 Pandemic Disrupts HIV Continuum of Care and Prevention: Implications for Research and Practice Concerning Community-Based Organizations and Frontline Providers,AIDS and Behavior,,,2020-04-28,2020,,,1-4,All OA; Gold,Article,"Pinto, Rogério M.; Park, Sunggeun","Park, Sunggeun (University of Michigan)","Pinto, Rogério M. (University of Michigan); Park, Sunggeun (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,4,https://link.springer.com/content/pdf/10.1007/s10461-020-02893-3.pdf,https://app.dimensions.ai/details/publication/pub.1127170924,16 Studies in Human Society; 1117 Public Health and Health Services; 1607 Social Work; 11 Medical and Health Sciences,
9,pub.1127181041,10.1177/0194599820922990,32340553,,Otolaryngologists and the Doctor-Patient Relationship during a Pandemic.,Otolaryngology,,,2020-04-28,2020,,,194599820922990,All OA; Gold,Article,"Hogikyan, Norman D; Shuman, Andrew G",,"Hogikyan, Norman D (University of Michigan; University of Michigan); Shuman, Andrew G (University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,,https://journals.sagepub.com/doi/pdf/10.1177/0194599820922990,https://app.dimensions.ai/details/publication/pub.1127181041,11 Medical and Health Sciences; 1103 Clinical Sciences,
8,pub.1127156178,10.1111/jgs.16520,32343362,,COVID‐19 Preparedness in Nursing Homes in the Midst of the Pandemic,Journal of the American Geriatrics Society,,,2020-04-28,2020,,,,All OA; Gold,Article,"Quigley, Denise D.; Dick, Andrew; Agarwal, Mansi; Jones, Karen M.; Mody, Lona; Stone, Patricia W.",,"Quigley, Denise D. (RAND Corporation); Dick, Andrew (RAND Corporation); Agarwal, Mansi (Columbia University); Jones, Karen M. (University of Michigan); Mody, Lona (University of Michigan); Stone, Patricia W. (Columbia University)",University of Michigan; Columbia University; RAND Corporation,grid.214458.e; grid.21729.3f; grid.34474.30,United States; United States; United States,,0,0,,,4,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jgs.16520,https://app.dimensions.ai/details/publication/pub.1127156178,11 Medical and Health Sciences,
5,pub.1127181664,10.1200/jco.20.00960,32343643,,Ethics and Resource Scarcity: ASCO Recommendations for the Oncology Community During the COVID-19 Pandemic.,Journal of Clinical Oncology,,,2020-04-28,2020,,,jco2000960,Closed,Article,"Marron, Jonathan M; Joffe, Steven; Jagsi, Reshma; Spence, Rebecca A; Hlubocky, Fay J",,"Marron, Jonathan M (Harvard University); Joffe, Steven (University of Pennsylvania); Jagsi, Reshma (University of Michigan); Spence, Rebecca A (American Society of Clinical Oncology); Hlubocky, Fay J (University of Chicago)",University of Chicago; University of Pennsylvania; Harvard University; University of Michigan; American Society of Clinical Oncology,grid.170205.1; grid.25879.31; grid.38142.3c; grid.214458.e; grid.427738.d,United States; United States; United States; United States; United States,,1,1,,,27,,https://app.dimensions.ai/details/publication/pub.1127181664,11 Medical and Health Sciences; 1103 Clinical Sciences; 1112 Oncology and Carcinogenesis,6 Clean Water and Sanitation
27,pub.1127154021,10.1161/circoutcomes.120.006834,32339038,,STEMI Care and COVID-19: The Value Proposition of Pharmacoinvasive Therapy,Circulation Cardiovascular Quality and Outcomes,,,2020-04-27,2020,,,,All OA; Gold,Article,"Bainey, Kevin R.; Bates, Eric R.; Armstrong, Paul W.",,"Bainey, Kevin R. (University of Alberta); Bates, Eric R. (University of Michigan); Armstrong, Paul W. (University of Alberta)",University of Alberta; University of Michigan,grid.17089.37; grid.214458.e,Canada; United States,,0,0,,,27,https://www.ahajournals.org/doi/reader/10.1161/CIRCOUTCOMES.120.006834,https://app.dimensions.ai/details/publication/pub.1127154021,11 Medical and Health Sciences; 1103 Clinical Sciences,
12,pub.1127151875,10.1101/2020.04.22.20076190,,,"Characterization of clinical progression of COVID-19 patients in Shenzhen, China",medRxiv,,,2020-04-27,2020,,,2020.04.22.20076190,All OA; Gold,Article,"Bi, Qifang; Hong, Chengcheng; Meng, Juan; Wu, Zhenke; Zhou, Pengzheng; Ye, Chenfei; Sun, Binbin; Kucirka, Lauren M; Azman, Andrew S; Wang, Tong; Chen, Jiancong; Wang, Zhaoqin; Liu, Lei; Lessler, Justin; Edwards, Jessie K; Ma, Ting; Zhang, Guoliang",,"Bi, Qifang (Johns Hopkins University); Hong, Chengcheng (Harbin Institute of Technology); Meng, Juan (Southern University of Science and Technology); Wu, Zhenke (University of Michigan); Zhou, Pengzheng (); Ye, Chenfei (); Sun, Binbin (Harbin Institute of Technology); Kucirka, Lauren M (Johns Hopkins University); Azman, Andrew S (Johns Hopkins University); Wang, Tong (Harbin Institute of Technology); Chen, Jiancong (); Wang, Zhaoqin (Southern University of Science and Technology); Liu, Lei (Southern University of Science and Technology); Lessler, Justin (Johns Hopkins University); Edwards, Jessie K (University of North Carolina at Chapel Hill); Ma, Ting (Harbin Institute of Technology); Zhang, Guoliang (Southern University of Science and Technology)",Southern University of Science and Technology; University of Michigan; Johns Hopkins University; University of North Carolina at Chapel Hill; Harbin Institute of Technology,grid.263817.9; grid.214458.e; grid.21107.35; grid.10698.36; grid.19373.3f,China; United States; United States; United States; China,,0,0,,,11,https://www.medrxiv.org/content/medrxiv/early/2020/04/27/2020.04.22.20076190.full.pdf,https://app.dimensions.ai/details/publication/pub.1127151875,11 Medical and Health Sciences; 1103 Clinical Sciences,3 Good Health and Well Being
7,pub.1126913001,10.1001/jama.2020.6644,32338730,,The Potential Effects of Coronavirus on National Health Expenditures,JAMA,,,2020-04-27,2020,323,20,,All OA; Gold,Article,"Glied, Sherry; Levy, Helen","Glied, Sherry (New York University)","Glied, Sherry (New York University); Levy, Helen (University of Michigan)",University of Michigan; New York University,grid.214458.e; grid.137628.9,United States; United States,,0,0,,,61,https://jamanetwork.com/journals/jama/articlepdf/2765381/jama_glied_2020_vp_200083.pdf,https://app.dimensions.ai/details/publication/pub.1126913001,11 Medical and Health Sciences,
4,pub.1127148394,10.1101/2020.04.22.20069781,,,Inequality in acute respiratory infection outcomes in the United States: A review of the literature and its implications for public health policy and practice.,medRxiv,,,2020-04-26,2020,,,2020.04.22.20069781,All OA; Gold,Article,"Moran, Elizabeth; Kubale, John; Noppert, Grace; Malosh, Ryan E; Zelner, Jon L",,"Moran, Elizabeth (University of Michigan); Kubale, John (University of Michigan); Noppert, Grace (); Malosh, Ryan E (University of Michigan); Zelner, Jon L (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,https://www.medrxiv.org/content/medrxiv/early/2020/04/26/2020.04.22.20069781.full.pdf,https://app.dimensions.ai/details/publication/pub.1127148394,1117 Public Health and Health Services; 11 Medical and Health Sciences,10 Reduced Inequalities
5,pub.1125951888,10.1002/aet2.10450,,,In Crisis: Medical Students in the COVID‐19 Pandemic,AEM Education and Training,,,2020-04-25,2020,,,,All OA; Gold,Article,"Khamees, Deena; Brown, Charles A.; Arribas, Miguel; Murphey, Annie C.; Haas, Mary R. C.; House, Joseph B.",,"Khamees, Deena (University of Michigan); Brown, Charles A. (University of Michigan); Arribas, Miguel (University of Michigan); Murphey, Annie C. (); Haas, Mary R. C. (University of Michigan); House, Joseph B. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,7,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aet2.10450,https://app.dimensions.ai/details/publication/pub.1125951888,,
2,pub.1127143056,10.1007/s00134-020-06042-1,32335703,PMC7183391,ICU beds: less is more? Yes,Intensive Care Medicine,,,2020-04-25,2020,,,1-3,All OA; Gold,Article,"Valley, Thomas S.; Noritomi, Danilo T.","Valley, Thomas S. (University of Michigan; University of Michigan; University of Michigan)","Valley, Thomas S. (University of Michigan; University of Michigan; University of Michigan); Noritomi, Danilo T. (Albert Einstein Israelite Hospital)",University of Michigan; Albert Einstein Israelite Hospital,grid.214458.e; grid.413562.7,United States; Brazil,National Heart Lung and Blood Institute,0,0,,,5,https://link.springer.com/content/pdf/10.1007/s00134-020-06042-1.pdf,https://app.dimensions.ai/details/publication/pub.1127143056,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,
84,pub.1126925966,10.1172/jci.insight.138999,32329756,,Neutrophil extracellular traps in COVID-19,JCI Insight,,,2020-04-24,2020,,,,All OA; Gold,Article,"Zuo, Yu; Yalavarthi, Srilakshmi; Shi, Hui; Gockman, Kelsey; Zuo, Melanie; Madison, Jacqueline A; Blair, Christopher N; Weber, Andrew; Barnes, Betsy J; Egeblad, Mikala; Woods, Robert J; Kanthi, Yogendra; Knight, Jason S","Knight, Jason S (University of Michigan)","Zuo, Yu (University of Michigan); Yalavarthi, Srilakshmi (University of Michigan); Shi, Hui (University of Michigan); Gockman, Kelsey (University of Michigan); Zuo, Melanie (University of Michigan); Madison, Jacqueline A (University of Michigan); Blair, Christopher N (University of Michigan); Weber, Andrew (Northwell Health); Barnes, Betsy J (); Egeblad, Mikala (Cold Spring Harbor Laboratory); Woods, Robert J (University of Michigan); Kanthi, Yogendra (University of Michigan); Knight, Jason S (University of Michigan)",Northwell Health; Cold Spring Harbor Laboratory; University of Michigan,grid.416477.7; grid.225279.9; grid.214458.e,United States; United States; United States,,0,0,,,159,http://insight.jci.org/articles/view/138999/files/pdf,https://app.dimensions.ai/details/publication/pub.1126925966,0601 Biochemistry and Cell Biology; 06 Biological Sciences,
25,pub.1126637056,10.1111/jgs.16487,32282057,,"Why Am I, as a Geriatric Medicine Fellow with Symptoms, Unable to Get Tested for COVID‐19 While Politicians, Oil Executives, and NBA Players Are?",Journal of the American Geriatrics Society,,,2020-04-24,2020,,,,All OA; Gold,Article,"Dixon, Joseph",,"Dixon, Joseph (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,14,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jgs.16487,https://app.dimensions.ai/details/publication/pub.1126637056,11 Medical and Health Sciences,
