"About the data: Exported on Apr 29, 2020. Criteria: Text - '""2019-nCoV"" OR ""COVID-19"" OR “SARS-CoV-2” OR ""HCoV-2019"" OR ""hcov"" OR ""NCOVID-19"" OR  ""severe acute respiratory syndrome coronavirus 2"" OR ""severe acute respiratory syndrome corona virus 2"" OR ((""coro...' in full data; Publication Year is 2020; Research Organization is University of Michigan–Flint or University of Michigan–Dearborn or University of Michigan. For more information, please see https://app.dimensions.ai/datasources. © 2019 Digital Science and Research Solutions Inc. All rights reserved. Unless otherwise agreed, redistribution / external use of this work is not permitted.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals
128,pub.1125127713,10.1001/jama.2020.3072,32108857,,COVID-19—New Insights on a Rapidly Changing Epidemic,JAMA,,,2020-04-14,2020,323,14,1339-1340,All OA; Gold,Article,"del Rio, Carlos; Malani, Preeti N.","del Rio, Carlos (Emory University)","del Rio, Carlos (Emory University); Malani, Preeti N. (University of Michigan)",University of Michigan; Emory University,grid.214458.e; grid.189967.8,United States; United States,,29,29,,,1819,https://jamanetwork.com/journals/jama/articlepdf/2762510/jama_del_rio_2020_vp_200034.pdf,https://app.dimensions.ai/details/publication/pub.1125127713,11 Medical and Health Sciences; 1103 Clinical Sciences,
126,pub.1126151888,10.1001/jama.2020.5788,32250388,,The COVID-19 Pandemic in the US,JAMA,,,2020-04-06,2020,323,20,,All OA; Gold,Article,"Omer, Saad B.; Malani, Preeti; del Rio, Carlos","del Rio, Carlos (Emory University; Emory University)","Omer, Saad B. (Yale University; Yale University); Malani, Preeti (University of Michigan); del Rio, Carlos (Emory University; Emory University)",University of Michigan; Yale University; Emory University,grid.214458.e; grid.47100.32; grid.189967.8,United States; United States; United States,,3,3,,,588,https://jamanetwork.com/journals/jama/articlepdf/2764366/jama_omer_2020_vp_200072.pdf,https://app.dimensions.ai/details/publication/pub.1126151888,11 Medical and Health Sciences,
122,pub.1125756986,10.1001/jama.2020.4269,32196079,,Stopping the Spread of COVID-19,JAMA,,,2020-04-21,2020,323,15,1516-1516,All OA; Gold,Article,"Desai, Angel N; Patel, Payal",,"Desai, Angel N (); Patel, Payal (University of Michigan)",University of Michigan,grid.214458.e,United States,,4,4,,,340,https://jamanetwork.com/journals/jama/articlepdf/2763533/jama_desai_2020_pg_200019.pdf,https://app.dimensions.ai/details/publication/pub.1125756986,11 Medical and Health Sciences,
120,pub.1126271841,10.1002/phar.2394,32267979,,COVID‐19: The Uninvited Guest in the Intensive Care Unit (ICU) Implications for Pharmacotherapy,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,,,2020-04-08,2020,,,,All OA; Gold,Article,"Stringer, Kathleen A.; Puskarich, Michael A; Kenes, Michael T.; Dickson, Robert P.",,"Stringer, Kathleen A. (University of Michigan); Puskarich, Michael A (University of Minnesota; Hennepin County Medical Center); Kenes, Michael T. (); Dickson, Robert P. (University of Michigan)",Hennepin County Medical Center; University of Michigan; University of Minnesota,grid.414021.2; grid.214458.e; grid.17635.36,United States; United States; United States,,0,0,,,15,https://accpjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/phar.2394,https://app.dimensions.ai/details/publication/pub.1126271841,11 Medical and Health Sciences; 1103 Clinical Sciences,
89,pub.1126726181,10.1084/jem.20200652,32302401,PMC7161085,Targeting potential drivers of COVID-19: Neutrophil extracellular traps,Journal of Experimental Medicine,,"Betacoronavirus; Coronavirus Infections; Cytokines; Extracellular Traps; Humans; Lung Diseases; Neutrophils; Pandemics; Pneumonia, Viral",2020-06-01,2020,217,6,,All OA; Gold,Article,"Barnes, Betsy J.; Adrover, Jose M.; Baxter-Stoltzfus, Amelia; Borczuk, Alain; Cools-Lartigue, Jonathan; Crawford, James M.; Daßler-Plenker, Juliane; Guerci, Philippe; Huynh, Caroline; Knight, Jason S.; Loda, Massimo; Looney, Mark R.; McAllister, Florencia; Rayes, Roni; Renaud, Stephane; Rousseau, Simon; Salvatore, Steven; Schwartz, Robert E.; Spicer, Jonathan D.; Yost, Christian C.; Weber, Andrew; Zuo, Yu; Egeblad, Mikala",,"Barnes, Betsy J. (Hofstra University); Adrover, Jose M. (Cold Spring Harbor Laboratory); Baxter-Stoltzfus, Amelia (Cornell University); Borczuk, Alain (Cornell University); Cools-Lartigue, Jonathan (); Crawford, James M. (Hofstra University); Daßler-Plenker, Juliane (Cold Spring Harbor Laboratory); Guerci, Philippe (Centre Hospitalier Universitaire de Nancy); Huynh, Caroline (McGill University); Knight, Jason S. (University of Michigan); Loda, Massimo (Cornell University); Looney, Mark R. (University of California, San Francisco); McAllister, Florencia (The University of Texas MD Anderson Cancer Center); Rayes, Roni (McGill University); Renaud, Stephane (Centre Hospitalier Universitaire de Nancy); Rousseau, Simon (McGill University Health Centre); Salvatore, Steven (Cornell University); Schwartz, Robert E. (Cornell University); Spicer, Jonathan D. (McGill University); Yost, Christian C. (University of Utah); Weber, Andrew (Northwell Health); Zuo, Yu (University of Michigan); Egeblad, Mikala (Cold Spring Harbor Laboratory)","Centre Hospitalier Universitaire de Nancy; Hofstra University; University of California, San Francisco; McGill University Health Centre; University of Michigan; Northwell Health; The University of Texas MD Anderson Cancer Center; Cornell University; McGill University; University of Utah; Cold Spring Harbor Laboratory",grid.410527.5; grid.257060.6; grid.266102.1; grid.63984.30; grid.214458.e; grid.416477.7; grid.240145.6; grid.5386.8; grid.14709.3b; grid.223827.e; grid.225279.9,France; United States; United States; Canada; United States; United States; United States; United States; Canada; United States; United States,National Cancer Institute; Baxter (United States),0,0,,,881,https://rupress.org/jem/article-pdf/217/6/e20200652/1042395/jem_20200652.pdf,https://app.dimensions.ai/details/publication/pub.1126726181,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,
83,pub.1125337871,10.1016/j.ijid.2020.02.058,32145465,PMC7102659,"A conceptual model for the outbreak of Coronavirus disease 2019 (COVID-19) in Wuhan, China with individual reaction and governmental action",International Journal of Infectious Diseases,,,2020-04,2020,93,,211-216,All OA; Gold,Article,"Lin, Qianying; Zhao, Shi; Gao, Daozhou; Lou, Yijun; Yang, Shu; Musa, Salihu S; Wang, Maggie H; Cai, Yongli; Wang, Weiming; Yang, Lin; He, Daihai","Wang, Weiming (Huaiyin Normal University)","Lin, Qianying (University of Michigan); Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong); Gao, Daozhou (Shanghai Normal University); Lou, Yijun (Hong Kong Polytechnic University); Yang, Shu (Chengdu University of Traditional Chinese Medicine); Musa, Salihu S (Hong Kong Polytechnic University); Wang, Maggie H (Chinese University of Hong Kong; Chinese University of Hong Kong); Cai, Yongli (Huaiyin Normal University); Wang, Weiming (Huaiyin Normal University); Yang, Lin (Hong Kong Polytechnic University); He, Daihai (Hong Kong Polytechnic University)",Hong Kong Polytechnic University; Shanghai Normal University; Huaiyin Normal University; University of Michigan; Chinese University of Hong Kong; Chengdu University of Traditional Chinese Medicine,grid.16890.36; grid.412531.0; grid.410738.9; grid.214458.e; grid.10784.3a; grid.411304.3,China; China; China; United States; China; China,National Natural Science Foundation of China,14,14,,,106,https://doi.org/10.1016/j.ijid.2020.02.058,https://app.dimensions.ai/details/publication/pub.1125337871,11 Medical and Health Sciences; 1117 Public Health and Health Services; 0605 Microbiology; 1108 Medical Microbiology; 06 Biological Sciences,
78,pub.1125952518,10.2215/cjn.03530320,32220930,,Sound Science before Quick Judgement Regarding RAS Blockade in COVID-19,Clinical Journal of the American Society of Nephrology,,,2020-03-27,2020,,,cjn.03530320,All OA; Gold,Article,"Sparks, Matthew A; South, Andrew; Welling, Paul; Luther, J Matt; Cohen, Jordana; Byrd, James Brian; Burrell, Louise M; Batlle, Daniel; Tomlinson, Laurie; Bhalla, Vivek; Rheault, Michelle N; Soler, María José; Swaminathan, Sundar; Hiremath, Swapnil",,"Sparks, Matthew A (Duke University); South, Andrew (Wake Forest University); Welling, Paul (Johns Hopkins University); Luther, J Matt (Vanderbilt University Medical Center); Cohen, Jordana (University of Pennsylvania); Byrd, James Brian (University of Michigan); Burrell, Louise M (University of Melbourne); Batlle, Daniel (Northwestern University); Tomlinson, Laurie (London School of Hygiene & Tropical Medicine); Bhalla, Vivek (Stanford University); Rheault, Michelle N (Children's Hospitals and Clinics of Minnesota); Soler, María José (Hospital Universitari Vall d'Hebron); Swaminathan, Sundar (University of Virginia); Hiremath, Swapnil (University of Ottawa)",Wake Forest University; University of Michigan; University of Melbourne; Johns Hopkins University; Children's Hospitals and Clinics of Minnesota; Hospital Universitari Vall d'Hebron; Northwestern University; University of Ottawa; Vanderbilt University Medical Center; University of Virginia; London School of Hygiene & Tropical Medicine; Stanford University; Duke University; University of Pennsylvania,grid.241167.7; grid.214458.e; grid.1008.9; grid.21107.35; grid.418507.f; grid.411083.f; grid.16753.36; grid.28046.38; grid.412807.8; grid.27755.32; grid.8991.9; grid.168010.e; grid.26009.3d; grid.25879.31,United States; United States; Australia; United States; United States; Spain; United States; Canada; United States; United States; United Kingdom; United States; United States; United States,National Heart Lung and Blood Institute; National Institute of Diabetes and Digestive and Kidney Diseases; American Heart Association; United States-Israel Binational Science Foundation,1,1,,,198,https://cjasn.asnjournals.org/content/clinjasn/early/2020/03/30/CJN.03530320.full.pdf,https://app.dimensions.ai/details/publication/pub.1125952518,11 Medical and Health Sciences; 1103 Clinical Sciences,
74,pub.1125994988,10.1634/theoncologist.2020-0221,32227551,,Cancer Research Ethics and COVID‐19,The Oncologist,,,2020-03-30,2020,,,,All OA; Gold,Article,"Shuman, Andrew G.; Pentz, Rebecca D.",,"Shuman, Andrew G. (University of Michigan; University of Michigan); Pentz, Rebecca D. (Emory University)",University of Michigan; Emory University,grid.214458.e; grid.189967.8,United States; United States,,2,2,,,16,https://theoncologist.onlinelibrary.wiley.com/doi/pdfdirect/10.1634/theoncologist.2020-0221,https://app.dimensions.ai/details/publication/pub.1125994988,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,
66,pub.1125679184,10.1016/j.ijid.2020.03.019,32171951,,Preliminary estimation of the novel coronavirus disease (COVID-19) cases in Iran: A modelling analysis based on overseas cases and air travel data,International Journal of Infectious Diseases,,,2020-05,2020,94,,29-31,All OA; Gold,Article,"Zhuang, Zian; Zhao, Shi; Lin, Qianying; Cao, Peihua; Lou, Yijun; Yang, Lin; He, Daihai","Yang, Lin (Hong Kong Polytechnic University)","Zhuang, Zian (Hong Kong Polytechnic University); Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong); Lin, Qianying (University of Michigan); Cao, Peihua (Southern Medical University); Lou, Yijun (Hong Kong Polytechnic University); Yang, Lin (Hong Kong Polytechnic University); He, Daihai (Hong Kong Polytechnic University)",Hong Kong Polytechnic University; Southern Medical University; Chinese University of Hong Kong; University of Michigan,grid.16890.36; grid.284723.8; grid.10784.3a; grid.214458.e,China; China; China; United States,,1,1,,,1,https://doi.org/10.1016/j.ijid.2020.03.019,https://app.dimensions.ai/details/publication/pub.1125679184,1117 Public Health and Health Services; 11 Medical and Health Sciences,
60,pub.1126387222,10.1016/j.jiph.2020.03.019,,PMC7142680,Coronavirus disease 2019 (COVID-19): A literature review,Journal of Infection and Public Health,,,2020-04,2020,,,,All OA; Gold,Article,"Harapan, Harapan; Itoh, Naoya; Yufika, Amanda; Winardi, Wira; Keam, Synat; Te, Heyhpeng; Megawati, Dewi; Hayati, Zinatul; Wagner, Abram L.; Mudatsir, Mudatsir","Harapan, Harapan (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University)","Harapan, Harapan (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University); Itoh, Naoya (Shizuoka Cancer Center); Yufika, Amanda (Syiah Kuala University); Winardi, Wira (Syiah Kuala University); Keam, Synat (University of Western Australia); Te, Heyhpeng (Ministry of Health); Megawati, Dewi (Warmadewa University; University of California, Davis); Hayati, Zinatul (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University; Syiah Kuala University); Wagner, Abram L. (University of Michigan); Mudatsir, Mudatsir (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University)","Ministry of Health; Shizuoka Cancer Center; Syiah Kuala University; University of California, Davis; Warmadewa University; University of Michigan; University of Western Australia",grid.415732.6; grid.415797.9; grid.440768.9; grid.27860.3b; grid.443306.6; grid.214458.e; grid.1012.2,Cambodia; Japan; Indonesia; United States; Indonesia; United States; Australia,,0,0,,,5,https://doi.org/10.1016/j.jiph.2020.03.019,https://app.dimensions.ai/details/publication/pub.1126387222,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being
57,pub.1126655983,10.1016/j.ijrobp.2020.04.016,32302681,,Practice recommendations for risk-adapted head and neck cancer radiotherapy during the COVID-19 pandemic: an ASTRO-ESTRO consensus statement,International Journal of Radiation Oncology • Biology • Physics,,,2020-04,2020,,,,All OA; Gold,Article,"Thomson, David J.; Palma, David; Guckenberger, Matthias; Balermpas, Panagiotis; Beitler, Jonathan J.; Blanchard, Pierre; Brizel, David; Budach, Wilfred; Caudell, Jimmy; Corry, June; Corvo, Renzo; Evans, Mererid; Garden, Adam S.; Giralt, Jordi; Gregoire, Vincent; Harari, Paul M.; Harrington, Kevin; Hitchcock, Ying J.; Johansen, Jorgen; Kaanders, Johannes; Koyfman, Shlomo; Langendijk, J.A.; Le, Quynh-Thu; Lee, Nancy; Margalit, Danielle; Mierzwa, Michelle; Porceddu, Sandro; Soong, Yoke Lim; Sun, Ying; Thariat, Juliette; Waldron, John; Yom, Sue S.","Yom, Sue S. (University of California, San Francisco)","Thomson, David J. (); Palma, David (Western University); Guckenberger, Matthias (); Balermpas, Panagiotis (); Beitler, Jonathan J. (Emory University); Blanchard, Pierre (); Brizel, David (Duke University); Budach, Wilfred (Düsseldorf University Hospital); Caudell, Jimmy (Moffitt Cancer Center); Corry, June (St Vincent's Hospital); Corvo, Renzo (Istituto Giannina Gaslini); Evans, Mererid (National Health Service Wales); Garden, Adam S. (The University of Texas MD Anderson Cancer Center); Giralt, Jordi (Hospital Universitari Vall d'Hebron); Gregoire, Vincent (Centre Léon Bérard); Harari, Paul M. (University of Wisconsin–Madison); Harrington, Kevin (Institute of Cancer Research); Hitchcock, Ying J. (University of Utah); Johansen, Jorgen (Odense University Hospital); Kaanders, Johannes (Radboud University Nijmegen Medical Centre); Koyfman, Shlomo (Cleveland Clinic); Langendijk, J.A. (); Le, Quynh-Thu (Lucile Packard Children's Hospital); Lee, Nancy (Memorial Sloan Kettering Cancer Center); Margalit, Danielle (Harvard University); Mierzwa, Michelle (University of Michigan); Porceddu, Sandro (); Soong, Yoke Lim (National Cancer Centre Singapore); Sun, Ying (Sun Yat-sen University Cancer Center); Thariat, Juliette (Normandie Université); Waldron, John (Princess Margaret Cancer Centre); Yom, Sue S. (University of California, San Francisco)","University of Utah; The University of Texas MD Anderson Cancer Center; Centre Léon Bérard; Radboud University Nijmegen Medical Centre; Harvard University; Hospital Universitari Vall d'Hebron; University of Michigan; Princess Margaret Cancer Centre; Emory University; National Health Service Wales; Odense University Hospital; Moffitt Cancer Center; Sun Yat-sen University Cancer Center; Institute of Cancer Research; Western University; Istituto Giannina Gaslini; Düsseldorf University Hospital; Duke University; Memorial Sloan Kettering Cancer Center; Lucile Packard Children's Hospital; University of Wisconsin–Madison; University of California, San Francisco; Normandie Université; National Cancer Centre Singapore; Cleveland Clinic; St Vincent's Hospital",grid.223827.e; grid.240145.6; grid.418116.b; grid.10417.33; grid.38142.3c; grid.411083.f; grid.214458.e; grid.415224.4; grid.189967.8; grid.473458.9; grid.7143.1; grid.468198.a; grid.488530.2; grid.18886.3f; grid.39381.30; grid.419504.d; grid.14778.3d; grid.26009.3d; grid.51462.34; grid.414123.1; grid.14003.36; grid.266102.1; grid.460771.3; grid.410724.4; grid.239578.2; grid.413105.2,United States; United States; France; Netherlands; United States; Spain; United States; Canada; United States; United Kingdom; Denmark; United States; China; United Kingdom; Canada; Italy; Germany; United States; United States; United States; United States; United States; France; Singapore; United States; Australia,,1,1,,,13,https://doi.org/10.1016/j.ijrobp.2020.04.016,https://app.dimensions.ai/details/publication/pub.1126655983,11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,
56,pub.1126142306,10.1080/08959420.2020.1750543,32245346,,The Coronavirus and the Risks to the Elderly in Long-Term Care,Journal of Aging & Social Policy,,,2020-04-03,2020,,,1-6,All OA; Gold,Article,"Gardner, William; States, David; Bagley, Nicholas",,"Gardner, William (University of Ottawa); States, David (); Bagley, Nicholas (University of Michigan)",University of Ottawa; University of Michigan,grid.28046.38; grid.214458.e,Canada; United States,,0,0,,,62,https://www.tandfonline.com/doi/pdf/10.1080/08959420.2020.1750543?needAccess=true,https://app.dimensions.ai/details/publication/pub.1126142306,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,
53,pub.1124425523,10.1016/j.ijid.2020.01.050,32007643,PMC7110798,"Preliminary estimation of the basic reproduction number of novel coronavirus (2019-nCoV) in China, from 2019 to 2020: A data-driven analysis in the early phase of the outbreak",International Journal of Infectious Diseases,,"Basic Reproduction Number; Betacoronavirus; China; Coronavirus Infections; Epidemics; Humans; Middle East Respiratory Syndrome Coronavirus; Pandemics; Pneumonia, Viral; SARS Virus; World Health Organization",2020-03,2020,92,,214-217,All OA; Gold,Article,"Zhao, Shi; Lin, Qianyin; Ran, Jinjun; Musa, Salihu S; Yang, Guangpu; Wang, Weiming; Lou, Yijun; Gao, Daozhou; Yang, Lin; He, Daihai; Wang, Maggie H","Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong)","Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong); Lin, Qianyin (University of Michigan); Ran, Jinjun (University of Hong Kong); Musa, Salihu S (Hong Kong Polytechnic University); Yang, Guangpu (Chinese University of Hong Kong); Wang, Weiming (Huaiyin Normal University); Lou, Yijun (University of Hong Kong); Gao, Daozhou (Shanghai Normal University); Yang, Lin (Hong Kong Polytechnic University); He, Daihai (Hong Kong Polytechnic University); Wang, Maggie H (Chinese University of Hong Kong; Chinese University of Hong Kong)",Hong Kong Polytechnic University; University of Hong Kong; University of Michigan; Shanghai Normal University; Chinese University of Hong Kong; Huaiyin Normal University,grid.16890.36; grid.194645.b; grid.214458.e; grid.412531.0; grid.10784.3a; grid.410738.9,China; China; United States; China; China; China,National Natural Science Foundation of China,133,133,,,201,http://www.ijidonline.com/article/S1201971220300539/pdf,https://app.dimensions.ai/details/publication/pub.1124425523,11 Medical and Health Sciences; 1103 Clinical Sciences,
52,pub.1126138919,10.1093/infdis/jiaa161,32246136,,Coronavirus occurrence and transmission over 8 years in the HIVE cohort of households in Michigan,The Journal of Infectious Diseases,,,2020-04-04,2020,,,,All OA; Gold,Article,"Monto, Arnold S; DeJonge, Peter; Callear, Amy P; Bazzi, Latifa A; Capriola, Skylar; Malosh, Ryan E; Martin, Emily T; Petrie, Joshua G",,"Monto, Arnold S (University of Michigan); DeJonge, Peter (University of Michigan); Callear, Amy P (University of Michigan); Bazzi, Latifa A (University of Michigan); Capriola, Skylar (University of Michigan); Malosh, Ryan E (University of Michigan); Martin, Emily T (University of Michigan); Petrie, Joshua G (University of Michigan)",University of Michigan,grid.214458.e,United States,National Institute of Allergy and Infectious Diseases,0,0,,,313,https://academic.oup.com/jid/article-pdf/doi/10.1093/infdis/jiaa161/33095937/jiaa161.pdf,https://app.dimensions.ai/details/publication/pub.1126138919,1117 Public Health and Health Services; 1108 Medical Microbiology; 11 Medical and Health Sciences; 1103 Clinical Sciences,
48,pub.1126697618,10.1016/j.athoracsur.2020.04.003,32305286,PMC7161520,Adult cardiac surgery during the COVID-19 Pandemic: A Tiered Patient Triage Guidance Statement,The Annals of Thoracic Surgery,,,2020-04,2020,,,,All OA; Gold,Article,"Haft, Jonathan W.; Atluri, Pavan; Alawadi, Gorav; Engelman, Daniel; Grant, Michael C.; Hassan, Ansar; Legare, Jean-Francois; Whitman, Glenn; Arora, Rakesh C.; Surgery, Society of Thoracic Surgeons COVID-19 Taskforce and the Workforce for Adult Cardiac and Vascular","Arora, Rakesh C. (University of Manitoba)","Haft, Jonathan W. (University of Michigan); Atluri, Pavan (University of Pennsylvania); Alawadi, Gorav (University of Virginia); Engelman, Daniel (University of Massachusetts Amherst); Grant, Michael C. (Johns Hopkins University); Hassan, Ansar (Horizon Health Network); Legare, Jean-Francois (Horizon Health Network); Whitman, Glenn (Johns Hopkins University); Arora, Rakesh C. (University of Manitoba); Surgery, Society of Thoracic Surgeons COVID-19 Taskforce and the Workforce for Adult Cardiac and Vascular (University of Michigan; University of Pennsylvania; University of Virginia; University of Massachusetts Amherst; Johns Hopkins University; Horizon Health Network; Johns Hopkins University; University of Manitoba)",University of Massachusetts Amherst; University of Pennsylvania; Johns Hopkins University; Horizon Health Network; University of Virginia; University of Michigan; University of Manitoba,grid.266683.f; grid.25879.31; grid.21107.35; grid.428748.5; grid.27755.32; grid.214458.e; grid.21613.37,United States; United States; United States; Canada; United States; United States; Canada,,0,0,,,22,https://doi.org/10.1016/j.athoracsur.2020.04.003,https://app.dimensions.ai/details/publication/pub.1126697618,11 Medical and Health Sciences; 1103 Clinical Sciences,
47,pub.1126776157,10.1016/j.ijid.2020.04.034,32315808,PMC7166025,The relative transmissibility of asymptomatic cases among close contacts,International Journal of Infectious Diseases,,,2020-04,2020,,,,All OA; Gold,Article,"He, Daihai; Zhao, Shi; Lin, Qianying; Zhuang, Zian; Cao, Peihua; Wang, Maggie H; Yang, Lin","He, Daihai (Hong Kong Polytechnic University)","He, Daihai (Hong Kong Polytechnic University); Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong); Lin, Qianying (University of Michigan); Zhuang, Zian (Hong Kong Polytechnic University); Cao, Peihua (Southern Medical University); Wang, Maggie H (Chinese University of Hong Kong; Chinese University of Hong Kong); Yang, Lin (Hong Kong Polytechnic University)",Chinese University of Hong Kong; University of Michigan; Southern Medical University; Hong Kong Polytechnic University,grid.10784.3a; grid.214458.e; grid.284723.8; grid.16890.36,China; United States; China; China,,0,0,,,6,https://doi.org/10.1016/j.ijid.2020.04.034,https://app.dimensions.ai/details/publication/pub.1126776157,1117 Public Health and Health Services; 11 Medical and Health Sciences,
46,pub.1124599772,10.15171/ijoem.2020.1921,32020915,,The Novel Coronavirus: A Bird's Eye View.,The International Journal of Occupational and Environmental Medicine,,"Animals; Betacoronavirus; China; Coronavirus; Coronavirus Infections; Disease Outbreaks; Disease Reservoirs; Humans; Pandemics; Pneumonia, Viral; Zoonoses",2020-02-05,2020,11,2,65-71,All OA; Gold,Article,"Habibzadeh, Parham; Stoneman, Emily K.",,"Habibzadeh, Parham (Shiraz University of Medical Sciences); Stoneman, Emily K. (University of Michigan)",Shiraz University of Medical Sciences; University of Michigan,grid.412571.4; grid.214458.e,Iran; United States,,10,10,,,,https://www.theijoem.com/ijoem/index.php/ijoem/article/download/1921/1195,https://app.dimensions.ai/details/publication/pub.1124599772,1117 Public Health and Health Services; 11 Medical and Health Sciences,
46,pub.1124581642,10.3390/jcm9020388,32024089,PMC7074332,Estimating the Unreported Number of Novel Coronavirus (2019-nCoV) Cases in China in the First Half of January 2020: A Data-Driven Modelling Analysis of the Early Outbreak,Journal of Clinical Medicine,,,2020-02-01,2020,9,2,388,All OA; Gold,Article,"Zhao, Shi; Musa, Salihu S.; Lin, Qianying; Ran, Jinjun; Yang, Guangpu; Wang, Weiming; Lou, Yijun; Yang, Lin; Gao, Daozhou; He, Daihai; Wang, Maggie H.",,"Zhao, Shi (Chinese University of Hong Kong; Chinese University of Hong Kong); Musa, Salihu S. (Hong Kong Polytechnic University); Lin, Qianying (University of Michigan); Ran, Jinjun (University of Hong Kong); Yang, Guangpu (Chinese University of Hong Kong); Wang, Weiming (Huaiyin Normal University); Lou, Yijun (Hong Kong Polytechnic University); Yang, Lin (Hong Kong Polytechnic University); Gao, Daozhou (Shanghai Normal University); He, Daihai (Hong Kong Polytechnic University); Wang, Maggie H. (Chinese University of Hong Kong; Chinese University of Hong Kong)",Chinese University of Hong Kong; Hong Kong Polytechnic University; Shanghai Normal University; University of Michigan; University of Hong Kong; Huaiyin Normal University,grid.10784.3a; grid.16890.36; grid.412531.0; grid.214458.e; grid.194645.b; grid.410738.9,China; China; China; United States; China; China,,42,42,,,27,https://www.mdpi.com/2077-0383/9/2/388/pdf,https://app.dimensions.ai/details/publication/pub.1124581642,1117 Public Health and Health Services; 11 Medical and Health Sciences,
46,pub.1126650360,10.1016/j.jcv.2020.104372,,,SARS-CoV-2: Is it the Newest Spark in the TORCH?,Journal of Clinical Virology,,,2020-04,2020,,,104372,All OA; Gold,Article,"Muldoon, Kathleen M.; Fowler, Karen B.; Pesch, Megan H.; Schleiss, Mark R.","Schleiss, Mark R. (University of Minnesota; National CMV Foundation)","Muldoon, Kathleen M. (Midwestern University; National CMV Foundation); Fowler, Karen B. (University of Alabama at Birmingham; National CMV Foundation); Pesch, Megan H. (University of Michigan; National CMV Foundation); Schleiss, Mark R. (University of Minnesota; National CMV Foundation)",University of Alabama at Birmingham; Midwestern University; University of Michigan; National CMV Foundation; University of Minnesota,grid.265892.2; grid.260024.2; grid.214458.e; grid.490725.d; grid.17635.36,United States; United States; United States; United States; United States,,0,0,,,19,https://doi.org/10.1016/j.jcv.2020.104372,https://app.dimensions.ai/details/publication/pub.1126650360,1117 Public Health and Health Services; 1108 Medical Microbiology; 11 Medical and Health Sciences; 1114 Paediatrics and Reproductive Medicine,3 Good Health and Well Being
46,pub.1126830201,10.1016/s1473-3099(20)30315-7,32325039,PMC7172723,Projecting the demand for ventilators at the peak of the COVID-19 outbreak in the USA,The Lancet Infectious Diseases,,,2020-04,2020,,,,All OA; Gold,Article,"Wells, Chad R; Fitzpatrick, Meagan C; Sah, Pratha; Shoukat, Affan; Pandey, Abhishek; El-Sayed, Abdulrahman M; Singer, Burton H; Moghadas, Seyed M; Galvani, Alison P",,"Wells, Chad R (Yale University); Fitzpatrick, Meagan C (Yale University; University of Maryland, Baltimore); Sah, Pratha (Yale University); Shoukat, Affan (Yale University); Pandey, Abhishek (Yale University); El-Sayed, Abdulrahman M (University of Michigan; Wayne State University); Singer, Burton H (University of Florida); Moghadas, Seyed M (York University); Galvani, Alison P (Yale University)","York University; University of Maryland, Baltimore; Yale University; Wayne State University; University of Michigan; University of Florida",grid.21100.32; grid.411024.2; grid.47100.32; grid.254444.7; grid.214458.e; grid.15276.37,Canada; United States; United States; United States; United States; United States,National Institute of Allergy and Infectious Diseases; National Institute of General Medical Sciences; National Cancer Institute; Canadian Institutes of Health Research,0,0,,,14,https://doi.org/10.1016/s1473-3099(20)30315-7,https://app.dimensions.ai/details/publication/pub.1126830201,1117 Public Health and Health Services; 1108 Medical Microbiology; 11 Medical and Health Sciences; 1103 Clinical Sciences,
