Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
35,pub.1127349777,10.1152/ajplung.00152.2020,32364442,PMC7203572,Rigor before speculation in COVID-19 therapy,Blank,Blank,American Journal of Physiology - Lung Cellular and Molecular Physiology,,"Betacoronavirus; Coronavirus Infections; Humans; Pandemics; Pneumonia, Viral",2020-05-01,2020,318,5,l1027-l1028,All OA; Gold,Article,"Welling, Paul A; Batlle, Daniel; Byrd, James Brian; Burrell, Louise M; South, Andrew M; Sparks, Matthew A",Blank,,"Welling, Paul A (Johns Hopkins University; Johns Hopkins University); Batlle, Daniel (Northwestern University); Byrd, James Brian (University of Michigan); Burrell, Louise M (University of Melbourne); South, Andrew M (Wake Forest University); Sparks, Matthew A (Duke University)",Duke University; Johns Hopkins University; Northwestern University; Wake Forest University; University of Michigan; University of Melbourne,grid.26009.3d; grid.21107.35; grid.16753.36; grid.241167.7; grid.214458.e; grid.1008.9,United States; United States; United States; United States; United States; Australia,Imperial College London; National Institute of Diabetes and Digestive and Kidney Diseases,0,0,,,4,https://journals.physiology.org/doi/pdf/10.1152/ajplung.00152.2020,https://app.dimensions.ai/details/publication/pub.1127349777,0606 Physiology; 11 Medical and Health Sciences; 1116 Medical Physiology; 06 Biological Sciences,,Blank,Blank,2020-05-01
17,pub.1127253148,10.1164/rccm.202005-1516ed,32356668,,Life at the Editorial ‘COVID Frontline’: The ATS Journal Family,Blank,Blank,American Journal of Respiratory and Critical Care Medicine,,,2020-05-01,2020,0,ja,,All OA; Gold,Article,"Chotirmall, Sanjay H; Martinez, Fernando J; Schumacker, Paul T; Cooke, Colin R; Seam, Nitin; Brochard, Laurent; Tighe, Robert M; Levy, Bruce D; Gern, Diane; Wedzicha, Jadwiga A",Blank,"Wedzicha, Jadwiga A (Imperial College London)","Chotirmall, Sanjay H (Nanyang Technological University); Martinez, Fernando J (Cornell University); Schumacker, Paul T (Northwestern University); Cooke, Colin R (University of Michigan); Seam, Nitin (National Institutes of Health); Brochard, Laurent (St. Michael's Hospital; University of Toronto); Tighe, Robert M (); Levy, Bruce D (Brigham and Women's Hospital); Gern, Diane (American Thoracic Society); Wedzicha, Jadwiga A (Imperial College London)",Northwestern University; University of Michigan; Nanyang Technological University; Brigham and Women's Hospital; National Institutes of Health; American Thoracic Society; St. Michael's Hospital; University of Toronto; Imperial College London; Cornell University,grid.16753.36; grid.214458.e; grid.59025.3b; grid.62560.37; grid.94365.3d; grid.422565.2; grid.415502.7; grid.17063.33; grid.7445.2; grid.5386.8,United States; United States; Singapore; United States; United States; United States; Canada; Canada; United Kingdom; United States,,1,1,,,8,http://www.atsjournals.org/doi/pdf/10.1164/rccm.202005-1516ED,https://app.dimensions.ai/details/publication/pub.1127253148,11 Medical and Health Sciences,,Blank,Blank,2020-05-01
17,pub.1125125466,10.1001/jamaoncol.2019.5969,32105290,,Cancer Survivorship—A Call to Action,Blank,Blank,JAMA Oncology,,,2020-05-01,2020,6,5,632-633,Closed,Article,"Baker, Laurence H.",Blank,"Baker, Laurence H. (University of Michigan)","Baker, Laurence H. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,26,,https://app.dimensions.ai/details/publication/pub.1125125466,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1112 Oncology and Carcinogenesis,,Blank,Blank,2020-05-01
16,pub.1127428262,10.12788/jhm.3446,32379022,,Improving Hand Hygiene Adherence in Healthcare Workers Before Patient Contact: A Multimodal Intervention in Four Tertiary Care Hospitals in Japan.,Blank,Blank,Journal of Hospital Medicine,,"Coronavirus Infections; Cross Infection; Guideline Adherence; Hand Disinfection; Hospital Units; Humans; Infectious Disease Transmission, Professional-to-Patient; Pandemics; Pneumonia, Viral; Practice Guidelines as Topic",2020-05-01,2020,15,5,262-267,Closed,Article,"Saitoh, Akihiko; Sato, Kiyomi; Magara, Yoko; Osaki, Kakuei; Narita, Kiyoko; Shioiri, Kumiko; Fowler, Karen E; Ratz, David; Saint, Sanjay",Blank,,"Saitoh, Akihiko (Niigata University); Sato, Kiyomi (); Magara, Yoko (); Osaki, Kakuei (Niigata City General Hospital); Narita, Kiyoko (); Shioiri, Kumiko (Niigata Prefectural Shibata Hospital); Fowler, Karen E (VA Ann Arbor Healthcare System); Ratz, David (VA Ann Arbor Healthcare System); Saint, Sanjay (VA Ann Arbor Healthcare System; University of Michigan)",Niigata City General Hospital; Niigata Prefectural Shibata Hospital; Niigata University; University of Michigan; VA Ann Arbor Healthcare System,grid.416205.4; grid.416211.1; grid.260975.f; grid.214458.e; grid.413800.e,Japan; Japan; Japan; United States; United States,,0,0,,,2,,https://app.dimensions.ai/details/publication/pub.1127428262,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-01
15,pub.1127722149,10.37765/ajmc.2020.42920,32436675,,Expanding coverage for essential care during COVID-19.,Blank,Blank,The American journal of managed care,,"Betacoronavirus; Coronavirus Infections; Health Policy; Humans; Insurance, Health; Pandemics; Pneumonia, Viral; Public Health; United States",2020-05-01,2020,26,5,195-196,All OA; Gold,Article,"Fendrick, A Mark; Shrosbree, Beth",Blank,,"Fendrick, A Mark (University of Michigan); Shrosbree, Beth ()",University of Michigan,grid.214458.e,United States,,0,0,,,,https://ajmc.s3.amazonaws.com/_media/_pdf/AJMC_05_2020_Fendrick.pdf,https://app.dimensions.ai/details/publication/pub.1127722149,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-01
10,pub.1126178897,10.1089/fpsam.2020.0158,32255713,,Maxillofacial Trauma Management During COVID-19: Multidisciplinary Recommendations,Blank,Blank,JAMA Facial Plastic Surgery,,"Consensus; Coronavirus Infections; Disease Transmission, Infectious; Emergency Service, Hospital; Eye Injuries; Facial Injuries; Humans; Maxillofacial Injuries; Nasal Bone; Pandemics; Patient Care Team; Patient Transfer; Pneumonia, Viral; Practice Guidelines as Topic; Referral and Consultation; Soft Tissue Injuries",2020-05-01,2020,22,3,157-159,All OA; Gold,Article,"Edwards, Sean P.; Kasten, Steve; Nelson, Christine; Elner, Vic; McKean, Erin",Blank,"McKean, Erin (University of Michigan; University of Michigan)","Edwards, Sean P. (University of Michigan); Kasten, Steve (University of Michigan); Nelson, Christine (University of Michigan; University of Michigan); Elner, Vic (University of Michigan); McKean, Erin (University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,,4,4,,,2,https://www.liebertpub.com/doi/pdf/10.1089/fpsam.2020.0158,https://app.dimensions.ai/details/publication/pub.1126178897,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-01
8,pub.1126696531,10.1148/rycan.2020204011,,PMC7233388,Transitioning to a New Normal after COVID-19: Preparing to Get Back on Track for Cancer Imaging,Blank,Blank,Radiology Imaging Cancer,,,2020-05-01,2020,2,3,e204011,All OA; Gold,Article,"Luker, Gary D.; Boettcher, Adeline N.",Blank,,"Luker, Gary D. (University of Michigan); Boettcher, Adeline N. (University of Michigan)",University of Michigan,grid.214458.e,United States,,2,2,,,28,https://pubs.rsna.org/doi/pdf/10.1148/rycan.2020204011,https://app.dimensions.ai/details/publication/pub.1126696531,,,Blank,Blank,2020-05-01
6,pub.1127557869,10.1097/sla.0000000000004009,32404665,PMC7268861,COVID-19 - Implications on and of Surgical Practices: Where Do We Draw the Line?,Blank,Blank,Annals of Surgery,,,2020-05-01,2020,Publish Ahead of Print,,,All OA; Gold,Article,"Kumar, Nishant Ganesh; Drolet, Brian C",Blank,,"Kumar, Nishant Ganesh (University of Michigan); Drolet, Brian C (Vanderbilt University Medical Center)",Vanderbilt University Medical Center; University of Michigan,grid.412807.8; grid.214458.e,United States; United States,,0,0,,,,https://journals.lww.com/annalsofsurgery/Citation/9000/COVID_19___Implications_on_and_of_Surgical.94554.aspx,https://app.dimensions.ai/details/publication/pub.1127557869,11 Medical and Health Sciences,,Blank,Blank,2020-05-01
6,pub.1127557854,10.1097/sla.0000000000003970,32404673,,"Surgeons, Surgical Research, and the COVID-19 Pandemic.",Blank,Blank,Annals of Surgery,,,2020-05-01,2020,Publish Ahead of Print,,,Closed,Article,"Chhabra, Karan R; Lillemoe, Keith D",Blank,,"Chhabra, Karan R (Brigham and Women's Hospital; University of Michigan); Lillemoe, Keith D (Massachusetts General Hospital)",University of Michigan; Massachusetts General Hospital; Brigham and Women's Hospital,grid.214458.e; grid.32224.35; grid.62560.37,United States; United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1127557854,11 Medical and Health Sciences,,Blank,Blank,2020-05-01
5,pub.1127557857,10.1097/sla.0000000000003990,32404669,PMC7268836,A Practical Decontamination Framework for COVID-19 Front-line Workers Returning Home.,Blank,Blank,Annals of Surgery,,,2020-05-01,2020,Publish Ahead of Print,,,All OA; Gold,Article,"Harris, Chelsea A; Evan, Heather L; Telem, Dana A",Blank,,"Harris, Chelsea A (University of Maryland, College Park); Evan, Heather L (Medical University of South Carolina); Telem, Dana A (University of Michigan)","University of Michigan; University of Maryland, College Park; Medical University of South Carolina",grid.214458.e; grid.164295.d; grid.259828.c,United States; United States; United States,,0,0,,,,https://journals.lww.com/annalsofsurgery/Citation/9000/A_Practical_Decontamination_Framework_for_COVID_19.94558.aspx,https://app.dimensions.ai/details/publication/pub.1127557857,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-01
3,pub.1126497415,10.1089/tmj.2020.29040.rb,32275485,,"Telemedicine and the COVID-19 Pandemic, Lessons for the Future",Blank,Blank,Telemedicine Journal and e-Health,,"Coronavirus Infections; Forecasting; Humans; Pandemics; Pneumonia, Viral; Telemedicine",2020-05-01,2020,26,5,571-573,All OA; Gold,Article,"Bashshur, Rashid; Doarn, Charles R.; Frenk, Julio M.; Kvedar, Joseph C.; Woolliscroft, James O.",Blank,"Bashshur, Rashid (University of Michigan)","Bashshur, Rashid (University of Michigan); Doarn, Charles R. (University of Cincinnati); Frenk, Julio M. (University of Miami); Kvedar, Joseph C. (); Woolliscroft, James O. (University of Michigan)",University of Cincinnati; University of Miami; University of Michigan,grid.24827.3b; grid.26790.3a; grid.214458.e,United States; United States; United States,,11,11,,,17,https://www.liebertpub.com/doi/pdf/10.1089/tmj.2020.29040.rb,https://app.dimensions.ai/details/publication/pub.1126497415,08 Information and Computing Sciences; 09 Engineering; 11 Medical and Health Sciences; 1117 Public Health and Health Services; 0903 Biomedical Engineering; 0807 Library and Information Studies,,Blank,Blank,2020-05-01
291,pub.1126387222,10.1016/j.jiph.2020.03.019,32340833,PMC7142680,Coronavirus disease 2019 (COVID-19): A literature review,Blank,Blank,Journal of Infection and Public Health,,"Betacoronavirus; Clinical Trials as Topic; Coronavirus Infections; Disease Outbreaks; Humans; Pandemics; Pneumonia, Viral",2020-05,2020,13,5,667-673,All OA; Gold,Article,"Harapan, Harapan; Itoh, Naoya; Yufika, Amanda; Winardi, Wira; Keam, Synat; Te, Heyhpeng; Megawati, Dewi; Hayati, Zinatul; Wagner, Abram L.; Mudatsir, Mudatsir",Blank,"Harapan, Harapan (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University)","Harapan, Harapan (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University); Itoh, Naoya (Shizuoka Cancer Center); Yufika, Amanda (Syiah Kuala University); Winardi, Wira (Syiah Kuala University); Keam, Synat (University of Western Australia); Te, Heyhpeng (Ministry of Health); Megawati, Dewi (Warmadewa University; University of California, Davis); Hayati, Zinatul (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University; Syiah Kuala University); Wagner, Abram L. (University of Michigan); Mudatsir, Mudatsir (Syiah Kuala University; Syiah Kuala University; Syiah Kuala University)","Syiah Kuala University; University of Western Australia; Warmadewa University; University of Michigan; Shizuoka Cancer Center; University of California, Davis; Ministry of Health",grid.440768.9; grid.1012.2; grid.443306.6; grid.214458.e; grid.415797.9; grid.27860.3b; grid.415732.6,Indonesia; Australia; Indonesia; United States; Japan; United States; Cambodia,,10,10,,,52,https://doi.org/10.1016/j.jiph.2020.03.019,https://app.dimensions.ai/details/publication/pub.1126387222,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-05
175,pub.1128091401,10.1016/j.tmaid.2020.101754,32492485,,"Comparison of clinical and epidemiological characteristics of asymptomatic and symptomatic SARS-CoV-2 infection: A multi-center study in Sichuan Province, China",Blank,Blank,Travel Medicine and Infectious Disease,,,2020-05,2020,,,101754,Closed,Article,"Kong, Weifang; Wang, Yuting; Hu, Jinliang; Chughtai, Aamer; Pu, Hong; Hospital, Clinical Research Collaborative Group of Sichuan Provincial People's",Blank,"Wang, Yuting (Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital)","Kong, Weifang (Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital); Wang, Yuting (Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital); Hu, Jinliang (Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital); Chughtai, Aamer (University of Michigan); Pu, Hong (Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital); Hospital, Clinical Research Collaborative Group of Sichuan Provincial People's (Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital; Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital; University of Michigan)",University of Michigan; Sichuan Academy of Medical Sciences & Sichuan Provincial People's Hospital,grid.214458.e; grid.410646.1,United States; China,,0,0,,,9,,https://app.dimensions.ai/details/publication/pub.1128091401,1108 Medical Microbiology; 11 Medical and Health Sciences,,Blank,Blank,2020-05
120,pub.1127615011,10.1016/j.cardfail.2020.05.008,32417380,PMC7224667,Coronavirus Disease 2019 in Heart Transplant Recipients in Southeastern Michigan – Case Series,Blank,Blank,Journal of Cardiac Failure,,,2020-05,2020,,,,All OA; Gold,Article,"Ketcham, Scott W.; Adie, Sarah K.; Malliett, Ashley; Abdul-Aziz, Ahmad A.; Bitar, Abbas; Grafton, Gillian; Konerman, Matthew C.",Blank,"Ketcham, Scott W. (University of Michigan)","Ketcham, Scott W. (University of Michigan); Adie, Sarah K. (University of Michigan); Malliett, Ashley (Henry Ford Health System); Abdul-Aziz, Ahmad A. (University of Michigan); Bitar, Abbas (University of Michigan); Grafton, Gillian (Henry Ford Health System); Konerman, Matthew C. (University of Michigan)",University of Michigan; Henry Ford Health System,grid.214458.e; grid.239864.2,United States; United States,,0,0,,,3,https://doi.org/10.1016/j.cardfail.2020.05.008,https://app.dimensions.ai/details/publication/pub.1127615011,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05
115,pub.1127987530,10.1016/j.tcm.2020.05.004,32474135,PMC7255720,Management of Cardiovascular Disease During Coronavirus Disease (COVID-19) Pandemic,Blank,Blank,Trends in Cardiovascular Medicine,,,2020-05,2020,,,,Closed,Article,"Ganatra, Sarju; Dani, Sourbha S.; Shah, Sachin; Asnani, Aarti; Neilan, Tomas G.; Lenihan, Daniel; Ky, Bonnie; Barac, Ana; Hayek, Salim S.; Leja, Monika; Herrmann, Joerg; Thavendiranathan, Paaladinesh; Fradley, Michael; Bang, Vigyan; Shreyder, Katherine; Parikh, Rohan; Patel, Rushin; Singh, Amitoj; Brar, Simarjeet; Guha, Avirup; Gupta, Dipti; Mascari, Paolo; Patten, Richard; Venesy, David; Nohria, Anju; Resnic, Frederic S.",Blank,"Ganatra, Sarju (Lahey Hospital and Medical Center)","Ganatra, Sarju (Lahey Hospital and Medical Center); Dani, Sourbha S. (Lahey Hospital and Medical Center); Shah, Sachin (Lahey Hospital and Medical Center); Asnani, Aarti (Beth Israel Deaconess Medical Center); Neilan, Tomas G. (Massachusetts General Hospital); Lenihan, Daniel (Washington University in St. Louis); Ky, Bonnie (); Barac, Ana (MedStar Washington Hospital Center); Hayek, Salim S. (University of Michigan); Leja, Monika (University of Michigan); Herrmann, Joerg (Mayo Clinic); Thavendiranathan, Paaladinesh (University of Toronto); Fradley, Michael (University of South Florida); Bang, Vigyan (Lahey Hospital and Medical Center); Shreyder, Katherine (Lahey Hospital and Medical Center); Parikh, Rohan (Lahey Hospital and Medical Center); Patel, Rushin (Lahey Hospital and Medical Center); Singh, Amitoj (Lahey Hospital and Medical Center); Brar, Simarjeet (Lahey Hospital and Medical Center); Guha, Avirup (Case Western Reserve University); Gupta, Dipti (); Mascari, Paolo (Lahey Hospital and Medical Center); Patten, Richard (Lahey Hospital and Medical Center); Venesy, David (Lahey Hospital and Medical Center); Nohria, Anju (Brigham and Women's Hospital); Resnic, Frederic S. (Lahey Hospital and Medical Center)",Washington University in St. Louis; University of Michigan; Case Western Reserve University; Mayo Clinic; University of Toronto; Brigham and Women's Hospital; Massachusetts General Hospital; MedStar Washington Hospital Center; University of South Florida; Beth Israel Deaconess Medical Center; Lahey Hospital and Medical Center,grid.4367.6; grid.214458.e; grid.67105.35; grid.66875.3a; grid.17063.33; grid.62560.37; grid.32224.35; grid.415235.4; grid.170693.a; grid.239395.7; grid.415731.5,United States; United States; United States; United States; Canada; United States; United States; United States; United States; United States; United States,,0,0,,,12,,https://app.dimensions.ai/details/publication/pub.1127987530,1102 Cardiorespiratory Medicine and Haematology; 1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05
112,pub.1127643956,10.1016/s2213-2600(20)30230-7,32422180,PMC7228735,Tracheostomy in the COVID-19 era: global and multidisciplinary guidance,Blank,Blank,The Lancet Respiratory Medicine,,,2020-05,2020,,,,All OA; Gold,Article,"McGrath, Brendan A; Brenner, Michael J; Warrillow, Stephen J; Pandian, Vinciya; Arora, Asit; Cameron, Tanis S; Añon, José Manuel; Martínez, Gonzalo Hernández; Truog, Robert D; Block, Susan D; Lui, Grace C Y; McDonald, Christine; Rassekh, Christopher H; Atkins, Joshua; Qiang, Li; Vergez, Sébastien; Dulguerov, Pavel; Zenk, Johannes; Antonelli, Massimo; Pelosi, Paolo; Walsh, Brian K; Ward, Erin; Shang, You; Gasparini, Stefano; Donati, Abele; Singer, Mervyn; Openshaw, Peter J M; Tolley, Neil; Markel, Howard; Feller-Kopman, David J",Blank,"Feller-Kopman, David J (Johns Hopkins University)","McGrath, Brendan A (Manchester University NHS Foundation Trust; University of Manchester); Brenner, Michael J (University of Michigan); Warrillow, Stephen J (Austin Health); Pandian, Vinciya (Johns Hopkins University); Arora, Asit (Guy's and St Thomas' NHS Foundation Trust); Cameron, Tanis S (Austin Health); Añon, José Manuel (Hospital Universitario La Paz); Martínez, Gonzalo Hernández (Hospital Virgen de la Salud); Truog, Robert D (Harvard University; Boston Children's Hospital); Block, Susan D (); Lui, Grace C Y (Chinese University of Hong Kong); McDonald, Christine (); Rassekh, Christopher H (University of Pennsylvania); Atkins, Joshua (University of Pennsylvania); Qiang, Li (Tongji University); Vergez, Sébastien (Hôpital Rangueil); Dulguerov, Pavel (Hôpital de la Tour); Zenk, Johannes (University Hospital Augsburg); Antonelli, Massimo (Istituti di Ricovero e Cura a Carattere Scientifico); Pelosi, Paolo (University of Genoa); Walsh, Brian K (Liberty University); Ward, Erin (Boston Children's Hospital); Shang, You (Huazhong University of Science and Technology); Gasparini, Stefano (Marche Polytechnic University); Donati, Abele (Marche Polytechnic University); Singer, Mervyn (University College London); Openshaw, Peter J M (Imperial College London); Tolley, Neil (Imperial College Healthcare NHS Trust); Markel, Howard (University of Michigan); Feller-Kopman, David J (Johns Hopkins University)",Hospital Universitario La Paz; Istituti di Ricovero e Cura a Carattere Scientifico; Harvard University; Imperial College Healthcare NHS Trust; Tongji University; Hôpital Rangueil; Imperial College London; University of Michigan; Manchester University NHS Foundation Trust; Guy's and St Thomas' NHS Foundation Trust; Hôpital de la Tour; Marche Polytechnic University; University of Manchester; University Hospital Augsburg; Austin Health; Liberty University; University of Pennsylvania; Hospital Virgen de la Salud; University of Genoa; Johns Hopkins University; Boston Children's Hospital; Huazhong University of Science and Technology; University College London; Chinese University of Hong Kong,grid.81821.32; grid.414603.4; grid.38142.3c; grid.417895.6; grid.24516.34; grid.414295.f; grid.7445.2; grid.214458.e; grid.498924.a; grid.420545.2; grid.413934.8; grid.7010.6; grid.5379.8; grid.419801.5; grid.410678.c; grid.411367.6; grid.25879.31; grid.413514.6; grid.5606.5; grid.21107.35; grid.2515.3; grid.33199.31; grid.83440.3b; grid.10784.3a,Spain; Italy; United States; United Kingdom; China; France; United Kingdom; United States; United Kingdom; United Kingdom; Switzerland; Italy; United Kingdom; Germany; Australia; United States; United States; Spain; Italy; United States; United States; China; United Kingdom; China,,1,1,,,273,https://doi.org/10.1016/s2213-2600(20)30230-7,https://app.dimensions.ai/details/publication/pub.1127643956,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05
103,pub.1127390038,10.1016/j.acra.2020.04.037,32404270,PMC7200341,Most Adaptable to Change,Blank,Blank,Academic Radiology,,,2020-05,2020,,,,All OA; Gold,Article,"Dunnick, N Reed",Blank,"Dunnick, N Reed (University of Michigan)","Dunnick, N Reed (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,https://doi.org/10.1016/j.acra.2020.04.037,https://app.dimensions.ai/details/publication/pub.1127390038,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05
91,pub.1127520414,10.1016/j.athoracsur.2020.05.002,32407853,PMC7215160,Ramping up Delivery of Cardiac Surgery During the COVID-19 Pandemic: A Guidance Statement from The Society of Thoracic Surgeons COVID-19 Task Force,Blank,Blank,The Annals of Thoracic Surgery,,,2020-05,2020,,,,All OA; Gold,Article,"Engelman, Daniel T.; Lother, Sylvain; George, Isaac; Ailawadi, Gorav; Atluri, Pavan; Grant, Michael C.; Haft, Jonathan W.; Hassan, Ansar; Legare, Jean-Francois; Whitman, Glenn; Arora, Rakesh C.; Surgery, Society of Thoracic Surgeons COVID-19 Task Force and Workforce for Adult Cardiac and Vascular",Blank,"Engelman, Daniel T. (Baystate Health)","Engelman, Daniel T. (Baystate Health); Lother, Sylvain (University of Manitoba); George, Isaac (NewYork–Presbyterian Hospital); Ailawadi, Gorav (University of Virginia); Atluri, Pavan (University of Pennsylvania); Grant, Michael C. (Johns Hopkins University); Haft, Jonathan W. (University of Michigan); Hassan, Ansar (Horizon Health Network); Legare, Jean-Francois (Horizon Health Network); Whitman, Glenn (Johns Hopkins University); Arora, Rakesh C. (University of Manitoba; St. Boniface General Hospital); Surgery, Society of Thoracic Surgeons COVID-19 Task Force and Workforce for Adult Cardiac and Vascular (Baystate Health; University of Manitoba; NewYork–Presbyterian Hospital; University of Virginia; University of Pennsylvania; Johns Hopkins University; University of Michigan; Horizon Health Network; Johns Hopkins University; University of Manitoba; St. Boniface General Hospital)",University of Virginia; University of Pennsylvania; University of Michigan; Horizon Health Network; University of Manitoba; St. Boniface General Hospital; Baystate Health; Johns Hopkins University; NewYork–Presbyterian Hospital,grid.27755.32; grid.25879.31; grid.214458.e; grid.428748.5; grid.21613.37; grid.416356.3; grid.476946.e; grid.21107.35; grid.413734.6,United States; United States; United States; Canada; Canada; Canada; United States; United States; United States,,0,0,,,5,https://doi.org/10.1016/j.athoracsur.2020.05.002,https://app.dimensions.ai/details/publication/pub.1127520414,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05
72,pub.1127340881,10.1016/j.eururo.2020.04.063,32414626,PMC7196384,Risks from Deferring Treatment for Genitourinary Cancers: A Collaborative Review to Aid Triage and Management During the COVID-19 Pandemic,Blank,Blank,European Urology,,,2020-05,2020,,,,All OA; Gold,Article,"Wallis, Christopher J.D.; Novara, Giacomo; Marandino, Laura; Bex, Axel; Kamat, Ashish M.; Karnes, R. Jeffrey; Morgan, Todd M.; Mottet, Nicolas; Gillessen, Silke; Bossi, Alberto; Roupret, Morgan; Powles, Thomas; Necchi, Andrea; Catto, James W.F.; Klaassen, Zachary",Blank,"Catto, James W.F. (University of Sheffield)","Wallis, Christopher J.D. (Vanderbilt University Medical Center); Novara, Giacomo (University of Padua); Marandino, Laura (Istituto Nazionale dei Tumori); Bex, Axel (Royal Free London NHS Foundation Trust); Kamat, Ashish M. (The University of Texas MD Anderson Cancer Center); Karnes, R. Jeffrey (Mayo Clinic); Morgan, Todd M. (University of Michigan); Mottet, Nicolas (Hôpital Nord); Gillessen, Silke (Institute of Oncology Research; University of Italian Switzerland); Bossi, Alberto (Institut Gustave Roussy); Roupret, Morgan (); Powles, Thomas (Queen Mary University of London); Necchi, Andrea (Istituto Nazionale dei Tumori); Catto, James W.F. (University of Sheffield); Klaassen, Zachary (Augusta University)",Institut Gustave Roussy; University of Michigan; The University of Texas MD Anderson Cancer Center; Queen Mary University of London; Royal Free London NHS Foundation Trust; Vanderbilt University Medical Center; Hôpital Nord; University of Padua; Mayo Clinic; Istituto Nazionale dei Tumori; University of Italian Switzerland; Augusta University; University of Sheffield; Institute of Oncology Research,grid.14925.3b; grid.214458.e; grid.240145.6; grid.4868.2; grid.437485.9; grid.412807.8; grid.414244.3; grid.5608.b; grid.66875.3a; grid.417893.0; grid.29078.34; grid.410427.4; grid.11835.3e; grid.419922.5,France; United States; United States; United Kingdom; United Kingdom; United States; France; Italy; United States; Italy; Switzerland; United States; United Kingdom; Switzerland,,2,2,,,30,https://doi.org/10.1016/j.eururo.2020.04.063,https://app.dimensions.ai/details/publication/pub.1127340881,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences; 1112 Oncology and Carcinogenesis,,Blank,Blank,2020-05
61,pub.1126271841,10.1002/phar.2394,32267979,PMC7262068,COVID‐19: The Uninvited Guest in the Intensive Care Unit — Implications for Pharmacotherapy,Blank,Blank,Pharmacotherapy The Journal of Human Pharmacology and Drug Therapy,,"Antiviral Agents; Betacoronavirus; Clinical Trials as Topic; Coronavirus Infections; Glucocorticoids; Humans; Immunomodulation; Intensive Care Units; Pandemics; Pneumonia, Viral",2020-05,2020,40,5,382-386,All OA; Gold,Article,"Stringer, Kathleen A.; Puskarich, Michael A.; Kenes, Michael T.; Dickson, Robert P.",Blank,,"Stringer, Kathleen A. (University of Michigan; University of Michigan; University of Michigan); Puskarich, Michael A. (University of Minnesota; Hennepin County Medical Center); Kenes, Michael T. (University of Michigan); Dickson, Robert P. (University of Michigan; University of Michigan)",University of Michigan; University of Minnesota; Hennepin County Medical Center,grid.214458.e; grid.17635.36; grid.414021.2,United States; United States; United States,,1,1,,,15,https://accpjournals.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/phar.2394,https://app.dimensions.ai/details/publication/pub.1126271841,11 Medical and Health Sciences; 1115 Pharmacology and Pharmaceutical Sciences,,Blank,Blank,2020-05
