Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
163,pub.1126372956,10.1093/jpids/piaa037,32314790,PMC7188130,What’s New With the Old Coronaviruses?,Blank,Blank,Journal of the Pediatric Infectious Diseases Society,,Child; Comorbidity; Coronavirus; Coronavirus Infections; Humans; Immunocompromised Host; Middle East Respiratory Syndrome Coronavirus; Pediatrics; Respiratory Tract Infections; Severe Acute Respiratory Syndrome; Virus Shedding,2020-04-30,2020,9,2,210-217,All OA; Gold,Article,"Ogimi, Chikara; Kim, Yae Jean; Martin, Emily T; Huh, Hee Jae; Chiu, Cheng-Hsun; Englund, Janet A",Blank,,"Ogimi, Chikara (University of Washington); Kim, Yae Jean (); Martin, Emily T (University of Michigan); Huh, Hee Jae (); Chiu, Cheng-Hsun (); Englund, Janet A (University of Washington)",University of Washington; University of Michigan,grid.34477.33; grid.214458.e,United States; United States,National Institute of Allergy and Infectious Diseases,3,3,,,3,https://academic.oup.com/jpids/article-pdf/9/2/210/33149353/piaa037.pdf,https://app.dimensions.ai/details/publication/pub.1126372956,1108 Medical Microbiology; 11 Medical and Health Sciences,,Blank,Blank,2020-04-30
23,pub.1127260549,10.1007/s10461-020-02896-0,32356031,PMC7190803,Prioritizing Community Partners and Community HIV Workers in the COVID-19 Pandemic,Blank,Blank,AIDS and Behavior,,,2020-04-30,2020,,,1-3,All OA; Gold,Article,"Operario, Don; King, Elizabeth J.; Gamarel, Kristi E.",Blank,"Operario, Don (Brown University)","Operario, Don (Brown University); King, Elizabeth J. (University of Michigan); Gamarel, Kristi E. (University of Michigan)",Brown University; University of Michigan,grid.40263.33; grid.214458.e,United States; United States,National Institute of Mental Health,1,1,,,5,https://link.springer.com/content/pdf/10.1007/s10461-020-02896-0.pdf,https://app.dimensions.ai/details/publication/pub.1127260549,16 Studies in Human Society; 1117 Public Health and Health Services; 1607 Social Work; 11 Medical and Health Sciences,,Blank,Blank,2020-04-30
22,pub.1127252391,10.1101/2020.04.28.20084038,,,Validation of N95 filtering facepiece respirator decontamination methods available at a large university hospital,Blank,Blank,medRxiv,,,2020-04-30,2020,,,2020.04.28.20084038,"All OA; Green, Published",Article,"Wigginton, Krista R.; Arts, Peter J.; Clack, Herek; Fitzsimmons, William J; Gamba, Mirko; Harrison, Katherine R.; LeBar, William; Lauring, Adam S.; Li, Lucinda; Roberts, William W.; Rockey, Nicole; Torreblanca, Jania; Young, Carol; Anderegg, Loïc C.; Cohn, Amy; Doyle, John M.; Meisenhelder, Cole O.; Raskin, Lutgarde; Love, Nancy G; Kaye, Keith S.",Blank,,"Wigginton, Krista R. (University of Michigan); Arts, Peter J. (University of Michigan); Clack, Herek (University of Michigan); Fitzsimmons, William J (University of Michigan); Gamba, Mirko (University of Michigan); Harrison, Katherine R. (University of Michigan); LeBar, William (University of Michigan); Lauring, Adam S. (University of Michigan); Li, Lucinda (University of Michigan); Roberts, William W. (University of Michigan); Rockey, Nicole (University of Michigan); Torreblanca, Jania (University of Michigan); Young, Carol (University of Michigan); Anderegg, Loïc C. (Harvard University); Cohn, Amy (University of Michigan); Doyle, John M. (Harvard University); Meisenhelder, Cole O. (Harvard University); Raskin, Lutgarde (University of Michigan); Love, Nancy G (University of Michigan); Kaye, Keith S. (University of Michigan)",Harvard University; University of Michigan,grid.38142.3c; grid.214458.e,United States; United States,,3,3,,,40,https://www.medrxiv.org/content/medrxiv/early/2020/04/30/2020.04.28.20084038.full.pdf,https://app.dimensions.ai/details/publication/pub.1127252391,0605 Microbiology; 06 Biological Sciences,,Blank,Blank,2020-04-30
7,pub.1127357936,10.1097/mpg.0000000000002768,32369320,PMC7273936,Impact of COVID-19 on Pediatric Gastroenterology Fellow Training in North America.,Blank,Blank,Journal of Pediatric Gastroenterology and Nutrition,,"Betacoronavirus; Coronavirus Infections; Education, Medical, Graduate; Fellowships and Scholarships; Gastroenterology; Humans; North America; Pandemics; Pediatrics; Pneumonia, Viral; Societies, Medical; Surveys and Questionnaires; Telemedicine",2020-04-30,2020,71,1,6-11,All OA; Gold,Article,"Mallon, Daniel; Pohl, John F; Phatak, Uma P; Fernandes, Melissa; Rosen, John M; Lusman, Sarah S; Nylund, Cade M; Jump, Candi S; Solomon, Aliza B; Srinath, Arvind; Singer, Andrew; Harb, Rula; Rodriguez-Baez, Norberto; Whitfield Van Buren, Kristin L; Koyfman, Shifra; Bhatt, Riha; Soler-Rodriguez, Dellys M; Sivagnanam, Mamata; Lee, Christine K",Blank,,"Mallon, Daniel (University of Cincinnati); Pohl, John F (University of Utah); Phatak, Uma P (Yale University); Fernandes, Melissa (Connecticut Children's Medical Center); Rosen, John M (); Lusman, Sarah S (Columbia University Medical Center); Nylund, Cade M (Uniformed Services University of the Health Sciences); Jump, Candi S (Medical University of South Carolina); Solomon, Aliza B (Cornell University); Srinath, Arvind (Children's Hospital of Pittsburgh); Singer, Andrew (University of Michigan); Harb, Rula (Children's Hospital of Los Angeles); Rodriguez-Baez, Norberto (The University of Texas Southwestern Medical Center); Whitfield Van Buren, Kristin L (Texas Children's Hospital); Koyfman, Shifra (Miami Children's Hospital); Bhatt, Riha (); Soler-Rodriguez, Dellys M (Emory University); Sivagnanam, Mamata (University of California, San Diego); Lee, Christine K (Boston Children's Hospital)","University of Michigan; University of Cincinnati; Miami Children's Hospital; Uniformed Services University of the Health Sciences; Boston Children's Hospital; Texas Children's Hospital; Cornell University; Emory University; Children's Hospital of Los Angeles; University of Utah; Columbia University Medical Center; Children's Hospital of Pittsburgh; Yale University; Connecticut Children's Medical Center; Medical University of South Carolina; University of California, San Diego; The University of Texas Southwestern Medical Center",grid.214458.e; grid.24827.3b; grid.415486.a; grid.265436.0; grid.2515.3; grid.416975.8; grid.5386.8; grid.189967.8; grid.239546.f; grid.223827.e; grid.239585.0; grid.239553.b; grid.47100.32; grid.414666.7; grid.259828.c; grid.266100.3; grid.267313.2,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,9,https://pdfs.journals.lww.com/jpgn/2020/07000/Impact_of_COVID_19_on_Pediatric_Gastroenterology.5.pdf?token=method|ExpireAbsolute;source|Journals;ttl|1593444055679;payload|mY8D3u1TCCsNvP5E421JYK6N6XICDamxByyYpaNzk7FKjTaa1Yz22MivkHZqjGP4kdS2v0J76WGAnHACH69s21Csk0OpQi3YbjEMdSoz2UhVybFqQxA7lKwSUlA502zQZr96TQRwhVlocEp/sJ586aVbcBFlltKNKo+tbuMfL73hiPqJliudqs17cHeLcLbV/CqjlP3IO0jGHlHQtJWcICDdAyGJMnpi6RlbEJaRheGeh5z5uvqz3FLHgPKVXJzdPv55KAj9Koc5zEbPiwepCaj8wvrtAkQ74pYBKVh1/bk=;hash|ppLZOV1U/Z4K2rTsyLamgw==,https://app.dimensions.ai/details/publication/pub.1127357936,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-30
2,pub.1127303139,10.21203/rs.3.rs-24633/v1,,,Automated custom-fitted 3D-printed masks using free software and face scans,Blank,Blank,Research Square,,,2020-04-30,2020,,,,"All OA; Green, Published",Preprint,"Sammut, Edward J; Yeap, Yin Chien; Yeap, Jonathan Quan-Hui; Mendonca, Gustavo; Cortes, Arthur Rodriguez Gonzalez",Blank,,"Sammut, Edward J (University of Malta); Yeap, Yin Chien (University of Malta); Yeap, Jonathan Quan-Hui (University of Malta); Mendonca, Gustavo (University of Michigan); Cortes, Arthur Rodriguez Gonzalez (University of Malta)",University of Michigan; University of Malta,grid.214458.e; grid.4462.4,United States; Malta,,0,0,,,,https://www.researchsquare.com/article/rs-24633/v1.pdf,https://app.dimensions.ai/details/publication/pub.1127303139,08 Information and Computing Sciences; 0806 Information Systems,,Blank,Blank,2020-04-30
1,pub.1127255211,10.1136/leader-2020-000264,,,"10 minutes with Sanjay Saint, Chief of Medicine, Veterans Administration Ann Arbor Healthcare System, Michigan, USA",Blank,Blank,BMJ Leader,,,2020-04-30,2020,,,leader-2020-000264,All OA; Gold,Article,"Saint, Sanjay; Berendt, Anthony Robert",Blank,"Berendt, Anthony Robert ","Saint, Sanjay (VA Ann Arbor Healthcare System); Berendt, Anthony Robert ()",VA Ann Arbor Healthcare System,grid.413800.e,United States,,0,0,,,39,https://bmjleader.bmj.com/content/leader/early/2020/04/30/leader-2020-000264.full.pdf,https://app.dimensions.ai/details/publication/pub.1127255211,,3 Good Health and Well Being,Blank,Blank,2020-04-30
70,pub.1127248258,10.1101/2020.04.23.20077545,32511588,,Influence of socio-ecological factors on COVID-19 risk: a cross-sectional study based on 178 countries/regions worldwide,Blank,Blank,medRxiv,,,2020-04-29,2020,,,2020.04.23.20077545,"All OA; Green, Published",Article,"Su, Dai; Chen, Yingchun; He, Kevin; Zhang, Tao; Tan, Min; Zhang, Yunfan; Zhang, Xingyu",Blank,,"Su, Dai (Huazhong University of Science and Technology); Chen, Yingchun (Huazhong University of Science and Technology); He, Kevin (University of Michigan); Zhang, Tao (Sichuan University); Tan, Min (Huazhong University of Science and Technology); Zhang, Yunfan (Huazhong University of Science and Technology); Zhang, Xingyu (University of Michigan)",Sichuan University; Huazhong University of Science and Technology; University of Michigan,grid.13291.38; grid.33199.31; grid.214458.e,China; China; United States,,0,0,,,2,https://www.medrxiv.org/content/medrxiv/early/2020/05/04/2020.04.23.20077545.full.pdf,https://app.dimensions.ai/details/publication/pub.1127248258,1402 Applied Economics; 14 Economics,,Blank,Blank,2020-04-29
8,pub.1127237932,10.1101/2020.04.24.20079012,32511650,,Evaluating a Widely Implemented Proprietary Deterioration Index Model Among Hospitalized COVID-19 Patients,Blank,Blank,medRxiv,,,2020-04-29,2020,,,2020.04.24.20079012,"All OA; Green, Published",Article,"Singh, Karandeep; Valley, Thomas S.; Tang, Shengpu; Li, Benjamin Y.; Kamran, Fahad; Sjoding, Michael W.; Wiens, Jenna; Otles, Erkin; Donnelly, John P.; Wei, Melissa Y.; McBride, Jonathon P.; Cao, Jie; Penoza, Carleen; Ayanian, John Z.; Nallamothu, Brahmajee K.",Blank,,"Singh, Karandeep (University of Michigan); Valley, Thomas S. (University of Michigan); Tang, Shengpu (); Li, Benjamin Y. (); Kamran, Fahad (); Sjoding, Michael W. (University of Michigan); Wiens, Jenna (); Otles, Erkin (); Donnelly, John P. (University of Michigan); Wei, Melissa Y. (University of Michigan); McBride, Jonathon P. (University of Michigan); Cao, Jie (University of Michigan); Penoza, Carleen (University of Michigan); Ayanian, John Z. (University of Michigan); Nallamothu, Brahmajee K. (University of Michigan)",University of Michigan,grid.214458.e,United States,,2,2,,,54,https://www.medrxiv.org/content/medrxiv/early/2020/04/29/2020.04.24.20079012.full.pdf,https://app.dimensions.ai/details/publication/pub.1127237932,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-29
3,pub.1127244573,10.1101/2020.04.24.20078907,,,Pneumask: Modified Full-Face Snorkel Masks as Reusable Personal Protective Equipment for Hospital Personnel,Blank,Blank,medRxiv,,,2020-04-29,2020,,,2020.04.24.20078907,"All OA; Green, Published",Article,"Kroo, Laurel; Kothari, Anesta; Hannebelle, Melanie; Herring, George; Pollina, Thibaut; Chang, Ray; Banavar, Samhita P.; Flaum, Elliot; Soto-Montoya, Hazel; Li, Hongquan; Combes, Kyle; Pan, Emma; Vu, Khang; Yen, Kelly; Dale, James; Kolbay, Patrick; Ellgas, Simon; Konte, Rebecca; Hajian, Rozhin; Zhong, Grace; Jacobs, Noah; Jain, Amit; Kober, Filip; Ayala, Gerry; Allinne, Quentin; Cucinelli, Nicholas; Kasper, Dave; Borroni, Luca; Gerber, Patrick; Venook, Ross; Baek, Peter; Arora, Nitin; Wagner, Philip; Miki, Roberto; Kohn, Jocelyne; Bitran, David Kohn; Pearson, John; Herrera, Cristian Muniz; Prakash, Manu",Blank,,"Kroo, Laurel (Stanford University); Kothari, Anesta (Stanford University); Hannebelle, Melanie (Swiss Federal Institute of Technology in Lausanne); Herring, George (Stanford University); Pollina, Thibaut (Stanford University); Chang, Ray (Stanford University); Banavar, Samhita P. (Stanford University); Flaum, Elliot (Stanford University); Soto-Montoya, Hazel (Stanford University); Li, Hongquan (Stanford University); Combes, Kyle (); Pan, Emma (); Vu, Khang (); Yen, Kelly (); Dale, James (); Kolbay, Patrick (University of Utah); Ellgas, Simon (); Konte, Rebecca (Stanford University); Hajian, Rozhin (Harvard University); Zhong, Grace (Stanford University); Jacobs, Noah (); Jain, Amit (); Kober, Filip (); Ayala, Gerry (); Allinne, Quentin (); Cucinelli, Nicholas (University of Michigan); Kasper, Dave (); Borroni, Luca (); Gerber, Patrick (Swiss Federal Institute of Technology in Lausanne); Venook, Ross (Stanford University); Baek, Peter (); Arora, Nitin (University of Alabama at Birmingham); Wagner, Philip (Hospital for Special Surgery); Miki, Roberto (); Kohn, Jocelyne (); Bitran, David Kohn (); Pearson, John (University of Utah); Herrera, Cristian Muniz (); Prakash, Manu (Stanford University)",Stanford University; Hospital for Special Surgery; University of Alabama at Birmingham; University of Michigan; Swiss Federal Institute of Technology in Lausanne; Harvard University; University of Utah,grid.168010.e; grid.239915.5; grid.265892.2; grid.214458.e; grid.5333.6; grid.38142.3c; grid.223827.e,United States; United States; United States; United States; Switzerland; United States; United States,,2,2,,,33,https://www.medrxiv.org/content/medrxiv/early/2020/04/29/2020.04.24.20078907.full.pdf,https://app.dimensions.ai/details/publication/pub.1127244573,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-29
39,pub.1127262388,10.1097/acm.0000000000003478,32349014,PMC7202103,Medical Students Are Not Essential Workers: Examining Institutional Responsibility During the COVID-19 Pandemic.,Blank,Blank,Academic Medicine,,,2020-04-28,2020,Publish Ahead of Print,,,All OA; Gold,Article,"Menon, Anitha; Klein, Edwin J.; Kollars, Kate; Kleinhenz, Alissa L.W.",Blank,,"Menon, Anitha (University of Michigan); Klein, Edwin J. (University of Michigan); Kollars, Kate (University of Michigan); Kleinhenz, Alissa L.W. (University of Michigan)",University of Michigan,grid.214458.e,United States,,1,1,,,5,https://journals.lww.com/academicmedicine/Abstract/9000/Medical_Students_Are_Not_Essential_Workers_.97192.aspx,https://app.dimensions.ai/details/publication/pub.1127262388,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-28
11,pub.1127170924,10.1007/s10461-020-02893-3,32347403,PMC7186186,COVID-19 Pandemic Disrupts HIV Continuum of Care and Prevention: Implications for Research and Practice Concerning Community-Based Organizations and Frontline Providers,Blank,Blank,AIDS and Behavior,,,2020-04-28,2020,,,1-4,All OA; Gold,Article,"Pinto, Rogério M.; Park, Sunggeun",Blank,"Park, Sunggeun (University of Michigan)","Pinto, Rogério M. (University of Michigan); Park, Sunggeun (University of Michigan)",University of Michigan,grid.214458.e,United States,,3,3,,,5,https://link.springer.com/content/pdf/10.1007/s10461-020-02893-3.pdf,https://app.dimensions.ai/details/publication/pub.1127170924,16 Studies in Human Society; 1117 Public Health and Health Services; 1607 Social Work; 11 Medical and Health Sciences,,Blank,Blank,2020-04-28
9,pub.1127151875,10.1101/2020.04.22.20076190,,,"Characterizing clinical progression of COVID-19 among patients in Shenzhen, China: an observational cohort study",Blank,Blank,medRxiv,,,2020-04-27,2020,,,2020.04.22.20076190,"All OA; Green, Published",Article,"Bi, Qifang; Hong, Chengcheng; Meng, Juan; Wu, Zhenke; Zhou, Pengzheng; Ye, Chenfei; Sun, Binbin; Kucirka, Lauren M; Azman, Andrew S; Wang, Tong; Chen, Jiancong; Wang, Zhaoqin; Liu, Lei; Lessler, Justin; Edwards, Jessie K; Ma, Ting; Zhang, Guoliang",Blank,,"Bi, Qifang (Johns Hopkins University); Hong, Chengcheng (Harbin Institute of Technology); Meng, Juan (Southern University of Science and Technology); Wu, Zhenke (University of Michigan); Zhou, Pengzheng (); Ye, Chenfei (); Sun, Binbin (Harbin Institute of Technology); Kucirka, Lauren M (Johns Hopkins University); Azman, Andrew S (Johns Hopkins University); Wang, Tong (Harbin Institute of Technology); Chen, Jiancong (); Wang, Zhaoqin (Southern University of Science and Technology); Liu, Lei (Southern University of Science and Technology); Lessler, Justin (Johns Hopkins University); Edwards, Jessie K (University of North Carolina at Chapel Hill); Ma, Ting (Harbin Institute of Technology); Zhang, Guoliang (Southern University of Science and Technology)",Southern University of Science and Technology; Harbin Institute of Technology; Johns Hopkins University; University of North Carolina at Chapel Hill; University of Michigan,grid.263817.9; grid.19373.3f; grid.21107.35; grid.10698.36; grid.214458.e,China; China; United States; United States; United States,,0,0,,,20,https://www.medrxiv.org/content/medrxiv/early/2020/05/13/2020.04.22.20076190.full.pdf,https://app.dimensions.ai/details/publication/pub.1127151875,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-27
9,pub.1128930061,10.2196/19667,32614776,,Un-Muting Medical Student Education: Utilizing Telemedicine During the COVID-19 Pandemic and Beyond.,Blank,Blank,Journal of Medical Internet Research,,,2020-04-27,2020,,,,All OA; Gold,Article,"Iancu, Ariella Magen; Kemp, Michael Thomas; Alam, Hasan Badre",Blank,,"Iancu, Ariella Magen (University of Michigan); Kemp, Michael Thomas (University of Michigan); Alam, Hasan Badre (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,1,https://doi.org/10.2196/19667,https://app.dimensions.ai/details/publication/pub.1128930061,08 Information and Computing Sciences; 17 Psychology and Cognitive Sciences; 11 Medical and Health Sciences,,Blank,Blank,2020-04-27
3,pub.1127148394,10.1101/2020.04.22.20069781,,,Inequality in acute respiratory infection outcomes in the United States: A review of the literature and its implications for public health policy and practice.,Blank,Blank,medRxiv,,,2020-04-26,2020,,,2020.04.22.20069781,"All OA; Green, Published",Article,"Moran, Elizabeth; Kubale, John; Noppert, Grace; Malosh, Ryan E; Zelner, Jon L",Blank,,"Moran, Elizabeth (University of Michigan); Kubale, John (University of Michigan); Noppert, Grace (); Malosh, Ryan E (University of Michigan); Zelner, Jon L (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,2,https://www.medrxiv.org/content/medrxiv/early/2020/04/26/2020.04.22.20069781.full.pdf,https://app.dimensions.ai/details/publication/pub.1127148394,1117 Public Health and Health Services; 11 Medical and Health Sciences,10 Reduced Inequalities,Blank,Blank,2020-04-26
5,pub.1125951888,10.1002/aet2.10450,,,In Crisis: Medical Students in the COVID‐19 Pandemic,Blank,Blank,AEM Education and Training,,,2020-04-25,2020,,,,All OA; Gold,Article,"Khamees, Deena; Brown, Charles A.; Arribas, Miguel; Murphey, Annie C.; Haas, Mary R. C.; House, Joseph B.",Blank,,"Khamees, Deena (University of Michigan); Brown, Charles A. (University of Michigan); Arribas, Miguel (University of Michigan); Murphey, Annie C. (); Haas, Mary R. C. (University of Michigan); House, Joseph B. (University of Michigan)",University of Michigan,grid.214458.e,United States,,1,1,,,8,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/aet2.10450,https://app.dimensions.ai/details/publication/pub.1125951888,,,Blank,Blank,2020-04-25
2,pub.1127143056,10.1007/s00134-020-06042-1,32335703,PMC7183391,ICU beds: less is more? Yes,Blank,Blank,Intensive Care Medicine,,,2020-04-25,2020,,,1-3,All OA; Gold,Article,"Valley, Thomas S.; Noritomi, Danilo T.",Blank,"Valley, Thomas S. (University of Michigan; University of Michigan; University of Michigan)","Valley, Thomas S. (University of Michigan; University of Michigan; University of Michigan); Noritomi, Danilo T. (Albert Einstein Israelite Hospital)",Albert Einstein Israelite Hospital; University of Michigan,grid.413562.7; grid.214458.e,Brazil; United States,National Heart Lung and Blood Institute,2,2,,,73,https://link.springer.com/content/pdf/10.1007/s00134-020-06042-1.pdf,https://app.dimensions.ai/details/publication/pub.1127143056,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04-25
77,pub.1126925966,10.1172/jci.insight.138999,32329756,PMC7308057,Neutrophil extracellular traps in COVID-19,Blank,Blank,JCI Insight,,"Adult; Aged; Aged, 80 and over; C-Reactive Protein; Case-Control Studies; Cell-Free Nucleic Acids; Citrullination; Coronavirus Infections; Extracellular Traps; Female; Fibrin Fibrinogen Degradation Products; Histones; Humans; In Vitro Techniques; L-Lactate Dehydrogenase; Lymphocyte Count; Male; Middle Aged; Neutrophils; Pandemics; Peroxidase; Platelet Count; Pneumonia, Viral; Respiration, Artificial; Severity of Illness Index",2020-04-24,2020,5,11,,All OA; Gold,Article,"Zuo, Yu; Yalavarthi, Srilakshmi; Shi, Hui; Gockman, Kelsey; Zuo, Melanie; Madison, Jacqueline A; Blair, Christopher; Weber, Andrew; Barnes, Betsy J; Egeblad, Mikala; Woods, Robert J; Kanthi, Yogendra; Knight, Jason S",Blank,"Knight, Jason S (University of Michigan)","Zuo, Yu (University of Michigan); Yalavarthi, Srilakshmi (University of Michigan); Shi, Hui (University of Michigan; Shanghai Jiao Tong University); Gockman, Kelsey (University of Michigan); Zuo, Melanie (); Madison, Jacqueline A (University of Michigan); Blair, Christopher (University of Michigan); Weber, Andrew (Northwell Health); Barnes, Betsy J (Hofstra University); Egeblad, Mikala (Cold Spring Harbor Laboratory); Woods, Robert J (University of Michigan); Kanthi, Yogendra (University of Michigan; VA Ann Arbor Healthcare System); Knight, Jason S (University of Michigan)",Hofstra University; Shanghai Jiao Tong University; VA Ann Arbor Healthcare System; Cold Spring Harbor Laboratory; Northwell Health; University of Michigan,grid.257060.6; grid.16821.3c; grid.413800.e; grid.225279.9; grid.416477.7; grid.214458.e,United States; China; United States; United States; United States; United States,National Heart Lung and Blood Institute; Wellcome Trust,39,39,,,185,http://insight.jci.org/articles/view/138999/files/pdf,https://app.dimensions.ai/details/publication/pub.1126925966,0601 Biochemistry and Cell Biology; 06 Biological Sciences,,Blank,Blank,2020-04-24
208,pub.1126935525,10.2807/1560-7917.es.2020.25.16.2000421,32347204,PMC7189648,"Serological assays for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), March 2020",Blank,Blank,Eurosurveillance,,"Adolescent; Adult; Aged; Animals; Betacoronavirus; Chlorocebus aethiops; Clinical Laboratory Techniques; Coronavirus Infections; Enzyme-Linked Immunosorbent Assay; Female; Humans; Male; Middle Aged; Neutralization Tests; Pandemics; Pneumonia, Viral; Real-Time Polymerase Chain Reaction; Seroepidemiologic Studies; Serologic Tests; Spike Glycoprotein, Coronavirus; Vero Cells; Young Adult",2020-04-23,2020,25,16,2000421,All OA; Gold,Article,"Perera, Ranawaka APM; Mok, Chris KP; Tsang, Owen TY; Lv, Huibin; Ko, Ronald LW; Wu, Nicholas C; Yuan, Meng; Leung, Wai Shing; Chan, Jacky MC; Chik, Thomas SH; Choi, Chris YC; Leung, Kathy; Chan, Kin Ho; Chan, Karl CK; Li, Ka-Chi; Wu, Joseph T; Wilson, Ian A; Monto, Arnold S; Poon, Leo LM; Peiris, Malik",Blank,,"Perera, Ranawaka APM (University of Hong Kong); Mok, Chris KP (University of Hong Kong); Tsang, Owen TY (Princess Margaret Hospital); Lv, Huibin (University of Hong Kong); Ko, Ronald LW (University of Hong Kong); Wu, Nicholas C (Scripps Research Institute); Yuan, Meng (Scripps Research Institute); Leung, Wai Shing (Princess Margaret Hospital); Chan, Jacky MC (Princess Margaret Hospital); Chik, Thomas SH (Princess Margaret Hospital); Choi, Chris YC (Princess Margaret Hospital); Leung, Kathy (University of Hong Kong); Chan, Kin Ho (University of Hong Kong); Chan, Karl CK (University of Hong Kong); Li, Ka-Chi (University of Hong Kong); Wu, Joseph T (University of Hong Kong); Wilson, Ian A (Scripps Research Institute; Scripps Research Institute); Monto, Arnold S (University of Michigan); Poon, Leo LM (University of Hong Kong); Peiris, Malik (University of Hong Kong; University of Hong Kong)",University of Hong Kong; Princess Margaret Hospital; University of Michigan; Scripps Research Institute,grid.194645.b; grid.415229.9; grid.214458.e; grid.214007.0,China; China; United States; United States,National Institute of Allergy and Infectious Diseases; Bill & Melinda Gates Foundation,30,30,,,20,https://www.eurosurveillance.org/deliver/fulltext/eurosurveillance/25/16/eurosurv-25-16-3.pdf?itemId=/content/10.2807/1560-7917.ES.2020.25.16.2000421&mimeType=pdf&containerItemId=content/eurosurveillance,https://app.dimensions.ai/details/publication/pub.1126935525,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-04-23
0,pub.1126865587,10.1093/cid/ciaa465,32322889,,Outbreaks of adenovirus-associated respiratory illness on five college campuses in the United States,Blank,Blank,Clinical Infectious Diseases,,,2020-04-23,2020,,,,All OA; Gold,Article,"Kujawski, Stephanie A; Lu, Xiaoyan; Schneider, Eileen; Blythe, David; Boktor, Sameh; Farrehi, Janice; Haupt, Thomas; McBride, David; Stephens, Emily; Sakthivel, Senthilkumar K; Bachaus, Brian; Waller, Kirsten; Bauman, Laura; Marconi, Agustina; Lewis, Rebecca; Dettinger, Lisa; Ernst, Robert; Kinsey, William; Lindstrom, Stephen; Gerber, Susan I; Watson, John T; Biggs, Holly M",Blank,,"Kujawski, Stephanie A (National Center for Immunization and Respiratory Diseases; Centers for Disease Control and Prevention); Lu, Xiaoyan (National Center for Immunization and Respiratory Diseases); Schneider, Eileen (National Center for Immunization and Respiratory Diseases); Blythe, David (Maryland Department of Health); Boktor, Sameh (Pennsylvania Department of Health); Farrehi, Janice (University of Michigan); Haupt, Thomas (Wisconsin Department of Health Services); McBride, David (University of Maryland, College Park); Stephens, Emily (Virginia Department of Health); Sakthivel, Senthilkumar K (National Center for Immunization and Respiratory Diseases); Bachaus, Brian (Maryland Department of Health); Waller, Kirsten (Pennsylvania Department of Health); Bauman, Laura (); Marconi, Agustina (University of Wisconsin–Madison); Lewis, Rebecca (Virginia Department of Health); Dettinger, Lisa (Pennsylvania Department of Health); Ernst, Robert (University of Michigan); Kinsey, William (University of Wisconsin–Madison); Lindstrom, Stephen (National Center for Immunization and Respiratory Diseases); Gerber, Susan I (National Center for Immunization and Respiratory Diseases); Watson, John T (National Center for Immunization and Respiratory Diseases); Biggs, Holly M (National Center for Immunization and Respiratory Diseases)","University of Maryland, College Park; Maryland Department of Health; National Center for Immunization and Respiratory Diseases; Wisconsin Department of Health Services; Centers for Disease Control and Prevention; Virginia Department of Health; University of Michigan; Pennsylvania Department of Health; University of Wisconsin–Madison",grid.164295.d; grid.416491.f; grid.419260.8; grid.280246.a; grid.416738.f; grid.280313.b; grid.214458.e; grid.280365.a; grid.14003.36,United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,,https://academic.oup.com/cid/advance-article-pdf/doi/10.1093/cid/ciaa465/33377341/ciaa465.pdf,https://app.dimensions.ai/details/publication/pub.1126865587,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-04-23
