Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Source title,Anthology title,MeSH terms,Publication Date,PubYear,Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Author,Authors Affiliations,Research Organizations - standardized,GRID IDs,Country of Research organization,Funder,Times cited,Recent citations,RCR,FCR,Altmetric,Source Linkout,Dimensions URL,FOR (ANZSRC) Categories,Sustainable Development Goals,Publication Date (print),Publication Date (online),Publication Date
8,pub.1127872903,10.1136/bmjqs-2019-010405,32451350,,"Work effort, readability and quality of pharmacy transcription of patient directions from electronic prescriptions: a retrospective observational cohort analysis",Blank,Blank,BMJ Quality & Safety,,,2020-05-25,2020,,,bmjqs-2019-010405,All OA; Gold,Article,"Zheng, Yifan; Jiang, Yun; Dorsch, Michael P; Ding, Yuting; Vydiswaran, V G Vinod; Lester, Corey A",Blank,"Lester, Corey A (University of Michigan)","Zheng, Yifan (University of Michigan); Jiang, Yun (University of Michigan); Dorsch, Michael P (University of Michigan); Ding, Yuting (University of Michigan); Vydiswaran, V G Vinod (University of Michigan); Lester, Corey A (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,5,https://qualitysafety.bmj.com/content/qhc/early/2020/05/24/bmjqs-2019-010405.full.pdf,https://app.dimensions.ai/details/publication/pub.1127872903,11 Medical and Health Sciences; 13 Education; 1117 Public Health and Health Services; 1103 Clinical Sciences; 1302 Curriculum and Pedagogy,,Blank,Blank,2020-05-25
3,pub.1127864480,10.1007/s10669-020-09776-x,,PMC7247742,Bouncing forward: a resilience approach to dealing with COVID-19 and future systemic shocks,Blank,Blank,Environment Systems and Decisions,,,2020-05-25,2020,,,1-11,All OA; Gold,Article,"Hynes, William; Trump, Benjamin; Love, Patrick; Linkov, Igor",Blank,"Linkov, Igor (Organisation For Economic Co-Operation and Development; Carnegie Mellon University)","Hynes, William (Organisation For Economic Co-Operation and Development); Trump, Benjamin (Organisation For Economic Co-Operation and Development; University of Michigan); Love, Patrick (Organisation For Economic Co-Operation and Development); Linkov, Igor (Organisation For Economic Co-Operation and Development; Carnegie Mellon University)",Organisation For Economic Co-Operation and Development; University of Michigan; Carnegie Mellon University,grid.36193.3e; grid.214458.e; grid.147455.6,France; United States; United States,,0,0,,,3,https://link.springer.com/content/pdf/10.1007/s10669-020-09776-x.pdf,https://app.dimensions.ai/details/publication/pub.1127864480,1402 Applied Economics; 14 Economics,11 Sustainable Cities and Communities,Blank,Blank,2020-05-25
24,pub.1127822404,10.1111/jce.14579,32445421,,Conversion of Positive Pressure Cardiac Catheterization and Electrophysiology Laboratories to a Novel 2‐Zone Negative Pressure System during COVID‐19 Pandemic,Blank,Blank,Journal of Cardiovascular Electrophysiology,,,2020-05-23,2020,,,,Closed,Article,"Truesdell, Monica; Guttman, Paul; Clarke, Barbara; Wagner, Sherryl; Bloom, Jim; DuShane, Jeff; Richardson, Linda; VanderElzen, Kristen; Chetcuti, Stanley; Oral, Hakan",Blank,,"Truesdell, Monica (University of Michigan); Guttman, Paul (University of Michigan); Clarke, Barbara (University of Michigan); Wagner, Sherryl (University of Michigan); Bloom, Jim (University of Michigan); DuShane, Jeff (University of Michigan); Richardson, Linda (University of Michigan); VanderElzen, Kristen (University of Michigan); Chetcuti, Stanley (University of Michigan); Oral, Hakan (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,5,,https://app.dimensions.ai/details/publication/pub.1127822404,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-23
230,pub.1127821605,10.1161/jaha.120.017224,32441586,,Coronavirus Disease 2019 (COVID‐19) Pandemic Implications in Pediatric and Adult Congenital Heart Disease,Blank,Blank,Journal of the American Heart Association,,,2020-05-22,2020,,,e017224,All OA; Gold,Article,"Alsaied, Tarek; Aboulhosn, Jamil A; Cotts, Timothy B; Daniels, Curt J; Etheridge, Susan P; Feltes, Timothy F; Gurvitz, Michelle Z; Lewin, Mark B; Oster, Matthew E; Saidi, Arwa",Blank,,"Alsaied, Tarek (); Aboulhosn, Jamil A (); Cotts, Timothy B (University of Michigan); Daniels, Curt J (The Ohio State University); Etheridge, Susan P (University of Utah); Feltes, Timothy F (); Gurvitz, Michelle Z (); Lewin, Mark B (); Oster, Matthew E (); Saidi, Arwa (University of Florida)",University of Florida; University of Utah; The Ohio State University; University of Michigan,grid.15276.37; grid.223827.e; grid.261331.4; grid.214458.e,United States; United States; United States; United States,,0,0,,,28,http://dx.doi.org/10.1161/jaha.120.017224,https://app.dimensions.ai/details/publication/pub.1127821605,1102 Cardiorespiratory Medicine and Haematology; 11 Medical and Health Sciences,,Blank,Blank,2020-05-22
77,pub.1127817231,10.1001/jama.2020.9252,32442244,,Translating Science on COVID-19 to Improve Clinical Care and Support the Public Health Response,Blank,Blank,JAMA,,,2020-05-22,2020,323,24,,Closed,Article,"del Rio, Carlos; Malani, Preeti",Blank,"del Rio, Carlos (Emory University)","del Rio, Carlos (Emory University); Malani, Preeti (University of Michigan)",University of Michigan; Emory University,grid.214458.e; grid.189967.8,United States; United States,,0,0,,,109,,https://app.dimensions.ai/details/publication/pub.1127817231,1117 Public Health and Health Services; 11 Medical and Health Sciences,3 Good Health and Well Being,Blank,Blank,2020-05-22
59,pub.1127827787,10.1002/ana.25792,32445204,,Crisis Standard of Care: Management of Infantile Spasms during COVID‐19,Blank,Blank,Annals of Neurology,,,2020-05-22,2020,,,,Closed,Article,"Grinspan, Zachary M.; Mytinger, John R.; Baumer, Fiona M.; Ciliberto, Michael A.; Cohen, Bruce H.; Dlugos, Dennis J.; Harini, Chellamani; Hussain, Shaun A.; Joshi, Sucheta M.; Keator, Cynthia G.; Knupp, Kelly G.; McGoldrick, Patricia E.; Nickels, Katherine C.; Park, Jun T.; Pasupuleti, Archana; Patel, Anup D.; Pomeroy, Scott L.; Shahid, Asim M.; Shellhaas, Renee A.; Shrey, Daniel W.; Singh, Rani K.; Wolf, Steven M.; Yozawitz, Elissa G.; Yuskaitis, Christopher J.; Waugh, Jeffrey; Pearl, Phillip L.; Consortium, Child Neurology Society and the Pediatric Epilepsy Research",Blank,,"Grinspan, Zachary M. (Cornell University); Mytinger, John R. (Nationwide Children's Hospital); Baumer, Fiona M. (Stanford University); Ciliberto, Michael A. (University of Iowa Hospitals and Clinics); Cohen, Bruce H. (Akron Children's Hospital); Dlugos, Dennis J. (Children's Hospital of Philadelphia); Harini, Chellamani (Boston Children's Hospital); Hussain, Shaun A. (Mattel Children's Hospital); Joshi, Sucheta M. (Michigan Medicine); Keator, Cynthia G. (Cook Children's Medical Center); Knupp, Kelly G. (Children's Hospital Colorado); McGoldrick, Patricia E. (Boston Children’s Health Physicians); Nickels, Katherine C. (Mayo Clinic); Park, Jun T. (Rainbow Babies & Children's Hospital); Pasupuleti, Archana (Children’s National Health System); Patel, Anup D. (Nationwide Children's Hospital); Pomeroy, Scott L. (Boston Children's Hospital); Shahid, Asim M. (Rainbow Babies & Children's Hospital); Shellhaas, Renee A. (University of Michigan); Shrey, Daniel W. (Children's Hospital of Orange County); Singh, Rani K. (Levine Children's Hospital); Wolf, Steven M. (Boston Children’s Health Physicians); Yozawitz, Elissa G. (Montefiore Medical Center); Yuskaitis, Christopher J. (Boston Children's Hospital); Waugh, Jeffrey (The University of Texas Southwestern Medical Center); Pearl, Phillip L. (Boston Children's Hospital); Consortium, Child Neurology Society and the Pediatric Epilepsy Research ()",Stanford University; Mattel Children's Hospital; University of Michigan; Nationwide Children's Hospital; Mayo Clinic; Levine Children's Hospital; Children's Hospital of Orange County; Children’s National Health System; Children's Hospital Colorado; Boston Children's Hospital; Rainbow Babies & Children's Hospital; Akron Children's Hospital; Montefiore Medical Center; Michigan Medicine; The University of Texas Southwestern Medical Center; Cook Children's Medical Center; Cornell University; University of Iowa Hospitals and Clinics; Children's Hospital of Philadelphia; Boston Children’s Health Physicians,grid.168010.e; grid.416593.c; grid.214458.e; grid.240344.5; grid.66875.3a; grid.415907.e; grid.414164.2; grid.239560.b; grid.413957.d; grid.2515.3; grid.415629.d; grid.413473.6; grid.240283.f; grid.412590.b; grid.267313.2; grid.413584.f; grid.5386.8; grid.412584.e; grid.239552.a; grid.476907.b,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,,,https://app.dimensions.ai/details/publication/pub.1127827787,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-22
15,pub.1127829094,10.1080/08959420.2020.1771239,32441572,,A Framework for Aging-Friendly Services and Supports in the Age of COVID-19,Blank,Blank,Journal of Aging & Social Policy,,,2020-05-22,2020,,,1-10,Closed,Article,"Hoffman, Geoffrey J; Webster, Noah J; Bynum, Julie P W",Blank,,"Hoffman, Geoffrey J (University of Michigan; University of Michigan); Webster, Noah J (University of Michigan); Bynum, Julie P W (University of Michigan; University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,5,,https://app.dimensions.ai/details/publication/pub.1127829094,16 Studies in Human Society; 17 Psychology and Cognitive Sciences; 1701 Psychology; 1607 Social Work; 1605 Policy and Administration,,Blank,Blank,2020-05-22
8,pub.1127843898,10.2214/ajr.20.23227,32442029,,Reorganizing Cross-Sectional Interventional Procedures Practice During the Coronavirus Disease (COVID-19) Pandemic.,Blank,Blank,American Journal of Roentgenology,,,2020-05-22,2020,,,1-5,Closed,Article,"Fananapazir, Ghaneh; Lubner, Meghan G; Mendiratta-Lala, Mishal; Wildman-Tobriner, Benjamin; Galgano, Samuel J; Lamba, Ramit; Hinshaw, J Louis; Brook, Olga R",Blank,,"Fananapazir, Ghaneh (University of California Davis Medical Center); Lubner, Meghan G (University of Wisconsin–Madison); Mendiratta-Lala, Mishal (University of Michigan); Wildman-Tobriner, Benjamin (Duke University); Galgano, Samuel J (University of Alabama at Birmingham); Lamba, Ramit (University of California Davis Medical Center); Hinshaw, J Louis (University of Wisconsin–Madison); Brook, Olga R (Beth Israel Deaconess Medical Center)",University of Michigan; Beth Israel Deaconess Medical Center; Duke University; University of Alabama at Birmingham; University of Wisconsin–Madison; University of California Davis Medical Center,grid.214458.e; grid.239395.7; grid.26009.3d; grid.265892.2; grid.14003.36; grid.413079.8,United States; United States; United States; United States; United States; United States,,0,0,,,9,,https://app.dimensions.ai/details/publication/pub.1127843898,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-22
4,pub.1127507209,10.1111/ctr.13897,32396979,,Practice change amidst the COVID‐19 pandemic: Harnessing the momentum for expanding telehealth in transplant,Blank,Blank,Clinical Transplantation,,,2020-05-22,2020,,,e13897,Closed,Article,"Santos‐Parker, Keli Siqueiros; Santos‐Parker, Jessica Renee; Highet, Alexandra; Montgomery, John Richard; Wakam, Glenn Kham; Sonnenday, Christopher J.; Waits, Seth A.",Blank,,"Santos‐Parker, Keli Siqueiros (University of Michigan); Santos‐Parker, Jessica Renee (University of Michigan); Highet, Alexandra (University of Michigan); Montgomery, John Richard (University of Michigan); Wakam, Glenn Kham (University of Michigan); Sonnenday, Christopher J. (University of Michigan); Waits, Seth A. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,3,,https://app.dimensions.ai/details/publication/pub.1127507209,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-22
3,pub.1127852143,10.1101/2020.05.22.110403,,,Methodological Issues with Search in MEDLINE: A Longitudinal Query Analysis,Blank,Blank,bioRxiv,,,2020-05-22,2020,,,2020.05.22.110403,"All OA; Green, Published",Preprint,"Burns, Christopher Sean; Nix, Tyler; Shapiro, Robert; Huber, Jeffrey",Blank,,"Burns, Christopher Sean (University of Kentucky); Nix, Tyler (University of Michigan); Shapiro, Robert (University of Kentucky); Huber, Jeffrey (University of Kentucky)",University of Kentucky; University of Michigan,grid.266539.d; grid.214458.e,United States; United States,,0,0,,,10,https://www.biorxiv.org/content/biorxiv/early/2020/05/22/2020.05.22.110403.full.pdf,https://app.dimensions.ai/details/publication/pub.1127852143,08 Information and Computing Sciences; 0806 Information Systems,,Blank,Blank,2020-05-22
138,pub.1127789821,10.1001/jamainternmed.2020.2224,32437551,,Preventing COVID-19 in Assisted Living Facilities—A Balancing Act,Blank,Blank,JAMA Internal Medicine,,,2020-05-21,2020,180,8,,Closed,Article,"Jenq, Grace Y.; Mills, John P.; Malani, Preeti N.",Blank,"Malani, Preeti N. (University of Michigan)","Jenq, Grace Y. (University of Michigan); Mills, John P. (University of Michigan); Malani, Preeti N. (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,7,,https://app.dimensions.ai/details/publication/pub.1127789821,1113 Ophthalmology and Optometry; 11 Medical and Health Sciences; 1103 Clinical Sciences; 1117 Public Health and Health Services,,Blank,Blank,2020-05-21
118,pub.1126764007,10.1172/jci.insight.139292,32302293,,"COVID-19 in older adults: clinical, psychosocial, and public health considerations",Blank,Blank,JCI Insight,,,2020-05-21,2020,5,10,,All OA; Gold,Article,"Mills, John P; Kaye, Keith S; Mody, Lona",Blank,"Mills, John P ","Mills, John P (); Kaye, Keith S (); Mody, Lona (University of Michigan)",University of Michigan,grid.214458.e,United States,,0,0,,,72,http://insight.jci.org/articles/view/139292/files/pdf,https://app.dimensions.ai/details/publication/pub.1126764007,1605 Policy and Administration; 11 Medical and Health Sciences; 1103 Clinical Sciences; 16 Studies in Human Society,,Blank,Blank,2020-05-21
44,pub.1127783461,10.1007/s11239-020-02138-z,32440883,PMC7241581,Thromboembolism and anticoagulant therapy during the COVID-19 pandemic: interim clinical guidance from the anticoagulation forum,Blank,Blank,Journal of Thrombosis and Thrombolysis,,,2020-05-21,2020,,,1-10,All OA; Gold,Article,"Barnes, Geoffrey D.; Burnett, Allison; Allen, Arthur; Blumenstein, Marilyn; Clark, Nathan P.; Cuker, Adam; Dager, William E.; Deitelzweig, Steven B.; Ellsworth, Stacy; Garcia, David; Kaatz, Scott; Minichiello, Tracy",Blank,"Barnes, Geoffrey D. (University of Michigan)","Barnes, Geoffrey D. (University of Michigan); Burnett, Allison (University of New Mexico); Allen, Arthur (VA Salt Lake City Healthcare System); Blumenstein, Marilyn (Children's Hospital of Philadelphia); Clark, Nathan P. (Kaiser Permanente); Cuker, Adam (University of Pennsylvania); Dager, William E. (University of California Davis Medical Center); Deitelzweig, Steven B. (Ochsner Health System); Ellsworth, Stacy (Henry Ford Hospital); Garcia, David (University of Washington); Kaatz, Scott (Henry Ford Hospital); Minichiello, Tracy (University of California, San Francisco)","VA Salt Lake City Healthcare System; Children's Hospital of Philadelphia; University of Washington; University of California, San Francisco; Ochsner Health System; Henry Ford Hospital; University of Michigan; Kaiser Permanente; University of New Mexico; University of California Davis Medical Center; University of Pennsylvania",grid.280807.5; grid.239552.a; grid.34477.33; grid.266102.1; grid.416735.2; grid.413103.4; grid.214458.e; grid.280062.e; grid.266832.b; grid.413079.8; grid.25879.31,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,1,1,,,179,https://link.springer.com/content/pdf/10.1007/s11239-020-02138-z.pdf,https://app.dimensions.ai/details/publication/pub.1127783461,11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-21
34,pub.1127758607,10.21203/rs.3.rs-27790/v1,,,"Prognostic Value of Baseline Clinical and HRCT Findings in 101 Patients with Severe COVID-19 in Wuhan, China",Blank,Blank,Research Square,,,2020-05-20,2020,,,,"All OA; Green, Published",Preprint,"Cao, Yukun; Han, Xiaoyu; Gu, Jin; Li, Yumin; Liu, Jia; Alwalid, Osamah; Cui, Yue; Zhang, Xin; Zheng, Chuansheng; Fan, Yanqing; Wu, Hanping; Shi, Heshui",Blank,,"Cao, Yukun (Wuhan Union Hospital); Han, Xiaoyu (Wuhan Union Hospital); Gu, Jin (Wuhan Union Hospital); Li, Yumin (Wuhan Union Hospital); Liu, Jia (Wuhan Union Hospital); Alwalid, Osamah (Wuhan Union Hospital); Cui, Yue (Wuhan Union Hospital); Zhang, Xin (Wuhan Union Hospital); Zheng, Chuansheng (Wuhan Union Hospital); Fan, Yanqing (Wuhan Union Hospital); Wu, Hanping (University of Michigan); Shi, Heshui (Wuhan Union Hospital)",University of Michigan; Wuhan Union Hospital,grid.214458.e; grid.412839.5,United States; China,,0,0,,,,https://www.researchsquare.com/article/rs-27790/v1.pdf,https://app.dimensions.ai/details/publication/pub.1127758607,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-20
33,pub.1127771510,10.1136/neurintsurg-2020-016161,32434798,,Minimizing SARS-CoV-2 exposure when performing surgical interventions during the covid-19 pandemic.,Blank,Blank,Journal of NeuroInterventional Surgery,,,2020-05-20,2020,,,neurintsurg-2020-016161,All OA; Gold,Article,"Pandey, Aditya S; Ringer, Andrew J; Rai, Ansaar T; Kan, Peter; Jabbour, Pascal; Siddiqui, Adnan H; Levy, Elad I; Snyder, Kenneth V; Riina, Howard; Tanweer, Omar; Levitt, Michael R; Kim, Louis J; Veznedaroglu, Erol; Binning, Mandy J; Arthur, Adam S; Mocco, J; Schirmer, Clemens; Thompson, Byron Gregory; Langer, David",Blank,,"Pandey, Aditya S (University of Michigan); Ringer, Andrew J (University of Cincinnati); Rai, Ansaar T (West Virginia University Hospitals); Kan, Peter (Baylor College of Medicine); Jabbour, Pascal (Thomas Jefferson University); Siddiqui, Adnan H (University at Buffalo, State University of New York); Levy, Elad I (University at Buffalo, State University of New York; Kaleida Health); Snyder, Kenneth V (Kaleida Health; University at Buffalo, State University of New York); Riina, Howard (New York University Langone Medical Center); Tanweer, Omar (New York University Langone Medical Center); Levitt, Michael R (University of Washington); Kim, Louis J (University of Washington); Veznedaroglu, Erol (); Binning, Mandy J (Drexel University); Arthur, Adam S (University of Tennessee Health Science Center); Mocco, J (Mount Sinai Health System); Schirmer, Clemens (Paracelsus Medical University); Thompson, Byron Gregory (University of Michigan); Langer, David (Lenox Hill Hospital)","University of Michigan; University of Tennessee Health Science Center; University of Cincinnati; Paracelsus Medical University; Mount Sinai Health System; Thomas Jefferson University; Lenox Hill Hospital; Drexel University; University at Buffalo, State University of New York; Kaleida Health; New York University Langone Medical Center; University of Washington; West Virginia University Hospitals; Baylor College of Medicine",grid.214458.e; grid.267301.1; grid.24827.3b; grid.21604.31; grid.425214.4; grid.265008.9; grid.415895.4; grid.166341.7; grid.273335.3; grid.414916.f; grid.240324.3; grid.34477.33; grid.412950.b; grid.39382.33,United States; United States; United States; Austria; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States,,0,0,,,10,https://jnis.bmj.com/content/neurintsurg/early/2020/05/19/neurintsurg-2020-016161.full.pdf,https://app.dimensions.ai/details/publication/pub.1127771510,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-20
15,pub.1127763719,10.1007/s00464-020-07631-3,32435961,PMC7238959,SAGES primer for taking care of yourself during and after the COVID-19 crisis,Blank,Blank,Surgical Endoscopy,,,2020-05-20,2020,,,1-7,All OA; Gold,Article,"Dort, Jonathan; Romanelli, John; Choudhury, Nabajit; Flink, Benjamin J.; Lak, Kathleen; Levy, Shauna; Needleman, Bradley J.; Paget, Charles J.; Telem, Dana; Schwarz, Erin; Zhang, Linda P.; Sylla, Patricia; Mellinger, John D.; Matthews, Brent D.; Feldman, Liane; Pryor, Aurora D.; Asbun, Horacio J.",Blank,"Dort, Jonathan (Inova Fairfax Hospital)","Dort, Jonathan (Inova Fairfax Hospital); Romanelli, John (Baystate Health); Choudhury, Nabajit (University of Tennessee Health Science Center); Flink, Benjamin J. (Emory University); Lak, Kathleen (Medical College of Wisconsin); Levy, Shauna (Tulane University); Needleman, Bradley J. (The Ohio State University); Paget, Charles J. (Virginia Tech); Telem, Dana (University of Michigan); Schwarz, Erin (Society of American Gastrointestinal and Endoscopic Surgeons); Zhang, Linda P. (Icahn School of Medicine at Mount Sinai); Sylla, Patricia (Icahn School of Medicine at Mount Sinai); Mellinger, John D. (Southern Illinois University School of Medicine); Matthews, Brent D. (Carolinas Healthcare System); Feldman, Liane (McGill University); Pryor, Aurora D. (Stony Brook University); Asbun, Horacio J. (Baptist Health South Florida)",Southern Illinois University School of Medicine; Baptist Health South Florida; Inova Fairfax Hospital; Stony Brook University; University of Tennessee Health Science Center; Carolinas Healthcare System; University of Michigan; Baystate Health; Icahn School of Medicine at Mount Sinai; Emory University; The Ohio State University; Society of American Gastrointestinal and Endoscopic Surgeons; Tulane University; Virginia Tech; McGill University; Medical College of Wisconsin,grid.280418.7; grid.418212.c; grid.417781.c; grid.36425.36; grid.267301.1; grid.427669.8; grid.214458.e; grid.476946.e; grid.59734.3c; grid.189967.8; grid.261331.4; grid.469697.3; grid.265219.b; grid.438526.e; grid.14709.3b; grid.30760.32,United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; United States; Canada; United States,,0,0,,,2,https://link.springer.com/content/pdf/10.1007/s00464-020-07631-3.pdf,https://app.dimensions.ai/details/publication/pub.1127763719,1117 Public Health and Health Services; 11 Medical and Health Sciences,,Blank,Blank,2020-05-20
4,pub.1126053663,10.1212/wnl.0000000000009496,32238504,,Neurologists and Covid-19: A note on courage in a time of uncertainty,Blank,Blank,Neurology,,"Betacoronavirus; Clinical Competence; Clinical Decision-Making; Coronavirus Infections; Courage; Health Priorities; Humans; Neurologists; Neurology; Pandemics; Patient Care; Physician's Role; Physician-Patient Relations; Pneumonia, Viral; Professional Practice; Uncertainty",2020-05-19,2020,94,20,10.1212/wnl.0000000000009496,All OA; Gold,Article,"Shellhaas, Renée A",Blank,,"Shellhaas, Renée A (University of Michigan)",University of Michigan,grid.214458.e,United States,,1,1,,,30,https://n.neurology.org/content/neurology/early/2020/04/24/WNL.0000000000009496.full.pdf,https://app.dimensions.ai/details/publication/pub.1126053663,11 Medical and Health Sciences; 17 Psychology and Cognitive Sciences; 1103 Clinical Sciences; 1109 Neurosciences; 1702 Cognitive Sciences,,Blank,Blank,2020-05-19
41,pub.1127698828,10.21203/rs.3.rs-28753/v1,,,"Epidemiological,clinical and radiological findings in medical staff with COVID-19 in Wuhan, China: a single-centered, retrospective cohort study",Blank,Blank,Research Square,,,2020-05-18,2020,,,,"All OA; Green, Published",Preprint,"Liu, Jie; Ouyang, Liu; Guo, Pi; Wu, Haisheng; Fu, Peng; Chen, Yuliang; Yang, Dan; Han, Xiaoyu; Cao, Yukun; Alwalid, Osamah; Wu, Hanping; Shi, Heshui; Yang, Fan; Hu, Yu; Zheng, Chuansheng",Blank,,"Liu, Jie (Wuhan Union Hospital); Ouyang, Liu (Wuhan Union Hospital); Guo, Pi (Shantou University Medical College); Wu, Haisheng (Shantou University Medical College); Fu, Peng (Huazhong University of Science and Technology); Chen, Yuliang (Shantou University Medical College); Yang, Dan (Wuhan Union Hospital); Han, Xiaoyu (Wuhan Union Hospital); Cao, Yukun (Wuhan Union Hospital); Alwalid, Osamah (Wuhan Union Hospital); Wu, Hanping (University of Michigan); Shi, Heshui (Wuhan Union Hospital); Yang, Fan (Wuhan Union Hospital); Hu, Yu (Wuhan Union Hospital); Zheng, Chuansheng (Huazhong University of Science and Technology)",University of Michigan; Wuhan Union Hospital; Shantou University Medical College; Huazhong University of Science and Technology,grid.214458.e; grid.412839.5; grid.411679.c; grid.33199.31,United States; China; China; China,,0,0,,,2,https://assets.researchsquare.com/files/rs-28753/v1.pdf,https://app.dimensions.ai/details/publication/pub.1127698828,1117 Public Health and Health Services; 11 Medical and Health Sciences; 1103 Clinical Sciences,,Blank,Blank,2020-05-18
28,pub.1127695257,10.1101/2020.05.11.20098459,,,"Distinct systems serology features in children, elderly and COVID patients",Blank,Blank,medRxiv,,,2020-05-18,2020,,,2020.05.11.20098459,"All OA; Green, Published",Article,"Selva, Kevin J.; van de Sandt, Carolien E.; Lemke, Melissa M.; Lee, Christina Y.; Shoffner, Suzanne K.; Chua, Brendon Y.; Nguyen, Thi H.O.; Rowntree, Louise C.; Hensen, Luca; Koutsakos, Marios; Wong, Chinn Yi; Jackson, David C.; Flanagan, Katie L.; Crowe, Jane; Cheng, Allen C.; Doolan, Denise L.; Amanat, Fatima; Krammer, Florian; Chappell, Keith; Modhiran, Naphak; Watterson, Daniel; Young, Paul; Wines, Bruce; Hogarth, P. Mark; Esterbauer, Robyn; Kelly, Hannah G.; Tan, Hyon-Xhi; Juno, Jennifer A.; Wheatley, Adam K.; Kent, Stephen J.; Arnold, Kelly B.; Kedzierska, Katherine; Chung, Amy W.",Blank,,"Selva, Kevin J. (University of Melbourne); van de Sandt, Carolien E. (University of Melbourne); Lemke, Melissa M. (University of Michigan); Lee, Christina Y. (University of Michigan); Shoffner, Suzanne K. (University of Michigan); Chua, Brendon Y. (University of Melbourne); Nguyen, Thi H.O. (University of Melbourne); Rowntree, Louise C. (University of Melbourne); Hensen, Luca (University of Melbourne); Koutsakos, Marios (University of Melbourne); Wong, Chinn Yi (University of Melbourne); Jackson, David C. (University of Melbourne); Flanagan, Katie L. (); Crowe, Jane (); Cheng, Allen C. (Monash University); Doolan, Denise L. (James Cook University); Amanat, Fatima (Icahn School of Medicine at Mount Sinai); Krammer, Florian (Icahn School of Medicine at Mount Sinai); Chappell, Keith (University of Queensland); Modhiran, Naphak (University of Queensland); Watterson, Daniel (University of Melbourne); Young, Paul (University of Queensland); Wines, Bruce (University of Melbourne); Hogarth, P. Mark (Burnet Institute); Esterbauer, Robyn (University of Melbourne); Kelly, Hannah G. (University of Melbourne); Tan, Hyon-Xhi (University of Melbourne); Juno, Jennifer A. (University of Melbourne); Wheatley, Adam K. (University of Melbourne); Kent, Stephen J. (University of Melbourne); Arnold, Kelly B. (University of Michigan); Kedzierska, Katherine (University of Melbourne); Chung, Amy W. (University of Melbourne)",University of Queensland; Icahn School of Medicine at Mount Sinai; University of Melbourne; Monash University; Burnet Institute; University of Michigan; James Cook University,grid.1003.2; grid.59734.3c; grid.1008.9; grid.1002.3; grid.1056.2; grid.214458.e; grid.1011.1,Australia; United States; Australia; Australia; Australia; United States; Australia,,0,0,,,76,https://www.medrxiv.org/content/medrxiv/early/2020/05/18/2020.05.11.20098459.full.pdf,https://app.dimensions.ai/details/publication/pub.1127695257,11 Medical and Health Sciences; 1107 Immunology,3 Good Health and Well Being,Blank,Blank,2020-05-18
12,pub.1127637690,10.1007/s10461-020-02920-3,32415617,PMC7228861,Research with Marginalized Communities: Challenges to Continuity During the COVID-19 Pandemic,Blank,Blank,AIDS and Behavior,,,2020-05-16,2020,,,1-4,All OA; Gold,Article,"Sevelius, Jae M.; Gutierrez-Mock, Luis; Zamudio-Haas, Sophia; McCree, Breonna; Ngo, Azize; Jackson, Akira; Clynes, Carla; Venegas, Luz; Salinas, Arianna; Herrera, Cinthya; Stein, Ellen; Operario, Don; Gamarel, Kristi",Blank,"Sevelius, Jae M. (University of California, San Francisco)","Sevelius, Jae M. (University of California, San Francisco); Gutierrez-Mock, Luis (University of California, San Francisco); Zamudio-Haas, Sophia (University of California, San Francisco); McCree, Breonna (University of California, San Francisco); Ngo, Azize (University of California, San Francisco); Jackson, Akira (University of California, San Francisco); Clynes, Carla (University of California, San Francisco); Venegas, Luz (University of California, San Francisco); Salinas, Arianna (University of California, San Francisco); Herrera, Cinthya (University of California, San Francisco); Stein, Ellen (University of California, San Francisco); Operario, Don (Brown University); Gamarel, Kristi (University of Michigan)","University of California, San Francisco; Brown University; University of Michigan",grid.266102.1; grid.40263.33; grid.214458.e,United States; United States; United States,National Institute of Mental Health,0,0,,,7,https://link.springer.com/content/pdf/10.1007/s10461-020-02920-3.pdf,https://app.dimensions.ai/details/publication/pub.1127637690,16 Studies in Human Society; 1117 Public Health and Health Services; 1607 Social Work; 11 Medical and Health Sciences,,Blank,Blank,2020-05-16
